Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Intensity	MS/MS count	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P38646	P38646	16	16	16	Stress-70 protein, mitochondrial	HSPA9	sp|P38646|GRP75_HUMAN Stress-70 protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2	1	16	16	16	29.5	29.5	29.5	73.68	679	679	0.0	113.66	43256000	17	512	408;643;863;1378;1388;1414;3136;3715;3818;4161;4413;4688;5014;5173;5293;5468	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	412;652;880;1403;1413;1439;3190;3775;3899;4249;4503;4504;4781;5114;5274;5398;5577	440;691;940;1489;1499;1525;3384;3987;4119;4488;4751;4752;5043;5402;5572;5701;5884	466;735;1000;1586;1597;1624;3655;4288;4428;4814;5092;5093;5401;5807;5994;6140;6333	466;735;1000;1586;1597;1624;3655;4288;4428;4814;5093;5401;5807;5994;6140;6333	66	389
P38919	P38919	7	5	5	Eukaryotic initiation factor 4A-III;Eukaryotic initiation factor 4A-III, N-terminally processed	EIF4A3	sp|P38919|IF4A3_HUMAN Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=4	1	7	5	5	15.8	11.9	11.9	46.871	411	411	0.0	30.724	2706300	5	513	1252;1429;2033;2034;2217;3055;4197	True;True;False;False;True;True;True	1274;1454;2067;2068;2252;3109;4285	1359;1540;2185;2186;2376;3302;4526	1450;1640;2338;2339;2539;3573;4854	1450;1640;2338;2339;2539;3573;4854		
P39019	P39019	4	4	4	40S ribosomal protein S19	RPS19	sp|P39019|RS19_HUMAN 40S ribosomal protein S19 OS=Homo sapiens OX=9606 GN=RPS19 PE=1 SV=2	1	4	4	4	27.6	27.6	27.6	16.06	145	145	0.0	27.09	13646000	4	514	963;1249;5376;5444	True;True;True;True	982;1271;5481;5553	1048;1355;5784;5859	1115;1445;6226;6307	1115;1445;6226;6307		
P39023;Q92901	P39023	8;1	8;1	8;1	60S ribosomal protein L3	RPL3	sp|P39023|RL3_HUMAN 60S ribosomal protein L3 OS=Homo sapiens OX=9606 GN=RPL3 PE=1 SV=2	2	8	8	8	26.3	26.3	26.3	46.108	403	403;407	0.0	52.754	18748000	9	515	193;1386;3115;3950;4513;5031;5084;5090	True;True;True;True;True;True;True;True	195;1411;3169;4033;4606;5131;5185;5191	208;1497;3363;4260;4858;5420;5421;5476;5482	218;1595;3634;4576;5201;5827;5828;5892;5898	218;1595;3634;4576;5201;5828;5892;5898		
P39656	P39656	8	8	8	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	DDOST	sp|P39656|OST48_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Homo sapiens OX=9606 GN=DDOST PE=1 SV=4	1	8	8	8	24.8	24.8	24.8	50.8	456	456	0.0	60.583	10894000	9	516	1282;1914;3415;4015;4769;4925;5666;5873	True;True;True;True;True;True;True;True	1305;1947;3474;4100;4863;5025;5777;5988	1390;2056;3677;4330;5133;5134;5309;6093;6309	1483;2191;3963;4651;5504;5505;5708;6559;6788	1483;2191;3963;4651;5505;5708;6559;6788		
P39687;O95626;O43423	P39687	7;2;2	7;2;2	5;2;2	Acidic leucine-rich nuclear phosphoprotein 32 family member A	ANP32A	sp|P39687|AN32A_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens OX=9606 GN=ANP32A PE=1 SV=1	3	7	7	5	24.5	24.5	18.1	28.585	249	249;131;234	0.0	48.406	17934000	7	517	840;841;1325;3331;3332;4540;5480	True;True;True;True;True;True;True	855;856;1349;3387;3388;4633;5589	911;912;1435;3587;3588;4885;5896	965;966;1531;3868;3869;5232;6347	965;966;1531;3868;3869;5232;6347		
P39748	P39748	4	4	4	Flap endonuclease 1	FEN1	sp|P39748|FEN1_HUMAN Flap endonuclease 1 OS=Homo sapiens OX=9606 GN=FEN1 PE=1 SV=1	1	4	4	4	7.6	7.6	7.6	42.592	380	380	0.0	25.986	3222300	4	518	2909;3195;3432;4503	True;True;True;True	2957;3250;3491;4596	3139;3445;3694;4847	3397;3720;3981;5190	3397;3720;3981;5190		
P40222	P40222	1	1	1	Alpha-taxilin	TXLNA	sp|P40222|TXLNA_HUMAN Alpha-taxilin OS=Homo sapiens OX=9606 GN=TXLNA PE=1 SV=3	1	1	1	1	1.5	1.5	1.5	61.89	546	546	0.0092664	5.6481	472900	1	519	3209	True	3264	3459	3734	3734		
P40227	P40227	12	12	9	T-complex protein 1 subunit zeta	CCT6A	sp|P40227|TCPZ_HUMAN T-complex protein 1 subunit zeta OS=Homo sapiens OX=9606 GN=CCT6A PE=1 SV=3	1	12	12	9	29.2	29.2	23.9	58.024	531	531	0.0	88.378	22864000	12	520	316;402;418;1950;2083;2605;4148;4463;4722;5106;5260;5322	True;True;True;True;True;True;True;True;True;True;True;True	319;406;422;1984;2117;2646;4236;4554;4815;5207;5364;5427	343;434;450;2096;2238;2807;4474;4802;5078;5499;5500;5664;5730	361;460;476;2241;2396;3024;4800;5143;5437;5918;5919;6094;6172	361;460;476;2241;2396;3024;4800;5143;5437;5919;6094;6172		
P40261	P40261	6	6	6	Nicotinamide N-methyltransferase	NNMT	sp|P40261|NNMT_HUMAN Nicotinamide N-methyltransferase OS=Homo sapiens OX=9606 GN=NNMT PE=1 SV=1	1	6	6	6	31.8	31.8	31.8	29.574	264	264	0.0	41.241	16997000	7	521	934;1232;1726;2531;2882;3922	True;True;True;True;True;True	953;1253;1757;2571;2930;4003	1018;1336;1854;2724;3110;4228	1084;1425;1975;2933;3366;3367;4541	1084;1425;1975;2933;3367;4541		
P40429;Q6NVV1	P40429;Q6NVV1	4;2	4;2	4;2	60S ribosomal protein L13a;Putative 60S ribosomal protein L13a protein RPL13AP3	RPL13A;RPL13AP3	sp|P40429|RL13A_HUMAN 60S ribosomal protein L13a OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2;sp|Q6NVV1|R13P3_HUMAN Putative 60S ribosomal protein L13a protein RPL13AP3 OS=Homo sapiens OX=9606 GN=RPL13AP3 PE=5 SV=1	2	4	4	4	22.2	22.2	22.2	23.577	203	203;102	0.0	28.908	4369100	4	522	133;590;5219;5838	True;True;True;True	134;598;5322;5953	144;635;5622;6274	151;675;6048;6752	151;675;6048;6752		
P40616	P40616	3	3	3	ADP-ribosylation factor-like protein 1	ARL1	sp|P40616|ARL1_HUMAN ADP-ribosylation factor-like protein 1 OS=Homo sapiens OX=9606 GN=ARL1 PE=1 SV=1	1	3	3	3	18.8	18.8	18.8	20.417	181	181	0.0	18.158	1472000	3	523	223;2643;4451	True;True;True	226;2685;4542	240;2851;4790	252;3070;5131	252;3070;5131		
P40763	P40763	1	1	1	Signal transducer and activator of transcription 3	STAT3	sp|P40763|STAT3_HUMAN Signal transducer and activator of transcription 3 OS=Homo sapiens OX=9606 GN=STAT3 PE=1 SV=2	1	1	1	1	2.7	2.7	2.7	88.067	770	770	0.00091408	6.4965	629890	1	524	1395	True	1420	1506	1604	1604		
P40925	P40925	8	8	8	Malate dehydrogenase, cytoplasmic	MDH1	sp|P40925|MDHC_HUMAN Malate dehydrogenase, cytoplasmic OS=Homo sapiens OX=9606 GN=MDH1 PE=1 SV=4	1	8	8	8	32.3	32.3	32.3	36.426	334	334	0.0	59.044	21466000	11	525	793;947;1342;1454;1751;1872;4035;5309	True;True;True;True;True;True;True;True	807;808;966;1367;1480;1782;1904;4121;5414	857;858;1031;1453;1567;1880;2008;4354;4355;5717	909;910;1097;1550;1671;2002;2003;2141;4677;4678;6158	910;1097;1550;1671;2003;2141;4677;6158	67	90
P40926	P40926	12	12	12	Malate dehydrogenase, mitochondrial	MDH2	sp|P40926|MDHM_HUMAN Malate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=MDH2 PE=1 SV=3	1	12	12	12	48.8	48.8	48.8	35.503	338	338	0.0	84.804	42529000	15	526	1755;1825;2291;2537;2723;3584;3750;4628;4868;5113;5136;5434	True;True;True;True;True;True;True;True;True;True;True;True	1786;1857;2326;2577;2770;3644;3822;3823;4721;4965;5214;5237;5543	1884;1959;2456;2730;2939;3853;3854;4036;4037;4980;5244;5507;5531;5848	2007;2088;2623;2939;3168;4149;4150;4151;4341;4342;5335;5634;5926;5951;5952;6295	2007;2088;2623;2939;3168;4149;4341;5335;5634;5926;5952;6295		
P40939	P40939	8	8	8	Trifunctional enzyme subunit alpha, mitochondrial;Long-chain enoyl-CoA hydratase;Long chain 3-hydroxyacyl-CoA dehydrogenase	HADHA	sp|P40939|ECHA_HUMAN Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2	1	8	8	8	14.7	14.7	14.7	82.999	763	763	0.0	50.671	9756600	8	527	932;1286;1449;1750;1951;2654;3777;4469	True;True;True;True;True;True;True;True	951;1309;1475;1781;1985;2696;3855;4560	1016;1395;1562;1879;2097;2862;4069;4808	1082;1489;1665;2001;2242;3083;4375;5149	1082;1489;1665;2001;2242;3083;4375;5149		
P41091;Q2VIR3	P41091;Q2VIR3	9;7	9;7	9;7	Eukaryotic translation initiation factor 2 subunit 3;Putative eukaryotic translation initiation factor 2 subunit 3-like protein	EIF2S3;EIF2S3L	sp|P41091|IF2G_HUMAN Eukaryotic translation initiation factor 2 subunit 3 OS=Homo sapiens OX=9606 GN=EIF2S3 PE=1 SV=3;sp|Q2VIR3|IF2GL_HUMAN Eukaryotic translation initiation factor 2 subunit 3B OS=Homo sapiens OX=9606 GN=EIF2S3B PE=2 SV=2	2	9	9	9	27.5	27.5	27.5	51.109	472	472;472	0.0	63.064	11324000	9	528	176;2340;2823;2828;3023;3588;4172;4403;4470	True;True;True;True;True;True;True;True;True	178;2375;2871;2876;3077;3648;4260;4493;4561	189;2512;3041;3046;3268;3858;4499;4740;4809	199;2691;3278;3283;3538;4155;4826;5081;5150	199;2691;3278;3283;3538;4155;4826;5081;5150		
P41227	P41227	2	2	2	N-alpha-acetyltransferase 10	NAA10	sp|P41227|NAA10_HUMAN N-alpha-acetyltransferase 10 OS=Homo sapiens OX=9606 GN=NAA10 PE=1 SV=1	1	2	2	2	17.9	17.9	17.9	26.458	235	235	0.0	11.907	1376800	2	529	28;5904	True;True	28;6019	31;6344	33;6827	33;6827		
P41250	P41250	12	12	12	Glycine--tRNA ligase	GARS	sp|P41250|GARS_HUMAN Glycine--tRNA ligase OS=Homo sapiens OX=9606 GN=GARS1 PE=1 SV=3	1	12	12	12	21.0	21.0	21.0	83.165	739	739	0.0	80.745	15688000	13	530	1247;1693;1871;2851;3276;3423;4207;4821;4930;4999;5045;5451	True;True;True;True;True;True;True;True;True;True;True;True	1269;1723;1903;2899;3331;3482;4295;4916;5030;5099;5146;5560	1353;1818;2007;3077;3530;3685;4536;5188;5315;5316;5387;5436;5866	1443;1937;2140;3331;3811;3972;4865;5565;5716;5717;5792;5846;6314	1443;1937;2140;3331;3811;3972;4865;5565;5716;5792;5846;6314		
P41252	P41252	22	22	22	Isoleucine--tRNA ligase, cytoplasmic	IARS	sp|P41252|SYIC_HUMAN Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=IARS1 PE=1 SV=2	1	22	22	22	21.2	21.2	21.2	144.5	1262	1262	0.0	140.77	18585000	22	531	382;540;612;955;1111;1406;1645;1737;1749;2171;3116;3476;3707;3951;4010;4252;4425;5197;5354;5625;5752;5855	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	386;548;621;974;1130;1431;1674;1768;1780;2206;3170;3535;3767;4034;4095;4340;4516;5299;5459;5736;5863;5970	413;583;659;1040;1204;1517;1768;1866;1878;2329;3364;3741;3979;4261;4324;4583;4764;5599;5762;6048;6181;6291	439;618;702;1106;1278;1616;1884;1988;2000;2491;3635;4031;4280;4577;4644;4915;5105;6023;6204;6513;6650;6769	439;618;702;1106;1278;1616;1884;1988;2000;2491;3635;4031;4280;4577;4644;4915;5105;6023;6204;6513;6650;6769		
P41567;O60739	P41567;O60739	4;3	4;3	4;3	Eukaryotic translation initiation factor 1;Eukaryotic translation initiation factor 1b	EIF1;EIF1B	sp|P41567|EIF1_HUMAN Eukaryotic translation initiation factor 1 OS=Homo sapiens OX=9606 GN=EIF1 PE=1 SV=1;sp|O60739|EIF1B_HUMAN Eukaryotic translation initiation factor 1b OS=Homo sapiens OX=9606 GN=EIF1B PE=1 SV=2	2	4	4	4	59.3	59.3	59.3	12.732	113	113;113	0.0	26.929	5365500	4	532	1504;1836;3881;4924	True;True;True;True	1530;1868;3962;5024	1618;1970;4186;5308	1724;2099;4497;5707	1724;2099;4497;5707		
P42166	P42166	7	7	7	Lamina-associated polypeptide 2, isoform alpha;Thymopoietin;Thymopentin	TMPO	sp|P42166|LAP2A_HUMAN Lamina-associated polypeptide 2, isoform alpha OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=2	1	7	7	7	17.3	17.3	17.3	75.491	694	694	0.0	49.113	7698300	7	533	974;2132;2464;4080;4176;4452;5738	True;True;True;True;True;True;True	993;2167;2503;4166;4264;4543;5849	1059;2288;2651;4400;4503;4791;6166	1126;2450;2853;4723;4830;5132;6635	1126;2450;2853;4723;4830;5132;6635		
P42224	P42224	4	4	4	Signal transducer and activator of transcription 1-alpha/beta	STAT1	sp|P42224|STAT1_HUMAN Signal transducer and activator of transcription 1-alpha/beta OS=Homo sapiens OX=9606 GN=STAT1 PE=1 SV=2	1	4	4	4	7.3	7.3	7.3	87.334	750	750	0.0	24.209	2236100	4	534	1310;1608;3299;4805	True;True;True;True	1334;1637;3354;4899	1420;1731;3553;5171	1515;1845;3834;5545	1515;1845;3834;5545		
P42285	P42285	2	2	2	Superkiller viralicidic activity 2-like 2	SKIV2L2	sp|P42285|MTREX_HUMAN Exosome RNA helicase MTR4 OS=Homo sapiens OX=9606 GN=MTREX PE=1 SV=3	1	2	2	2	2.4	2.4	2.4	117.8	1042	1042	0.0	14.517	1917100	2	535	1494;2820	True;True	1520;2868	1608;3038	1714;3275	1714;3275		
P42677;Q71UM5	P42677;Q71UM5	3;2	3;2	3;2	40S ribosomal protein S27;40S ribosomal protein S27-like	RPS27;RPS27L	sp|P42677|RS27_HUMAN 40S ribosomal protein S27 OS=Homo sapiens OX=9606 GN=RPS27 PE=1 SV=3;sp|Q71UM5|RS27L_HUMAN 40S ribosomal protein S27-like OS=Homo sapiens OX=9606 GN=RPS27L PE=1 SV=3	2	3	3	3	38.1	38.1	38.1	9.461	84	84;84	0.0	18.853	6424200	5	536	823;3558;3663	True;True;True	838;3618;3723	892;893;3826;3934	945;946;4121;4122;4235	946;4121;4235		
P42704	P42704	25	25	25	Leucine-rich PPR motif-containing protein, mitochondrial	LRPPRC	sp|P42704|LPPRC_HUMAN Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens OX=9606 GN=LRPPRC PE=1 SV=3	1	25	25	25	23.5	23.5	23.5	157.9	1394	1394	0.0	169.76	30534000	26	537	833;1115;1724;1859;1945;2100;2581;2724;3022;3047;3200;3257;3461;3496;3789;4139;4428;4490;4604;4709;5041;5049;5273;5275;5678	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	848;1134;1755;1891;1979;2134;2621;2771;3076;3101;3255;3312;3520;3555;3869;4227;4519;4582;4697;4802;5141;5150;5377;5379;5789	903;1209;1852;1995;2091;2255;2778;2940;3267;3294;3450;3511;3726;3761;4086;4465;4767;4831;4953;5064;5431;5440;5678;5680;5681;6105	956;1283;1973;2127;2236;2413;2992;3169;3537;3565;3725;3791;4015;4052;4393;4790;5108;5173;5307;5423;5839;5852;6112;6114;6115;6571	956;1283;1973;2127;2236;2413;2992;3169;3537;3565;3725;3791;4015;4052;4393;4790;5108;5173;5307;5423;5839;5852;6112;6114;6571		
P42766	P42766	2	2	2	60S ribosomal protein L35	RPL35	sp|P42766|RL35_HUMAN 60S ribosomal protein L35 OS=Homo sapiens OX=9606 GN=RPL35 PE=1 SV=2	1	2	2	2	18.7	18.7	18.7	14.551	123	123	0.0	12.459	3529000	2	538	4234;5399	True;True	4322;5504	4564;5807	4894;6250	4894;6250		
P43243	P43243	9	9	9	Matrin-3	MATR3	sp|P43243|MATR3_HUMAN Matrin-3 OS=Homo sapiens OX=9606 GN=MATR3 PE=1 SV=2	1	9	9	9	16.3	16.3	16.3	94.622	847	847	0.0	57.314	20788000	9	539	1834;2110;2137;2562;3016;4480;4799;5286;5847	True;True;True;True;True;True;True;True;True	1866;2144;2172;2602;3069;4571;4893;5390;5962	1968;2265;2293;2756;3259;4819;5165;5693;6283	2097;2423;2455;2967;3528;5160;5538;6131;6761	2097;2423;2455;2967;3528;5160;5538;6131;6761		
P43246	P43246	1	1	1	DNA mismatch repair protein Msh2	MSH2	sp|P43246|MSH2_HUMAN DNA mismatch repair protein Msh2 OS=Homo sapiens OX=9606 GN=MSH2 PE=1 SV=1	1	1	1	1	1.2	1.2	1.2	104.74	934	934	0.0	7.136	468500	1	540	909	True	926	988	1052	1052		
P43304	P43304	1	1	1	Glycerol-3-phosphate dehydrogenase, mitochondrial	GPD2	sp|P43304|GPDM_HUMAN Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=GPD2 PE=1 SV=3	1	1	1	1	1.4	1.4	1.4	80.852	727	727	0.0	6.7397	428440	1	541	1936	True	1970	2081	2223	2223		
P43487	P43487	4	4	4	Ran-specific GTPase-activating protein	RANBP1	sp|P43487|RANG_HUMAN Ran-specific GTPase-activating protein OS=Homo sapiens OX=9606 GN=RANBP1 PE=1 SV=1	1	4	4	4	26.9	26.9	26.9	23.31	201	201	0.0	28.007	12261000	5	542	562;1522;1649;4891	True;True;True;True	570;1548;1678;4988	605;1637;1772;5268	641;1745;1888;5661;5662	641;1745;1888;5661		
P43490	P43490	21	21	21	Nicotinamide phosphoribosyltransferase	NAMPT	sp|P43490|NAMPT_HUMAN Nicotinamide phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=NAMPT PE=1 SV=1	1	21	21	21	52.1	52.1	52.1	55.52	491	491	0.0	162.24	52929000	24	543	538;827;881;1182;1846;2194;2245;3329;3795;3813;4689;4744;4745;4945;5300;5314;5340;5602;5693;5707;5791	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	546;842;898;1201;1878;2229;2280;3385;3876;3894;4782;4837;4838;5045;5405;5419;5445;5713;5804;5818;5902	580;897;959;1276;1980;1981;2352;2407;3585;4094;4095;4114;5044;5102;5103;5331;5708;5722;5748;6025;6120;6121;6135;6222	614;615;950;1020;1353;2110;2111;2515;2570;3866;4403;4404;4423;5402;5463;5464;5734;6148;6164;6190;6489;6586;6587;6602;6693	615;950;1020;1353;2111;2515;2570;3866;4404;4423;5402;5463;5464;5734;6148;6164;6190;6489;6586;6602;6693		
P43686	P43686	4	4	4	26S protease regulatory subunit 6B	PSMC4	sp|P43686|PRS6B_HUMAN 26S proteasome regulatory subunit 6B OS=Homo sapiens OX=9606 GN=PSMC4 PE=1 SV=2	1	4	4	4	13.9	13.9	13.9	47.366	418	418	0.0	24.659	1972700	4	544	92;1064;1298;1339	True;True;True;True	93;1083;1321;1364	101;1154;1407;1450	107;1227;1502;1547	107;1227;1502;1547		
P45880	P45880	8	8	8	Voltage-dependent anion-selective channel protein 2	VDAC2	sp|P45880|VDAC2_HUMAN Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=2	1	8	8	8	37.8	37.8	37.8	31.566	294	294	0.0	55.162	27386000	8	545	1919;3566;3582;3953;4405;5423;5609;5643	True;True;True;True;True;True;True;True	1953;3626;3642;4036;4495;5532;5720;5754	2063;3834;3851;4263;4742;5836;6032;6067	2201;4130;4147;4579;5083;6282;6496;6533	2201;4130;4147;4579;5083;6282;6496;6533		
P45974;Q92995	P45974;Q92995	2;1	2;1	2;1	Ubiquitin carboxyl-terminal hydrolase 5;Ubiquitin carboxyl-terminal hydrolase 13	USP5;USP13	sp|P45974|UBP5_HUMAN Ubiquitin carboxyl-terminal hydrolase 5 OS=Homo sapiens OX=9606 GN=USP5 PE=1 SV=2;sp|Q92995|UBP13_HUMAN Ubiquitin carboxyl-terminal hydrolase 13 OS=Homo sapiens OX=9606 GN=USP13 PE=1 SV=2	2	2	2	2	2.6	2.6	2.6	95.785	858	858;863	0.0	13.81	1422600	2	546	1736;2819	True;True	1767;2867	1865;3037	1987;3274	1987;3274		
P46013	P46013	1	1	1	Antigen KI-67	MKI67	sp|P46013|KI67_HUMAN Proliferation marker protein Ki-67 OS=Homo sapiens OX=9606 GN=MKI67 PE=1 SV=2	1	1	1	1	0.7	0.7	0.7	358.69	3256	3256	0.0056406	5.8072	525140	1	547	3040	True	3094	3286	3557	3557		
P46060	P46060	1	1	1	Ran GTPase-activating protein 1	RANGAP1	sp|P46060|RAGP1_HUMAN Ran GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=RANGAP1 PE=1 SV=1	1	1	1	1	1.7	1.7	1.7	63.541	587	587	0.0016863	6.004	417580	1	548	1817	True	1849	1950	2079	2079		
P46109	P46109	3	3	3	Crk-like protein	CRKL	sp|P46109|CRKL_HUMAN Crk-like protein OS=Homo sapiens OX=9606 GN=CRKL PE=1 SV=1	1	3	3	3	14.5	14.5	14.5	33.777	303	303	0.0	18.42	2058700	3	549	2553;2573;5487	True;True;True	2593;2613;5596	2747;2769;5903	2957;2982;6355	2957;2982;6355		
P46459	P46459	1	1	1	Vesicle-fusing ATPase	NSF	sp|P46459|NSF_HUMAN Vesicle-fusing ATPase OS=Homo sapiens OX=9606 GN=NSF PE=1 SV=3	1	1	1	1	1.2	1.2	1.2	82.593	744	744	0.004085	5.8594	537910	1	550	3309	True	3365	3564	3845	3845		
P46776	P46776	3	3	3	60S ribosomal protein L27a	RPL27A	sp|P46776|RL27A_HUMAN 60S ribosomal protein L27a OS=Homo sapiens OX=9606 GN=RPL27A PE=1 SV=2	1	3	3	3	22.3	22.3	22.3	16.561	148	148	0.0	20.095	8230600	3	551	3694;3985;4837	True;True;True	3754;4068;4933	3966;4296;5207	4267;4612;5587	4267;4612;5587		
P46777	P46777	4	4	4	60S ribosomal protein L5	RPL5	sp|P46777|RL5_HUMAN 60S ribosomal protein L5 OS=Homo sapiens OX=9606 GN=RPL5 PE=1 SV=3	1	4	4	4	18.5	18.5	18.5	34.362	297	297	0.0	23.388	3150300	4	552	1818;2342;2508;5796	True;True;True;True	1850;2377;2547;5907	1951;2514;2698;6227	2080;2693;2903;6698	2080;2693;2903;6698		
P46778	P46778	1	1	1	60S ribosomal protein L21	RPL21	sp|P46778|RL21_HUMAN 60S ribosomal protein L21 OS=Homo sapiens OX=9606 GN=RPL21 PE=1 SV=2	1	1	1	1	9.4	9.4	9.4	18.565	160	160	0.0	8.1541	2786800	1	553	5595	True	5706	6018	6482	6482		
P46779	P46779	2	2	2	60S ribosomal protein L28	RPL28	sp|P46779|RL28_HUMAN 60S ribosomal protein L28 OS=Homo sapiens OX=9606 GN=RPL28 PE=1 SV=3	1	2	2	2	15.3	15.3	15.3	15.747	137	137	0.0	14.652	6525500	3	554	4302;4384	True;True	4390;4473;4474	4633;4719;4720	4966;5058;5059	4966;5058	68	8
P46781	P46781	3	3	3	40S ribosomal protein S9	RPS9	sp|P46781|RS9_HUMAN 40S ribosomal protein S9 OS=Homo sapiens OX=9606 GN=RPS9 PE=1 SV=3	1	3	3	3	13.9	13.9	13.9	22.591	194	194	0.0	19.13	7738500	3	555	1303;3056;4325	True;True;True	1326;3110;4413	1412;3303;4657	1507;3574;4991	1507;3574;4991		
P46782	P46782	5	5	5	40S ribosomal protein S5;40S ribosomal protein S5, N-terminally processed	RPS5	sp|P46782|RS5_HUMAN 40S ribosomal protein S5 OS=Homo sapiens OX=9606 GN=RPS5 PE=1 SV=4	1	5	5	5	35.8	35.8	35.8	22.876	204	204	0.0	66.035	22016000	7	556	404;4811;4855;5427;5656	True;True;True;True;True	408;4906;4951;5536;5767	436;5178;5229;5230;5841;6081;6082	462;5552;5616;5617;6288;6547;6548	462;5552;5616;6288;6547		
P46783;Q9NQ39	P46783	4;1	4;1	4;1	40S ribosomal protein S10	RPS10	sp|P46783|RS10_HUMAN 40S ribosomal protein S10 OS=Homo sapiens OX=9606 GN=RPS10 PE=1 SV=1	2	4	4	4	32.1	32.1	32.1	18.898	165	165;176	0.0	28.85	17562000	6	557	99;996;2330;2433	True;True;True;True	100;1015;2365;2471	108;1082;2500;2617	114;1150;1151;2675;2817;2818	114;1151;2675;2817		
P46940	P46940	33	33	33	Ras GTPase-activating-like protein IQGAP1	IQGAP1	sp|P46940|IQGA1_HUMAN Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens OX=9606 GN=IQGAP1 PE=1 SV=1	1	33	33	33	28.1	28.1	28.1	189.25	1657	1657	0.0	222.4	33400000	34	558	317;477;739;1097;1139;1237;1374;1385;1590;1656;1694;1756;2085;2235;2391;2550;2618;2793;2959;3069;3094;3239;3451;3488;3561;3739;3781;4031;4269;4289;4608;4810;4912	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	320;482;751;1116;1158;1258;1399;1410;1619;1685;1724;1787;2119;2270;2428;2590;2660;2841;3007;3123;3148;3294;3510;3547;3621;3808;3860;4116;4357;4377;4701;4905;5011	344;513;798;1189;1233;1341;1485;1496;1712;1780;1819;1885;2240;2395;2573;2743;2824;2825;3011;3193;3317;3342;3492;3716;3753;3829;4021;4074;4349;4600;4620;4958;5177;5294	362;543;848;1263;1307;1430;1582;1594;1824;1897;1938;2008;2398;2558;2772;2952;3041;3042;3247;3454;3588;3613;3771;4005;4044;4125;4324;4380;4671;4933;4953;5313;5551;5691	362;543;848;1263;1307;1430;1582;1594;1824;1897;1938;2008;2398;2558;2772;2952;3041;3247;3454;3588;3613;3771;4005;4044;4125;4324;4380;4671;4933;4953;5313;5551;5691		
P46977	P46977	3	3	3	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A	STT3A	sp|P46977|STT3A_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A OS=Homo sapiens OX=9606 GN=STT3A PE=1 SV=2	1	3	3	3	4.3	4.3	4.3	80.529	705	705	0.0	18.516	1611000	3	559	1071;1578;1610	True;True;True	1090;1607;1639	1161;1699;1733	1234;1811;1847	1234;1811;1847		
P47755	P47755	1	1	1	F-actin-capping protein subunit alpha-2	CAPZA2	sp|P47755|CAZA2_HUMAN F-actin-capping protein subunit alpha-2 OS=Homo sapiens OX=9606 GN=CAPZA2 PE=1 SV=3	1	1	1	1	6.3	6.3	6.3	32.949	286	286	0.00091575	6.5036	796880	1	560	1617	True	1646	1740	1854	1854		
