Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Intensity	MS/MS count	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P51991	P51991	4	4	4	Heterogeneous nuclear ribonucleoprotein A3	HNRNPA3	sp|P51991|ROA3_HUMAN Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens OX=9606 GN=HNRNPA3 PE=1 SV=2	1	4	4	4	13.2	13.2	13.2	39.594	378	378	0.0	27.133	8485200	5	599	1048;1828;2434;3029	True;True;True;True	1063;1861;2472;3082	1124;1952;1953;2606;3263	1188;2075;2076;2784;3499	1188;2076;2784;3499		
P52209	P52209	12	12	12	6-phosphogluconate dehydrogenase, decarboxylating	PGD	sp|P52209|6PGD_HUMAN 6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens OX=9606 GN=PGD PE=1 SV=3	1	12	12	12	35.6	35.6	35.6	53.139	483	483	0.0	81.391	19543000	14	600	615;950;1934;3533;3665;3845;3978;4266;4341;4739;4998;5127	True;True;True;True;True;True;True;True;True;True;True;True	620;964;1969;3590;3742;3929;4065;4356;4432;4835;5099;5231	647;1020;2068;3796;3797;3954;4152;4294;4598;4675;5110;5386;5521	686;1076;2199;4065;4066;4232;4233;4441;4590;4907;4984;5472;5771;5915	686;1076;2199;4065;4233;4441;4590;4907;4984;5472;5771;5915		
P52272	P52272	6	6	6	Heterogeneous nuclear ribonucleoprotein M	HNRNPM	sp|P52272|HNRPM_HUMAN Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3	1	6	6	6	8.9	8.9	8.9	77.515	730	730	0.0	38.861	8190200	7	601	56;740;1514;1753;2593;5121	True;True;True;True;True;True	56;748;1541;1785;2638;5225	62;785;1619;1873;1874;2783;5515	63;830;1718;1990;1991;2980;5909	63;830;1718;1990;2980;5909		
P52292	P52292	4	4	4	Importin subunit alpha-1	KPNA2	sp|P52292|IMA1_HUMAN Importin subunit alpha-1 OS=Homo sapiens OX=9606 GN=KPNA2 PE=1 SV=1	1	4	4	4	13.8	13.8	13.8	57.861	529	529	0.0	30.318	4147800	4	602	3171;3178;3781;3815	True;True;True;True	3225;3232;3863;3897	3415;3422;4083;4119	3660;3667;4369;4408	3660;3667;4369;4408		
P52565	P52565	1	1	1	Rho GDP-dissociation inhibitor 1	ARHGDIA	sp|P52565|GDIR1_HUMAN Rho GDP-dissociation inhibitor 1 OS=Homo sapiens OX=9606 GN=ARHGDIA PE=1 SV=3	1	1	1	1	7.8	7.8	7.8	23.207	204	204	0.0	7.3074	1256100	1	603	4382	True	4474	4720	5031	5031		
P52594	P52594	1	1	1	Arf-GAP domain and FG repeat-containing protein 1	AGFG1	sp|P52594|AGFG1_HUMAN Arf-GAP domain and FG repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=AGFG1 PE=1 SV=2	1	1	1	1	1.8	1.8	1.8	58.259	562	562	0.00094787	6.4961	1298600	1	604	4100	True	4188	4425	4728	4728		
P52597	P52597	8	8	6	Heterogeneous nuclear ribonucleoprotein F;Heterogeneous nuclear ribonucleoprotein F, N-terminally processed	HNRNPF	sp|P52597|HNRPF_HUMAN Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=HNRNPF PE=1 SV=3	1	8	8	6	32.3	32.3	25.8	45.671	415	415	0.0	54.443	16267000	8	605	454;804;2696;3659;4158;4622;5132;5372	True;True;True;True;True;True;True;True	459;813;2742;3735;4246;4714;5236;5481	479;480;855;2891;3945;4485;4975;5526;5782	507;508;901;3093;4221;4789;5307;5920;6196	507;901;3093;4221;4789;5307;5920;6196		
P52788	P52788	3	3	3	Spermine synthase	SMS	sp|P52788|SPSY_HUMAN Spermine synthase OS=Homo sapiens OX=9606 GN=SMS PE=1 SV=2	1	3	3	3	13.1	13.1	13.1	41.268	366	366	0.0	19.126	2212500	3	606	916;2764;2765	True;True;True	929;2811;2812	985;2967;2968	1040;3191;3192	1040;3191;3192		
P52815	P52815	2	2	2	39S ribosomal protein L12, mitochondrial	MRPL12	sp|P52815|RM12_HUMAN 39S ribosomal protein L12, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL12 PE=1 SV=2	1	2	2	2	11.1	11.1	11.1	21.348	198	198	0.0	12.854	2270000	2	607	3497;3939	True;True	3554;4026	3758;4254	4022;4549	4022;4549		
P52907	P52907	3	3	3	F-actin-capping protein subunit alpha-1	CAPZA1	sp|P52907|CAZA1_HUMAN F-actin-capping protein subunit alpha-1 OS=Homo sapiens OX=9606 GN=CAPZA1 PE=1 SV=3	1	3	3	3	18.9	18.9	18.9	32.922	286	286	0.0	20.794	3821300	3	608	927;1558;2427	True;True;True	941;1585;2465	997;1665;2599	1053;1765;2776	1053;1765;2776		
P53004	P53004	3	3	3	Biliverdin reductase A	BLVRA	sp|P53004|BIEA_HUMAN Biliverdin reductase A OS=Homo sapiens OX=9606 GN=BLVRA PE=1 SV=2	1	3	3	3	13.9	13.9	13.9	33.428	296	296	0.0	20.56	1982200	3	609	1537;2101;3849	True;True;True	1564;2137;3933	1643;2247;4156	1742;2388;4445	1742;2388;4445		
P53396	P53396	18	18	18	ATP-citrate synthase	ACLY	sp|P53396|ACLY_HUMAN ATP-citrate synthase OS=Homo sapiens OX=9606 GN=ACLY PE=1 SV=3	1	18	18	18	19.9	19.9	19.9	120.84	1101	1101	0.0	118.42	18723000	20	610	993;1020;1131;1166;1549;1891;2173;2296;2802;3216;3454;3590;3630;4076;4731;4869;5384;5680	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1007;1034;1148;1184;1576;1926;2209;2333;2850;3271;3511;3647;3699;4164;4826;4969;5494;5798	1067;1094;1210;1211;1251;1656;2021;2322;2459;3012;3013;3464;3712;3855;3909;4401;5100;5249;5795;6109	1130;1157;1279;1280;1325;1756;2148;2464;2621;3239;3240;3713;3974;4125;4184;4704;5460;5622;6210;6541	1130;1157;1279;1325;1756;2148;2464;2621;3239;3713;3974;4125;4184;4704;5460;5622;6210;6541		
P53618	P53618	3	3	3	Coatomer subunit beta	COPB1	sp|P53618|COPB_HUMAN Coatomer subunit beta OS=Homo sapiens OX=9606 GN=COPB1 PE=1 SV=3	1	3	3	3	5.2	5.2	5.2	107.14	953	953	0.0	20.065	2118400	3	611	990;3731;5246	True;True;True	1004;3812;5352	1064;4030;5647	1127;4313;6052	1127;4313;6052		
P53621	P53621	8	8	8	Coatomer subunit alpha;Xenin;Proxenin	COPA	sp|P53621|COPA_HUMAN Coatomer subunit alpha OS=Homo sapiens OX=9606 GN=COPA PE=1 SV=2	1	8	8	8	8.4	8.4	8.4	138.34	1224	1224	0.0	54.418	5753700	8	612	1947;3160;3177;4375;4531;4765;5261;5545	True;True;True;True;True;True;True;True	1982;3214;3231;4467;4623;4861;5367;5658	2083;3404;3421;4712;4879;5136;5662;5965	2216;3649;3666;5023;5206;5502;6067;6392	2216;3649;3666;5023;5206;5502;6067;6392		
P53992	P53992	1	1	1	Protein transport protein Sec24C	SEC24C	sp|P53992|SC24C_HUMAN Protein transport protein Sec24C OS=Homo sapiens OX=9606 GN=SEC24C PE=1 SV=3	1	1	1	1	1.5	1.5	1.5	118.32	1094	1094	0.00092336	6.3898	546430	1	613	3034	True	3087	3268	3505	3505		
P53999	P53999	2	2	2	Activated RNA polymerase II transcriptional coactivator p15	SUB1	sp|P53999|TCP4_HUMAN Activated RNA polymerase II transcriptional coactivator p15 OS=Homo sapiens OX=9606 GN=SUB1 PE=1 SV=3	1	2	2	2	18.9	18.9	18.9	14.395	127	127	0.0	14.348	8137500	2	614	1324;1943	True;True	1346;1978	1418;2079	1505;2212	1505;2212		
P54105	P54105	1	1	1	Methylosome subunit pICln	CLNS1A	sp|P54105|ICLN_HUMAN Methylosome subunit pICln OS=Homo sapiens OX=9606 GN=CLNS1A PE=1 SV=1	1	1	1	1	5.5	5.5	5.5	26.215	237	237	0.0	8.296	1136500	1	615	1989	True	2024	2129	2265	2265		
P54136	P54136	10	10	10	Arginine--tRNA ligase, cytoplasmic	RARS	sp|P54136|SYRC_HUMAN Arginine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=RARS1 PE=1 SV=2	1	10	10	10	18.0	18.0	18.0	75.378	660	660	0.0	68.58	8594700	10	616	1836;2725;2753;3019;3219;3251;4557;5059;5100;5172	True;True;True;True;True;True;True;True;True;True	1869;2772;2800;3072;3274;3307;4649;5161;5203;5278	1962;2921;2955;3253;3467;3500;4907;5450;5493;5572	2085;3124;3179;3489;3716;3749;5235;5839;5885;5974	2085;3124;3179;3489;3716;3749;5235;5839;5885;5974		
P54577	P54577	13	13	13	Tyrosine--tRNA ligase, cytoplasmic;Tyrosine--tRNA ligase, cytoplasmic, N-terminally processed	YARS	sp|P54577|SYYC_HUMAN Tyrosine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=YARS1 PE=1 SV=4	1	13	13	13	26.7	26.7	26.7	59.143	528	528	0.0	77.518	9655300	12	617	382;670;1443;2329;2407;2887;3566;3811;3874;4189;4923;4943;5357	True;True;True;True;True;True;True;True;True;True;True;True;True	386;677;1466;2367;2445;2938;3623;3893;3959;4277;5024;5044;5466	405;707;1540;2498;2578;3113;3830;4115;4183;4517;5308;5328;5767	427;751;1633;2669;2755;3344;4100;4404;4474;4822;5688;5710;6181	427;751;1633;2669;2755;3344;4100;4404;4474;4822;5688;5710;6181		
P54578	P54578	2	2	2	Ubiquitin carboxyl-terminal hydrolase 14	USP14	sp|P54578|UBP14_HUMAN Ubiquitin carboxyl-terminal hydrolase 14 OS=Homo sapiens OX=9606 GN=USP14 PE=1 SV=3	1	2	2	2	8.5	8.5	8.5	56.068	494	494	0.0	15.569	2145500	2	618	400;5567	True;True	404;5680	423;5988	445;6415	445;6415		
P54687	P54687	1	1	1	Branched-chain-amino-acid aminotransferase, cytosolic	BCAT1	sp|P54687|BCAT1_HUMAN Branched-chain-amino-acid aminotransferase, cytosolic OS=Homo sapiens OX=9606 GN=BCAT1 PE=1 SV=3	1	1	1	1	3.4	3.4	3.4	42.966	386	386	0.00087032	6.0446	614360	1	619	4006	True	4094	4325	4624	4624		
P54709	P54709	2	2	2	Sodium/potassium-transporting ATPase subunit beta-3	ATP1B3	sp|P54709|AT1B3_HUMAN Sodium/potassium-transporting ATPase subunit beta-3 OS=Homo sapiens OX=9606 GN=ATP1B3 PE=1 SV=1	1	2	2	2	9.0	9.0	9.0	31.512	279	279	0.0	14.519	1607700	2	620	3033;4014	True;True	3086;4102	3267;4334	3504;4633	3504;4633		
P54727;P54725	P54727	5;1	5;1	5;1	UV excision repair protein RAD23 homolog B	RAD23B	sp|P54727|RD23B_HUMAN UV excision repair protein RAD23 homolog B OS=Homo sapiens OX=9606 GN=RAD23B PE=1 SV=1	2	5	5	5	14.4	14.4	14.4	43.171	409	409;363	0.0	34.218	5558000	5	621	496;617;1335;2395;4085	True;True;True;True;True	501;622;1357;2433;4173	523;649;1429;2566;4410	552;688;1517;2741;4713	552;688;1517;2741;4713		
P54819	P54819	5	5	5	Adenylate kinase 2, mitochondrial;Adenylate kinase 2, mitochondrial, N-terminally processed	AK2	sp|P54819|KAD2_HUMAN Adenylate kinase 2, mitochondrial OS=Homo sapiens OX=9606 GN=AK2 PE=1 SV=2	1	5	5	5	27.6	27.6	27.6	26.477	239	239	0.0	29.193	4120100	5	622	515;1187;3334;3547;3793	True;True;True;True;True	520;1206;3390;3604;3875	543;1277;3588;3811;4095	574;1356;3839;4081;4382	574;1356;3839;4081;4382		
P55010	P55010	2	2	2	Eukaryotic translation initiation factor 5	EIF5	sp|P55010|IF5_HUMAN Eukaryotic translation initiation factor 5 OS=Homo sapiens OX=9606 GN=EIF5 PE=1 SV=2	1	2	2	2	7.9	7.9	7.9	49.222	431	431	0.0	14.316	3786900	2	623	339;1689	True;True	342;1719	360;1803	378;1914	378;1914		
P55060	P55060	15	15	15	Exportin-2	CSE1L	sp|P55060|XPO2_HUMAN Exportin-2 OS=Homo sapiens OX=9606 GN=CSE1L PE=1 SV=3	1	15	15	15	19.9	19.9	19.9	110.42	971	971	0.0	97.017	14413000	15	624	9;343;463;765;1625;2104;2504;2619;3213;3221;3794;4264;4463;4508;5548	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	9;346;468;774;1654;2140;2543;2664;3268;3276;3876;4354;4555;4600;5661	10;364;489;815;1735;2250;2684;2809;3461;3469;4096;4596;4805;4854;5968	11;382;517;861;1839;2391;2871;3007;3708;3718;4383;4905;5122;5177;6395	11;382;517;861;1839;2391;2871;3007;3708;3718;4383;4905;5122;5177;6395		
P55072	P55072	23	23	23	Transitional endoplasmic reticulum ATPase	VCP	sp|P55072|TERA_HUMAN Transitional endoplasmic reticulum ATPase OS=Homo sapiens OX=9606 GN=VCP PE=1 SV=4	1	23	23	23	35.5	35.5	35.5	89.321	806	806	0.0	182.74	96802000	30	625	186;703;900;1032;1263;1291;1345;1384;1385;1394;2157;2741;2943;2986;3116;3609;3686;3908;3909;4019;5402;5403;5466	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	187;711;913;1046;1284;1312;1313;1367;1406;1407;1417;2193;2788;2995;3038;3170;3670;3671;3767;3994;3995;4107;5512;5513;5578	195;744;967;1106;1356;1384;1385;1439;1478;1479;1489;2305;2937;3174;3218;3359;3360;3879;3880;3982;3983;4220;4221;4222;4339;4340;5814;5815;5882	202;788;1022;1169;1441;1470;1471;1527;1568;1569;1581;2447;3140;3409;3453;3601;3602;4150;4151;4264;4265;4513;4514;4515;4516;4638;4639;6230;6231;6305	202;788;1022;1169;1441;1470;1527;1568;1569;1581;2447;3140;3409;3453;3601;4151;4264;4513;4516;4638;6230;6231;6305		
P55084	P55084	4	4	4	Trifunctional enzyme subunit beta, mitochondrial;3-ketoacyl-CoA thiolase	HADHB	sp|P55084|ECHB_HUMAN Trifunctional enzyme subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=HADHB PE=1 SV=3	1	4	4	4	9.5	9.5	9.5	51.294	474	474	0.0	26.109	3169300	4	626	389;854;2998;3936	True;True;True;True	393;865;3051;4023	412;913;3231;4251	434;967;3466;4546	434;967;3466;4546		
P55145	P55145	2	2	2	Mesencephalic astrocyte-derived neurotrophic factor	MANF	sp|P55145|MANF_HUMAN Mesencephalic astrocyte-derived neurotrophic factor OS=Homo sapiens OX=9606 GN=MANF PE=1 SV=3	1	2	2	2	11.0	11.0	11.0	20.7	182	182	0.0	13.158	1033000	2	627	2538;4079	True;True	2579;4167	2724;4404	2916;4707	2916;4707		
P55209	P55209	6	6	5	Nucleosome assembly protein 1-like 1	NAP1L1	sp|P55209|NP1L1_HUMAN Nucleosome assembly protein 1-like 1 OS=Homo sapiens OX=9606 GN=NAP1L1 PE=1 SV=1	1	6	6	5	18.2	18.2	15.6	45.374	391	391	0.0	37.985	23242000	7	628	1504;1505;1710;2929;4231;5544	True;True;True;True;True;True	1530;1531;1741;2981;4320;5657	1607;1608;1827;1828;3158;4561;5964	1706;1707;1942;1943;3392;4868;6391	1706;1707;1943;3392;4868;6391		
P55263	P55263	5	5	5	Adenosine kinase	ADK	sp|P55263|ADK_HUMAN Adenosine kinase OS=Homo sapiens OX=9606 GN=ADK PE=1 SV=2	1	5	5	5	15.2	15.2	15.2	40.545	362	362	0.0	31.41	4687400	5	629	38;1224;2727;4431;5717	True;True;True;True;True	38;1244;2774;4523;5835	39;1315;2923;4771;6146	40;1397;3126;5086;6579	40;1397;3126;5086;6579		
P55265	P55265	5	5	5	Double-stranded RNA-specific adenosine deaminase	ADAR	sp|P55265|DSRAD_HUMAN Double-stranded RNA-specific adenosine deaminase OS=Homo sapiens OX=9606 GN=ADAR PE=1 SV=4	1	5	5	5	4.2	4.2	4.2	136.06	1226	1226	0.0	31.733	1912900	4	630	340;728;1628;3760;4603	True;True;True;True;True	343;736;1657;3842;4695	361;773;1739;4061;4954	379;818;1843;4346;5284	379;818;1843;4346;5284		
P55327	P55327	3	3	3	Tumor protein D52	TPD52	sp|P55327|TPD52_HUMAN Tumor protein D52 OS=Homo sapiens OX=9606 GN=TPD52 PE=1 SV=2	1	3	3	3	18.3	18.3	18.3	24.327	224	224	0.0	24.201	1987400	3	631	421;2191;5045	True;True;True	425;2227;5146	445;2342;5433	470;2484;5821	470;2484;5821		
P55769	P55769	3	3	3	NHP2-like protein 1;NHP2-like protein 1, N-terminally processed	NHP2L1	sp|P55769|NH2L1_HUMAN NHP2-like protein 1 OS=Homo sapiens OX=9606 GN=SNU13 PE=1 SV=3	1	3	3	3	24.2	24.2	24.2	14.173	128	128	0.0	18.71	1531300	3	632	555;3928;4151	True;True;True	560;4015;4239	585;4243;4478	620;4538;4782	620;4538;4782		
P55786;A6NEC2	P55786;A6NEC2	14;7	14;7	14;7	Puromycin-sensitive aminopeptidase;Puromycin-sensitive aminopeptidase-like protein	NPEPPS;NPEPPSL1	sp|P55786|PSA_HUMAN Puromycin-sensitive aminopeptidase OS=Homo sapiens OX=9606 GN=NPEPPS PE=1 SV=2;sp|A6NEC2|PSAL_HUMAN Puromycin-sensitive aminopeptidase-like protein OS=Homo sapiens OX=9606 GN=NPEPPSL1 PE=2 SV=3	2	14	14	14	22.6	22.6	22.6	103.28	919	919;478	0.0	88.393	12363000	13	633	134;391;458;614;951;1459;2831;3263;4499;4752;5208;5259;5381;5527	True;True;True;True;True;True;True;True;True;True;True;True;True;True	134;395;463;619;965;1482;2879;3319;4591;4848;5314;5365;5490;5640	142;414;484;646;1021;1558;3045;3513;4844;5123;5608;5660;5791;5946	145;436;512;685;1077;1652;3272;3762;5167;5487;6011;6065;6205;6372	145;436;512;685;1077;1652;3272;3762;5167;5487;6011;6065;6205;6372		
Q6EEV6;P61956;P55854	Q6EEV6;P61956;P55854	1;1;1	1;1;1	1;1;1	Small ubiquitin-related modifier 4;Small ubiquitin-related modifier 2;Small ubiquitin-related modifier 3	SUMO4;SUMO2;SUMO3	sp|Q6EEV6|SUMO4_HUMAN Small ubiquitin-related modifier 4 OS=Homo sapiens OX=9606 GN=SUMO4 PE=1 SV=3;sp|P61956|SUMO2_HUMAN Small ubiquitin-related modifier 2 OS=Homo sapiens OX=9606 GN=SUMO2 PE=1 SV=3;sp|P55854|SUMO3_HUMAN Small ubiquitin-related modifier 3	3	1	1	1	12.6	12.6	12.6	10.653	95	95;95;103	0.00092251	6.383	3359100	1	634	4959	True	5060	5344	5726	5726		
P55884	P55884	14	14	14	Eukaryotic translation initiation factor 3 subunit B	EIF3B	sp|P55884|EIF3B_HUMAN Eukaryotic translation initiation factor 3 subunit B OS=Homo sapiens OX=9606 GN=EIF3B PE=1 SV=3	1	14	14	14	22.1	22.1	22.1	92.48	814	814	0.0	94.263	22163000	14	635	860;864;1373;1473;1641;1913;2128;2136;2212;2705;4001;5025;5286;5748	True;True;True;True;True;True;True;True;True;True;True;True;True;True	871;875;1395;1496;1670;1948;2164;2172;2248;2752;4089;5126;5395;5866	919;923;1467;1572;1753;2045;2274;2283;2363;2901;4320;5413;5691;6182	973;977;1556;1666;1859;2175;2415;2424;2506;3103;4619;5799;6098;6620	973;977;1556;1666;1859;2175;2415;2424;2506;3103;4619;5799;6098;6620		
P55957	P55957	1	1	1	BH3-interacting domain death agonist;BH3-interacting domain death agonist p15;BH3-interacting domain death agonist p13;BH3-interacting domain death agonist p11	BID	sp|P55957|BID_HUMAN BH3-interacting domain death agonist OS=Homo sapiens OX=9606 GN=BID PE=1 SV=1	1	1	1	1	7.7	7.7	7.7	21.994	195	195	0.0025773	5.9764	585300	1	636	904	True	917	971	1026	1026		
P56134	P56134	1	1	1	ATP synthase subunit f, mitochondrial	ATP5J2	sp|P56134|ATPK_HUMAN ATP synthase subunit f, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5MF PE=1 SV=3	1	1	1	1	13.8	13.8	13.8	10.918	94	94	0.0	7.0145	680060	1	637	688	True	696	728	772	772		
P56192	P56192	7	7	7	Methionine--tRNA ligase, cytoplasmic	MARS	sp|P56192|SYMC_HUMAN Methionine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=MARS1 PE=1 SV=2	1	7	7	7	12.1	12.1	12.1	101.11	900	900	0.0	44.756	5191200	7	638	121;1877;1975;2709;3840;4277;5592	True;True;True;True;True;True;True	121;1912;2010;2756;3924;4367;5705	129;2007;2114;2905;4147;4609;6013	132;2134;2247;3107;4436;4918;6440	132;2134;2247;3107;4436;4918;6440		
P56537	P56537	4	4	4	Eukaryotic translation initiation factor 6	EIF6	sp|P56537|IF6_HUMAN Eukaryotic translation initiation factor 6 OS=Homo sapiens OX=9606 GN=EIF6 PE=1 SV=1	1	4	4	4	33.5	33.5	33.5	26.599	245	245	0.0	23.798	4646800	4	639	3381;3879;4179;4862	True;True;True;True	3437;3965;4267;4962	3635;4189;4507;5242	3889;4481;4812;5615	3889;4481;4812;5615		
P56545;Q13363	P56545	3;1	3;1	3;1	C-terminal-binding protein 2	CTBP2	sp|P56545|CTBP2_HUMAN C-terminal-binding protein 2 OS=Homo sapiens OX=9606 GN=CTBP2 PE=1 SV=1	2	3	3	3	10.6	10.6	10.6	48.944	445	445;440	0.0	18.365	2294500	3	640	1099;1821;3990	True;True;True	1116;1854;4077	1178;1944;4307	1244;2065;4603	1244;2065;4603		
P57088	P57088	3	3	3	Transmembrane protein 33	TMEM33	sp|P57088|TMM33_HUMAN Transmembrane protein 33 OS=Homo sapiens OX=9606 GN=TMEM33 PE=1 SV=2	1	3	3	3	12.6	12.6	12.6	27.978	247	247	0.0	19.0	1574500	3	641	283;2103;3382	True;True;True	285;2139;3438	295;2249;3636	308;2390;3890	308;2390;3890		
P58546	P58546	1	1	1	Myotrophin	MTPN	sp|P58546|MTPN_HUMAN Myotrophin OS=Homo sapiens OX=9606 GN=MTPN PE=1 SV=2	1	1	1	1	14.4	14.4	14.4	12.895	118	118	0.0	8.1354	1461700	1	642	2043	True	2079	2185	2325	2325		
P59998	P59998	3	3	3	Actin-related protein 2/3 complex subunit 4	ARPC4	sp|P59998|ARPC4_HUMAN Actin-related protein 2/3 complex subunit 4 OS=Homo sapiens OX=9606 GN=ARPC4 PE=1 SV=3	1	3	3	3	17.9	17.9	17.9	19.667	168	168	0.0	20.138	3233300	3	643	113;1253;5217	True;True;True	113;1273;5323	121;1345;5617	124;1429;6021	124;1429;6021		
P60174	P60174	12	12	12	Triosephosphate isomerase	TPI1	sp|P60174|TPIS_HUMAN Triosephosphate isomerase OS=Homo sapiens OX=9606 GN=TPI1 PE=1 SV=4	1	12	12	12	71.9	71.9	71.9	26.669	249	249	0.0	95.567	112280000	24	644	642;1204;1523;2323;2527;4161;4475;4961;5304;5383;5406;5421	True;True;True;True;True;True;True;True;True;True;True;True	647;1223;1550;2361;2568;4249;4567;5062;5413;5492;5493;5516;5532	676;677;1294;1628;2491;2492;2710;4488;4818;5346;5710;5711;5793;5794;5818;5835;5836	717;718;719;1374;1375;1727;2662;2663;2902;4792;5137;5138;5139;5728;6120;6121;6122;6208;6209;6234;6235;6256;6257;6258	719;1375;1727;2662;2902;4792;5138;5728;6121;6209;6235;6256	69	83
P60228	P60228	9	9	9	Eukaryotic translation initiation factor 3 subunit E	EIF3E	sp|P60228|EIF3E_HUMAN Eukaryotic translation initiation factor 3 subunit E OS=Homo sapiens OX=9606 GN=EIF3E PE=1 SV=1	1	9	9	9	19.8	19.8	19.8	52.22	445	445	0.0	56.461	7222300	10	645	2286;3026;3684;3822;4060;4123;5268;5488;5658	True;True;True;True;True;True;True;True;True	2323;3079;3765;3905;4148;4211;5374;5601;5771	2448;2449;3260;3980;4128;4384;4449;5669;5905;6081	2608;2609;3496;4262;4417;4685;4753;6074;6331;6510	2608;3496;4262;4417;4685;4753;6074;6331;6510		
P60510	P60510	3	2	2	Serine/threonine-protein phosphatase 4 catalytic subunit	PPP4C	sp|P60510|PP4C_HUMAN Serine/threonine-protein phosphatase 4 catalytic subunit OS=Homo sapiens OX=9606 GN=PPP4C PE=1 SV=1	1	3	2	2	12.4	7.8	7.8	35.08	307	307	0.0	15.136	1700500	2	646	675;1169;4095	True;True;False	682;1187;4183	712;1254;4420	756;1328;4723	756;1328;4723		
P60520	P60520	1	1	1	Gamma-aminobutyric acid receptor-associated protein-like 2	GABARAPL2	sp|P60520|GBRL2_HUMAN Gamma-aminobutyric acid receptor-associated protein-like 2 OS=Homo sapiens OX=9606 GN=GABARAPL2 PE=1 SV=1	1	1	1	1	6.8	6.8	6.8	13.667	117	117	0.0096386	5.6702	1498600	1	647	198	True	199	207	214	214		
P60660;P14649	P60660	7;2	7;2	7;2	Myosin light polypeptide 6	MYL6	sp|P60660|MYL6_HUMAN Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=2	2	7	7	7	55.0	55.0	55.0	16.93	151	151;208	0.0	45.837	23214000	9	648	275;851;983;2330;2583;3664;3780	True;True;True;True;True;True;True	277;862;997;2368;2624;2625;3741;3862	287;910;1057;2499;2769;2770;3953;4082	299;963;1120;2670;2671;2964;2965;4231;4368	299;963;1120;2671;2965;4231;4368	70	36
P60709;Q6S8J3;A5A3E0;P0CG38;Q562R1;P0CG39;Q9BYX7	P60709	21;8;7;6;4;4;3	21;8;7;6;4;4;3	1;0;0;0;0;0;0	Actin, cytoplasmic 1;Actin, cytoplasmic 1, N-terminally processed	ACTB	sp|P60709|ACTB_HUMAN Actin, cytoplasmic 1 OS=Homo sapiens OX=9606 GN=ACTB PE=1 SV=1	7	21	21	1	74.7	74.7	4.5	41.736	375	375;1075;1075;1075;376;1038;375	0.0	254.39	629680000	81	649	159;498;499;591;644;805;809;880;1175;2222;2303;2485;2750;2782;2915;4059;4232;4615;4874;4971;5682	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	160;503;504;596;649;650;814;815;819;820;893;1193;1194;2258;2340;2341;2524;2797;2830;2967;4147;4321;4707;4974;5072;5800	168;525;526;621;679;680;856;857;858;862;863;864;865;866;945;1261;1262;1263;2373;2466;2467;2468;2469;2663;2946;2947;2948;2949;2950;2951;2952;2986;3143;3144;4382;4383;4562;4967;4968;5254;5356;5357;6111	175;554;555;556;557;660;722;723;724;902;903;904;905;906;907;908;912;913;914;915;916;1000;1336;1337;1338;1339;1340;1341;1342;2517;2518;2629;2630;2631;2632;2849;2850;3149;3150;3151;3152;3153;3154;3155;3156;3157;3158;3159;3160;3161;3162;3163;3164;3165;3166;3167;3168;3169;3170;3171;3172;3173;3174;3175;3176;3212;3376;3377;3378;4682;4683;4684;4869;5298;5299;5300;5627;5738;5739;5740;5741;6544	175;556;557;660;723;903;913;1000;1338;2518;2632;2850;3151;3212;3378;4684;4869;5299;5627;5738;6544	71;72;73;74;75	16;44;47;305;325
