Protein IDs	Peptide counts (razor+unique)	Protein names	Gene names	Number of proteins	Razor + unique peptides	Unique sequence coverage [%]	Sequence lengths	Score	Intensity	MS/MS count	id	Best MS/MS
P30740	2	Leukocyte elastase inhibitor	SERPINB1	1	2	8.2	379	13.646	1620800	2	461	1730
P30837	2	Aldehyde dehydrogenase X, mitochondrial	ALDH1B1	1	2	4.6	517	14.201	1266500	2	462	5467
P30876	1	DNA-directed RNA polymerase II subunit RPB2	POLR2B	1	1	0.9	1174	6.934	452110	1	463	4737
P31040	2	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	SDHA	1	2	6.5	664	13.7	1569500	2	464	2517
P31153	6;2	S-adenosylmethionine synthase isoform type-2	MAT2A	2	6	26.6	395;395	38.527	6266100	6	465	1978
Q7LG56	1;1	Ribonucleoside-diphosphate reductase subunit M2 B;Ribonucleoside-diphosphate reductase subunit M2	RRM2B;RRM2	2	1	2.6	351;389	5.6635	464130	1	466	4895
P31689	3	DnaJ homolog subfamily A member 1	DNAJA1	1	3	14.4	397	22.043	8852000	3	467	3168
P31930	8	Cytochrome b-c1 complex subunit 1, mitochondrial	UQCRC1	1	8	29.8	480	48.331	6776900	8	468	104
P31939	11	Bifunctional purine biosynthesis protein PURH;Phosphoribosylaminoimidazolecarboxamide formyltransferase;IMP cyclohydrolase	ATIC	1	11	27.5	592	75.094	10571000	11	469	177
P31942	3	Heterogeneous nuclear ribonucleoprotein H3	HNRNPH3	1	3	11.0	346	20.063	2534400	3	470	538
P31943	7;4	Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H, N-terminally processed;Heterogeneous nuclear ribonucleoprotein H2	HNRNPH1;HNRNPH2	2	7	17.6	449;449	47.25	22141000	9	471	539
P31946	4	14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed	YWHAB	1	4	24.8	246	32.435	8491700	5	472	1038
P31947	4	14-3-3 protein sigma	SFN	1	4	24.2	248	28.765	23666000	4	473	1038
P31948	10	Stress-induced-phosphoprotein 1	STIP1	1	10	22.3	543	68.047	23216000	13	474	5
P31949	3	Protein S100-A11;Protein S100-A11, N-terminally processed	S100A11	1	3	25.7	105	26.643	33234000	7	475	671
P32119	4	Peroxiredoxin-2	PRDX2	1	4	22.2	198	24.379	4082200	4	476	536
P32314	1	Forkhead box protein N2	FOXN2	1	1	1.9	431	5.8616	944420	2	477	4664
P32322	1;1	Pyrroline-5-carboxylate reductase 1, mitochondrial;Pyrroline-5-carboxylate reductase 2	PYCR1;PYCR2	2	1	4.1	319;320	11.113	711650	1	478	5151
P32969	6	60S ribosomal protein L9	RPL9	1	6	43.2	192	41.667	19011000	6	479	801
P33176	4;1;1	Kinesin-1 heavy chain	KIF5B	3	4	4.3	963;957;1032	27.855	3076700	4	480	3586
P33316	5	Deoxyuridine 5-triphosphate nucleotidohydrolase, mitochondrial	DUT	1	5	26.2	252	42.356	9222200	5	481	2396
P33991	5	DNA replication licensing factor MCM4	MCM4	1	5	6.5	863	33.183	3547700	5	482	279
P33992	1	DNA replication licensing factor MCM5	MCM5	1	1	1.6	734	7.4131	605400	1	483	3092
P33993	8	DNA replication licensing factor MCM7	MCM7	1	8	14.6	719	56.164	8850900	8	484	1073
P34896	1	Serine hydroxymethyltransferase, cytosolic	SHMT1	1	1	3.3	483	7.089	913060	1	485	3214
P34897	9	Serine hydroxymethyltransferase, mitochondrial	SHMT2	1	9	26.6	504	65.598	16544000	11	486	30
P34932	13	Heat shock 70 kDa protein 4	HSPA4	1	13	18.8	840	94.01	14872000	13	487	172
P35080	2	Profilin-2	PFN2	1	2	20.7	140	13.141	1987900	2	488	1013
P35222	2;1	Catenin beta-1;Junction plakoglobin	CTNNB1;JUP	2	2	2.6	781;745	12.521	1034100	2	489	4129
P35232	10	Prohibitin	PHB	1	10	54.8	272	64.234	11718000	10	490	14
P35237	2	Serpin B6	SERPINB6	1	2	6.9	376	11.419	1429200	2	491	2016
P35241	1	Radixin	RDX	1	1	1.4	583	6.0686	455640	1	492	304
P35244	1	Replication protein A 14 kDa subunit	RPA3	1	1	14.0	121	7.1219	903760	1	493	2945
P35249	1	Replication factor C subunit 4	RFC4	1	1	2.5	363	6.7662	486770	1	494	1444
P35268	1	60S ribosomal protein L22	RPL22	1	1	8.6	128	7.5751	3696400	1	495	3184
P35579	58;1;1;1;1;1;1;1;1;1	Myosin-9	MYH9	10	58	29.1	1960;1935;1937;1938;1939;1939;1939;1940;1941;1983	323.31	116580000	67	496	83
P35580	4	Myosin-10	MYH10	1	4	1.5	1976	24.862	3350600	4	497	83
P35606	4	Coatomer subunit beta	COPB2	1	4	6.2	906	24.199	3324400	4	498	1165
P35613	3	Basigin	BSG	1	3	11.2	385	19.792	3171500	3	499	1802
P35637	2;2	RNA-binding protein FUS;TATA-binding protein-associated factor 2N	FUS;TAF15	2	2	4.4	526;592	13.084	6557900	2	500	27
P35658	1	Nuclear pore complex protein Nup214	NUP214	1	1	0.7	2090	5.6455	535420	1	501	5431
P35659	2	Protein DEK	DEK	1	2	6.7	375	12.139	2394200	2	502	3799
P35998	6	26S protease regulatory subunit 7	PSMC2	1	6	16.2	433	43.121	3990000	6	503	288
P36542	4	ATP synthase subunit gamma, mitochondrial	ATP5C1	1	4	14.8	298	29.511	2710900	4	504	2671
P36551	1	Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial	CPOX	1	1	2.2	454	7.5091	468050	1	505	6707
P36578	12	60S ribosomal protein L4	RPL4	1	12	32.6	427	73.523	34892000	16	506	448
P36776	5	Lon protease homolog, mitochondrial	LONP1	1	5	5.7	959	35.076	3795900	5	507	838
P36915	1	Guanine nucleotide-binding protein-like 1	GNL1	1	1	3.0	607	6.3125	924560	1	508	2500
P36957	4	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	DLST	1	4	8.8	453	25.997	3813400	4	509	1197
P37108	2	Signal recognition particle 14 kDa protein	SRP14	1	2	17.6	136	17.107	5728100	2	510	5668
P37235	4;2;1	Hippocalcin-like protein 1;Neuron-specific calcium-binding protein hippocalcin	HPCAL1;HPCA	3	4	23.8	193;193;193	24.086	3927000	5	511	1534
P37287	1	Phosphatidylinositol N-acetylglucosaminyltransferase subunit A	PIGA	1	1	1.4	484	5.6199	671580	1	512	2952
P37802	7	Transgelin-2	TAGLN2	1	7	42.7	199	53.041	32081000	9	513	758
P37837	3	Transaldolase	TALDO1	1	3	10.1	337	20.535	4619000	3	514	3006
P38117	4	Electron transfer flavoprotein subunit beta	ETFB	1	4	18.8	255	25.518	2458800	4	515	1351
P38646	15	Stress-70 protein, mitochondrial	HSPA9	1	15	30.3	679	116.62	39494000	18	516	475
P38919	3	Eukaryotic initiation factor 4A-III;Eukaryotic initiation factor 4A-III, N-terminally processed	EIF4A3	1	3	8.0	411	18.446	1297400	3	517	1422
P39019	4	40S ribosomal protein S19	RPS19	1	4	27.6	145	28.168	16998000	5	518	1087
P39023	11;1	60S ribosomal protein L3	RPL3	2	11	34.2	403;407	71.197	25065000	12	519	210
P39656	9	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	DDOST	1	9	26.8	456	62.456	12529000	9	520	1452
P39687	7;2;2	Acidic leucine-rich nuclear phosphoprotein 32 family member A	ANP32A	3	7	18.1	249;131;234	59.331	18328000	8	521	940
P39748	5	Flap endonuclease 1	FEN1	1	5	13.9	380	31.148	3989700	5	522	1172
P40227	9	T-complex protein 1 subunit zeta	CCT6A	1	9	17.3	531	67.451	19328000	9	523	468
P40261	3	Nicotinamide N-methyltransferase	NNMT	1	3	13.3	264	18.576	7708000	4	524	1054
P40429	4;3	60S ribosomal protein L13a;Putative 60S ribosomal protein L13a protein RPL13AP3	RPL13A;RPL13AP3	2	4	20.2	203;102	25.998	9813900	4	525	146
P40616	3	ADP-ribosylation factor-like protein 1	ARL1	1	3	18.8	181	19.119	1568900	3	526	244
P40763	2	Signal transducer and activator of transcription 3	STAT3	1	2	5.1	770	11.614	1307700	2	527	1575
P40925	8	Malate dehydrogenase, cytoplasmic	MDH1	1	8	32.3	334	56.621	19310000	12	528	882
P40926	11	Malate dehydrogenase, mitochondrial	MDH2	1	11	45.9	338	86.62	45978000	13	529	1975
P40939	6	Trifunctional enzyme subunit alpha, mitochondrial;Long-chain enoyl-CoA hydratase;Long chain 3-hydroxyacyl-CoA dehydrogenase	HADHA	1	6	13.1	763	42.668	8895800	7	530	1020
P41091	10;8	Eukaryotic translation initiation factor 2 subunit 3;Putative eukaryotic translation initiation factor 2 subunit 3-like protein	EIF2S3;EIF2S3L	2	10	29.9	472;472	66.052	12094000	10	531	194
P41227	2	N-alpha-acetyltransferase 10	NAA10	1	2	17.9	235	13.388	1572900	2	532	32
P41250	9	Glycine--tRNA ligase	GARS	1	9	20.2	739	59.089	16040000	10	533	1911
P41252	16	Isoleucine--tRNA ligase, cytoplasmic	IARS	1	16	16.1	1262	100.26	15097000	16	534	1242
P42166	6	Lamina-associated polypeptide 2, isoform alpha;Thymopoietin;Thymopentin	TMPO	1	6	15.4	694	41.182	6725000	5	535	1098
P42224	2	Signal transducer and activator of transcription 1-alpha/beta	STAT1	1	2	3.5	750	13.961	1269500	2	536	1490
P42285	2	Superkiller viralicidic activity 2-like 2	SKIV2L2	1	2	2.4	1042	13.324	1917400	2	537	1690
P42677	3;2	40S ribosomal protein S27;40S ribosomal protein S27-like	RPS27;RPS27L	2	3	38.1	84;84	18.258	2750300	4	538	921
P42704	25	Leucine-rich PPR motif-containing protein, mitochondrial	LRPPRC	1	25	25.0	1394	166.55	30318000	26	539	931
P42766	3	60S ribosomal protein L35	RPL35	1	3	21.1	123	17.417	6011000	2	540	5898
P43243	9	Matrin-3	MATR3	1	9	14.8	847	57.816	17810000	9	541	399
P43246	1	DNA mismatch repair protein Msh2	MSH2	1	1	1.2	934	7.9942	512560	1	542	1022
P43304	2	Glycerol-3-phosphate dehydrogenase, mitochondrial	GPD2	1	2	3.6	727	13.857	1004200	2	543	2182
P43307	2	Translocon-associated protein subunit alpha	SSR1	1	2	9.1	286	12.597	2969100	2	544	2103
P43487	3	Ran-specific GTPase-activating protein	RANBP1	1	3	21.4	201	21.059	13121000	4	545	636
P43490	19	Nicotinamide phosphoribosyltransferase	NAMPT	1	19	46.4	491	164.31	46077000	21	546	611
P43686	2	26S protease regulatory subunit 6B	PSMC4	1	2	6.5	418	11.024	1355700	2	547	1194
P45880	8	Voltage-dependent anion-selective channel protein 2	VDAC2	1	8	39.1	294	55.927	27277000	9	548	4015
P45974	4;1	Ubiquitin carboxyl-terminal hydrolase 5	USP5	2	4	7.1	858;863	26.207	3037800	4	549	1728
P46013	3	Antigen KI-67	MKI67	1	3	1.4	3256	20.023	1543900	3	550	840
P46060	1	Ran GTPase-activating protein 1	RANGAP1	1	1	1.7	587	5.8547	491340	1	551	2051
P46087	1	Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase	NOP2	1	1	1.1	812	5.998	424950	1	552	3107
P46109	3	Crk-like protein	CRKL	1	3	14.5	303	19.447	2258000	3	553	2907
P46776	3	60S ribosomal protein L27a	RPL27A	1	3	22.3	148	23.646	8154600	3	554	4157
P46777	3	60S ribosomal protein L5	RPL5	1	3	14.1	297	17.346	2270000	3	555	2653
P46778	1	60S ribosomal protein L21	RPL21	1	1	9.4	160	5.6707	2821700	1	556	6381
P46779	2	60S ribosomal protein L28	RPL28	1	2	15.3	137	14.015	6449100	3	557	4857
P46781	4	40S ribosomal protein S9	RPS9	1	4	17.5	194	23.578	9777400	4	558	1478
P46782	5	40S ribosomal protein S5;40S ribosomal protein S5, N-terminally processed	RPS5	1	5	31.9	204	32.5	24187000	6	559	471
P46783	3;1	40S ribosomal protein S10	RPS10	2	3	26.7	165;176	23.599	6677400	5	560	113
P46926	2	Glucosamine-6-phosphate isomerase 1	GNPDA1	1	2	15.9	289	11.876	1164100	2	561	17
P46940	28;1	Ras GTPase-activating-like protein IQGAP1	IQGAP1	2	28	24.7	1657;1631	196.35	29355000	28	562	470
P46977	3	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A	STT3A	1	3	3.8	705	17.641	1472500	3	563	1201
P47755	1	F-actin-capping protein subunit alpha-2	CAPZA2	1	1	6.3	286	8.2219	968310	1	564	1828
P47756	5	F-actin-capping protein subunit beta	CAPZB	1	5	19.1	277	33.592	6297200	5	565	862
P47897	8	Glutamine--tRNA ligase	QARS	1	8	13.3	775	49.264	7410500	7	566	245
P47914	1	60S ribosomal protein L29	RPL29	1	1	9.4	159	6.7912	3035500	1	567	467
P48047	3	ATP synthase subunit O, mitochondrial	ATP5O	1	3	16.4	213	18.907	2769600	3	568	4131
P48444	3	Coatomer subunit delta	ARCN1	1	3	6.5	511	21.338	1697500	3	569	2855
P48507	3	Glutamate--cysteine ligase regulatory subunit	GCLM	1	3	13.9	274	19.325	1564400	3	570	3187
P48556	3	26S proteasome non-ATPase regulatory subunit 8	PSMD8	1	3	9.4	350	18.462	2294600	3	571	3012
P48637	1	Glutathione synthetase	GSS	1	1	1.9	474	7.0645	0	1	572	227
P48643	12	T-complex protein 1 subunit epsilon	CCT5	1	12	27.9	541	76.286	22780000	11	573	521
Q8N752	1;1	Casein kinase I isoform alpha-like;Casein kinase I isoform alpha	CSNK1A1L;CSNK1A1	2	1	3.0	337;337	5.8806	450890	1	574	3573
P48735	2	Isocitrate dehydrogenase [NADP], mitochondrial	IDH2	1	2	6.0	452	12.855	1047700	2	575	3649
P48739	1	Phosphatidylinositol transfer protein beta isoform	PITPNB	1	1	4.4	271	6.7587	931710	1	576	5711
P48775	1	Tryptophan 2,3-dioxygenase	TDO2	1	1	2.5	406	6.182	1279100	1	577	1648
P49257	2	Protein ERGIC-53	LMAN1	1	2	3.7	510	12.141	964060	2	578	832
P49321	3	Nuclear autoantigenic sperm protein	NASP	1	3	4.9	788	18.123	2123500	3	579	1188
P49327	33	Fatty acid synthase;[Acyl-carrier-protein] S-acetyltransferase;[Acyl-carrier-protein] S-malonyltransferase;3-oxoacyl-[acyl-carrier-protein] synthase;3-oxoacyl-[acyl-carrier-protein] reductase;3-hydroxyacyl-[acyl-carrier-protein] dehydratase;Enoyl-[acyl-carrier-protein] reductase;Oleoyl-[acyl-carrier-protein] hydrolase	FASN	1	33	19.5	2511	217.93	30033000	33	580	44
P49368	10	T-complex protein 1 subunit gamma	CCT3	1	10	22.4	545	69.153	16076000	10	581	74
P49411	13	Elongation factor Tu, mitochondrial	TUFM	1	13	36.7	452	91.398	19383000	14	582	76
P49458	2	Signal recognition particle 9 kDa protein	SRP9	1	2	25.6	86	14.08	3384200	2	583	4668
P49459	1	Ubiquitin-conjugating enzyme E2 A	UBE2A	1	1	11.2	152	6.3653	1153000	1	584	4023
P49588	21	Alanine--tRNA ligase, cytoplasmic	AARS	1	21	34.6	968	141.68	31717000	23	585	511
P49589	4	Cysteine--tRNA ligase, cytoplasmic	CARS	1	4	5.6	748	27.629	2258300	4	586	460
P49591	5	Serine--tRNA ligase, cytoplasmic	SARS	1	5	10.3	514	30.471	3877500	5	587	1839
P49720	3	Proteasome subunit beta type-3	PSMB3	1	3	23.9	205	19.474	2911400	3	588	740
P49721	1	Proteasome subunit beta type-2	PSMB2	1	1	5.5	201	6.9705	2532000	1	589	1830
P49736	5	DNA replication licensing factor MCM2	MCM2	1	5	7.4	904	47.096	4953000	5	590	1580
P49748	11	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial	ACADVL	1	11	20.8	655	77.676	10870000	11	591	309
Q86TX2	2;2	Acyl-coenzyme A thioesterase 1;Acyl-coenzyme A thioesterase 2, mitochondrial	ACOT1;ACOT2	2	2	8.6	421;483	12.209	1578600	2	592	144
P49755	2	Transmembrane emp24 domain-containing protein 10	TMED10	1	2	12.3	219	13.638	1441200	2	593	3086
P49756	1	RNA-binding protein 25	RBM25	1	1	1.7	843	6.3929	571510	1	594	1904
P49773	3	Histidine triad nucleotide-binding protein 1	HINT1	1	3	54.0	126	21.599	5637500	5	595	677
P49915	5	GMP synthase [glutamine-hydrolyzing]	GMPS	1	5	9.7	693	32.131	2844600	5	596	355
P50213	2	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	IDH3A	1	2	4.9	366	13.274	1309300	2	597	446
P50395	14;5	Rab GDP dissociation inhibitor beta	GDI2	2	14	45.2	445;447	101.06	30560000	15	598	910
P50454	6	Serpin H1	SERPINH1	1	6	18.4	418	45.025	7252000	7	599	608
Q8IZP2	4;4;3	Putative protein FAM10A4;Hsc70-interacting protein;Putative protein FAM10A5	ST13P4;ST13;ST13P5	3	4	18.3	240;369;369	24.795	4635500	4	600	222
Q9UQ16	1;1	Dynamin-3;Dynamin-2	DNM3;DNM2	2	1	2.2	869;870	7.4897	1098100	1	601	6385
P50579	1	Methionine aminopeptidase 2	METAP2	1	1	2.1	478	6.1998	385270	1	602	4359
P50583	2	Bis(5-nucleosyl)-tetraphosphatase [asymmetrical]	NUDT2	1	2	25.9	147	12.676	2856200	1	603	5856
P50914	4	60S ribosomal protein L14	RPL14	1	4	20.9	215	32.048	21745000	8	604	391
P50990	19	T-complex protein 1 subunit theta	CCT8	1	19	47.4	548	131.11	30942000	19	605	205
P50991	8	T-complex protein 1 subunit delta	CCT4	1	8	21.3	539	55.289	15735000	9	606	327
P50995	4	Annexin A11	ANXA11	1	4	9.7	505	30.749	6292200	4	607	211
P51114	3;1	Fragile X mental retardation syndrome-related protein 1	FXR1	2	3	3.4	621;632	19.046	2037100	3	608	2901
P51116	1	Fragile X mental retardation syndrome-related protein 2	FXR2	1	1	3.6	673	6.744	1091700	1	609	1528
P51149	5	Ras-related protein Rab-7a	RAB7A	1	5	25.1	207	36.797	4900800	5	610	771
P51153	1;0;0	Ras-related protein Rab-13;Ras-related protein Rab-8B;Ras-related protein Rab-15	RAB13;RAB8B;RAB15	3	1	5.4	203;207;212	6.8781	620890	1	611	3751
P51398	2	28S ribosomal protein S29, mitochondrial	DAP3	1	2	8.5	398	14.241	1407200	2	612	1282
P51571	3	Translocon-associated protein subunit delta	SSR4	1	3	23.1	173	20.279	3747700	3	613	1791
P51572	1	B-cell receptor-associated protein 31	BCAP31	1	1	3.7	246	5.7059	733260	1	614	3476
P51659	7	Peroxisomal multifunctional enzyme type 2;(3R)-hydroxyacyl-CoA dehydrogenase;Enoyl-CoA hydratase 2	HSD17B4	1	7	11.8	736	45.45	3900500	7	615	639
P51665	4	26S proteasome non-ATPase regulatory subunit 7	PSMD7	1	4	22.8	324	25.028	3643900	4	616	908
P51858	7	Hepatoma-derived growth factor	HDGF	1	7	43.3	240	44.47	7874500	7	617	906
P51991	4	Heterogeneous nuclear ribonucleoprotein A3	HNRNPA3	1	4	13.2	378	28.468	9940200	5	618	1230
P52209	9	6-phosphogluconate dehydrogenase, decarboxylating	PGD	1	9	25.7	483	62.549	16369000	10	619	1114
P52272	5	Heterogeneous nuclear ribonucleoprotein M	HNRNPM	1	5	9.0	730	38.128	10440000	5	620	19
P52292	4	Importin subunit alpha-1	KPNA2	1	4	11.5	529	28.589	4202800	4	621	2881
P52565	1	Rho GDP-dissociation inhibitor 1	ARHGDIA	1	1	7.8	204	6.9135	1225200	1	622	5093
P52594	1	Arf-GAP domain and FG repeat-containing protein 1	AGFG1	1	1	1.8	562	6.7028	1335500	1	623	4779
P52597	5	Heterogeneous nuclear ribonucleoprotein F;Heterogeneous nuclear ribonucleoprotein F, N-terminally processed	HNRNPF	1	5	23.9	415	29.54	9024100	5	624	539
P52655	1	Transcription initiation factor IIA subunit 1;Transcription initiation factor IIA alpha chain;Transcription initiation factor IIA beta chain	GTF2A1	1	1	2.9	376	6.8781	449340	1	625	5310
P52788	3	Spermine synthase	SMS	1	3	15.0	366	20.371	2866200	3	626	1078
P52789	1	Hexokinase-2	HK2	1	1	2.4	917	5.752	541740	1	627	4404
P52815	1	39S ribosomal protein L12, mitochondrial	MRPL12	1	1	6.1	198	8.8251	1197900	1	628	4595
P52907	3	F-actin-capping protein subunit alpha-1	CAPZA1	1	3	18.9	286	20.548	3524000	3	629	1091
P52948	1	Nuclear pore complex protein Nup98-Nup96;Nuclear pore complex protein Nup98;Nuclear pore complex protein Nup96	NUP98	1	1	1.1	1817	7.13	481570	1	630	1662
P53004	3	Biliverdin reductase A	BLVRA	1	3	13.9	296	21.634	2131500	3	631	1814
P53396	18	ATP-citrate synthase	ACLY	1	18	19.9	1101	122.99	20132000	20	632	1171
P53582	1	Methionine aminopeptidase 1	METAP1	1	1	4.4	386	6.5567	606600	1	633	4930
P53618	3	Coatomer subunit beta	COPB1	1	3	4.4	953	20.467	1919000	3	634	932
P53621	10	Coatomer subunit alpha;Xenin;Proxenin	COPA	1	10	11.8	1224	71.299	6936500	10	635	1688
P53675	1	Clathrin heavy chain 2	CLTCL1	1	1	0.7	1640	7.9459	691810	1	636	170
P53992	1	Protein transport protein Sec24C	SEC24C	1	1	1.5	1094	6.0933	570170	1	637	3572
P53999	2	Activated RNA polymerase II transcriptional coactivator p15	SUB1	1	2	18.9	127	14.311	7959500	2	638	1555
P54105	1	Methylosome subunit pICln	CLNS1A	1	1	5.5	237	8.8961	1097200	1	639	2337
P54136	10	Arginine--tRNA ligase, cytoplasmic	RARS	1	10	18.0	660	69.212	9127500	10	640	2150
P54577	12	Tyrosine--tRNA ligase, cytoplasmic;Tyrosine--tRNA ligase, cytoplasmic, N-terminally processed	YARS	1	12	25.0	528	76.419	9004200	12	641	465
P54578	2	Ubiquitin carboxyl-terminal hydrolase 14	USP14	1	2	8.5	494	16.448	2164000	2	642	482
P54652	1	Heat shock-related 70 kDa protein 2	HSPA2	1	1	2.2	639	6.553	516610	1	643	500
P54687	1	Branched-chain-amino-acid aminotransferase, cytosolic	BCAT1	1	1	3.4	386	6.2304	571320	2	644	4676
P54709	2	Sodium/potassium-transporting ATPase subunit beta-3	ATP1B3	1	2	9.0	279	15.379	1713700	3	645	3570
P54727	4	UV excision repair protein RAD23 homolog B	RAD23B	1	4	13.0	409	29.756	4838200	4	646	581
P54819	5	Adenylate kinase 2, mitochondrial;Adenylate kinase 2, mitochondrial, N-terminally processed	AK2	1	5	27.6	239	30.249	4821400	5	647	606
P55010	3	Eukaryotic translation initiation factor 5	EIF5	1	3	9.7	431	21.701	5839800	4	648	411
P55036	2;1	26S proteasome non-ATPase regulatory subunit 4;Putative PIP5K1A and PSMD4-like protein	PSMD4;PIPSL	2	2	8.5	377;862	12.362	1648700	2	649	3896
P55060	15	Exportin-2	CSE1L	1	15	18.8	971	100.35	14532000	15	650	10
P55072	26	Transitional endoplasmic reticulum ATPase	VCP	1	26	45.2	806	205.81	125000000	33	651	215
P55084	7	Trifunctional enzyme subunit beta, mitochondrial;3-ketoacyl-CoA thiolase	HADHB	1	7	20.9	474	44.902	4486700	7	652	38
P55145	1	Mesencephalic astrocyte-derived neurotrophic factor	MANF	1	1	5.5	182	6.182	484160	1	653	2998
P55209	7	Nucleosome assembly protein 1-like 1	NAP1L1	1	7	20.2	391	46.201	29695000	8	654	1776
P55263	5	Adenosine kinase	ADK	1	5	16.9	362	32.543	4723000	5	655	48
P55265	4	Double-stranded RNA-specific adenosine deaminase	ADAR	1	4	4.0	1226	29.882	2455100	4	656	853
P55327	3	Tumor protein D52	TPD52	1	3	18.3	224	24.817	2353400	3	657	507
P55769	1	NHP2-like protein 1;NHP2-like protein 1, N-terminally processed	NHP2L1	1	1	9.4	128	6.7817	641780	1	658	4831
P55786	11;4	Puromycin-sensitive aminopeptidase	NPEPPS	2	11	15.1	919;478	74.77	10244000	11	659	158
Q6EEV6	1;1;1	Small ubiquitin-related modifier 4;Small ubiquitin-related modifier 2;Small ubiquitin-related modifier 3	SUMO4;SUMO2;SUMO3	3	1	12.6	95;95;103	6.3156	3922300	1	660	5779
P55884	14	Eukaryotic translation initiation factor 3 subunit B	EIF3B	1	14	20.8	814	95.453	16744000	14	661	1012
P55957	2	BH3-interacting domain death agonist;BH3-interacting domain death agonist p15;BH3-interacting domain death agonist p13;BH3-interacting domain death agonist p11	BID	1	2	22.1	195	12.501	1428800	2	662	1064
P56134	1	ATP synthase subunit f, mitochondrial	ATP5J2	1	1	13.8	94	9.8524	924960	1	663	808
P56192	8	Methionine--tRNA ligase, cytoplasmic	MARS	1	8	12.9	900	51.782	6516700	7	664	145
P56385	1	ATP synthase subunit e, mitochondrial	ATP5I	1	1	14.5	69	5.8438	962510	1	665	1411
P56537	4	Eukaryotic translation initiation factor 6	EIF6	1	4	27.8	245	24.375	5360200	4	666	1604
P56545	3;1	C-terminal-binding protein 2	CTBP2	2	3	10.6	445;440	18.475	2624200	2	667	1284
P57088	3	Transmembrane protein 33	TMEM33	1	3	13.4	247	20.192	1719800	3	668	334
P58546	2	Myotrophin	MTPN	1	2	20.3	118	12.52	1939100	2	669	1291
P59998	5	Actin-related protein 2/3 complex subunit 4	ARPC4	1	5	35.7	168	30.752	4861400	5	670	136
P60174	12	Triosephosphate isomerase	TPI1	1	12	71.9	249	102.82	108060000	24	671	747
P60228	6	Eukaryotic translation initiation factor 3 subunit E	EIF3E	1	6	13.7	445	36.488	5180400	7	672	2682
P60510	2	Serine/threonine-protein phosphatase 4 catalytic subunit	PPP4C	1	2	7.8	307	16.488	1782900	2	673	790
P60660	7;1	Myosin light polypeptide 6	MYL6	2	7	57.0	151;208	44.309	20350000	9	674	1002
P60709	20;8;7;6;4;4;3	Actin, cytoplasmic 1;Actin, cytoplasmic 1, N-terminally processed	ACTB	7	20	4.5	375;1075;1075;1075;376;1038;375	235.25	563950000	63	675	193
P60842	15	Eukaryotic initiation factor 4A-I	EIF4A1	1	15	20.0	406	103.01	45821000	19	676	548
P60866	1	40S ribosomal protein S20	RPS20	1	1	9.2	119	7.2981	5356100	1	677	5639
P60891	1	Ribose-phosphate pyrophosphokinase 1	PRPS1	1	1	3.1	318	5.6573	892940	1	678	3838
P60900	5	Proteasome subunit alpha type-6	PSMA6	1	5	20.3	246	42.584	9197300	5	679	246
P60903	3	Protein S100-A10	S100A10	1	3	35.1	97	23.006	9799000	4	680	1294
P60953	2	Cell division control protein 42 homolog	CDC42	1	2	15.7	191	14.217	4059900	3	681	4565
P60981	1	Destrin	DSTN	1	1	7.3	165	8.9293	561710	1	682	516
P60983	1	Glia maturation factor beta	GMFB	1	1	16.2	142	6.2089	1048000	1	683	4142
P61006	1	Ras-related protein Rab-8A	RAB8A	1	1	6.8	207	6.4421	526420	1	684	417
P61011	1	Signal recognition particle 54 kDa protein	SRP54	1	1	3.8	504	7.4679	2977400	1	685	5208
P61019	3	Ras-related protein Rab-2A	RAB2A	1	3	6.6	212	22.368	2296100	3	686	2019
P61024	1	Cyclin-dependent kinases regulatory subunit 1	CKS1B	1	1	20.3	79	8.3133	976050	1	687	4782
P61026	1	Ras-related protein Rab-10	RAB10	1	1	5.5	200	8.0388	3853800	1	688	169
P62837	2;2;1;1	Ubiquitin-conjugating enzyme E2 D2;Ubiquitin-conjugating enzyme E2 D3;Ubiquitin-conjugating enzyme E2 D4;Ubiquitin-conjugating enzyme E2 D1	UBE2D2;UBE2D3;UBE2D4;UBE2D1	4	2	19.7	147;147;147;147	13.515	2215600	2	689	3245
P61086	1	Ubiquitin-conjugating enzyme E2 K	UBE2K	1	1	7.5	200	6.9328	674970	1	690	2119
P61088	1	Ubiquitin-conjugating enzyme E2 N	UBE2N	1	1	13.2	152	8.1304	3848200	1	691	6513
P61106	4	Ras-related protein Rab-14	RAB14	1	4	34.9	215	25.013	6026800	5	692	3253
P61158	3	Actin-related protein 3	ACTR3	1	3	15.8	418	16.72	4557600	3	693	2506
P61160	3	Actin-related protein 2	ACTR2	1	3	9.4	394	19.491	2477400	3	694	2559
