Protein IDs	Peptide counts (razor+unique)	Protein names	Gene names	Number of proteins	Razor + unique peptides	Unique sequence coverage [%]	Sequence lengths	Score	Intensity	MS/MS count	id	Best MS/MS
P32969	6	60S ribosomal protein L9	RPL9	1	6	43.2	192	38.801	16845000	7	456	766
P33176	4;2;2	Kinesin-1 heavy chain;Kinesin heavy chain isoform 5C;Kinesin heavy chain isoform 5A	KIF5B;KIF5C;KIF5A	3	4	4.4	963;957;1032	25.1	2868900	4	457	3061
P33316	5	Deoxyuridine 5-triphosphate nucleotidohydrolase, mitochondrial	DUT	1	5	26.2	252	39.665	9809400	6	458	2322
P33552	1	Cyclin-dependent kinases regulatory subunit 2	CKS2	1	1	11.4	79	5.6878	567820	1	459	6423
P33991	4	DNA replication licensing factor MCM4	MCM4	1	4	4.9	863	26.516	2814300	4	460	258
P33992	1	DNA replication licensing factor MCM5	MCM5	1	1	1.6	734	6.7813	527400	1	461	3006
P33993	7	DNA replication licensing factor MCM7	MCM7	1	7	13.5	719	50.653	8000700	8	462	1036
P34896	1	Serine hydroxymethyltransferase, cytosolic	SHMT1	1	1	3.3	483	7.1876	879840	1	463	3052
P34897	11	Serine hydroxymethyltransferase, mitochondrial	SHMT2	1	11	28.8	504	77.113	18347000	13	464	22
P34932	14	Heat shock 70 kDa protein 4	HSPA4	1	14	19.6	840	96.506	15223000	14	465	155
P35080	2	Profilin-2	PFN2	1	2	20.7	140	12.914	2064100	2	466	974
P35221	3;2	Catenin alpha-1;Catenin alpha-2	CTNNA1;CTNNA2	2	3	3.0	906;953	17.082	1627000	3	467	1617
P35232	10	Prohibitin	PHB	1	10	52.2	272	63.202	11522000	11	468	14
P35237	1	Serpin B6	SERPINB6	1	1	2.4	376	6.0454	630250	1	469	4914
P35241	2	Radixin	RDX	1	2	3.6	583	11.873	673830	1	470	280
P35244	1	Replication protein A 14 kDa subunit	RPA3	1	1	14.0	121	7.3604	792170	1	471	2868
P35249	3	Replication factor C subunit 4	RFC4	1	3	8.3	363	17.276	1653400	3	472	235
P35268	3	60S ribosomal protein L22	RPL22	1	3	39.1	128	19.608	6067900	3	473	180
P35269	1	General transcription factor IIF subunit 1	GTF2F1	1	1	2.3	517	6.1931	519510	1	474	1256
P35579	59;1;1;1;1;1;1;1;1;1	Myosin-9	MYH9	10	59	29.2	1960;1935;1937;1938;1939;1939;1939;1940;1941;1983	323.31	126090000	68	475	71
P35580	4	Myosin-10	MYH10	1	4	1.9	1976	25.699	1571300	4	476	71
P35606	2	Coatomer subunit beta	COPB2	1	2	3.3	906	13.081	1913200	2	477	1123
P35613	3	Basigin	BSG	1	3	10.6	385	17.401	3747800	3	478	1728
P35637	2;2	RNA-binding protein FUS;TATA-binding protein-associated factor 2N	FUS;TAF15	2	2	4.4	526;592	12.241	6506500	2	479	19
P35659	3	Protein DEK	DEK	1	3	9.3	375	18.717	3169700	3	480	3738
P35998	5	26S protease regulatory subunit 7	PSMC2	1	5	12.7	433	33.729	3121300	5	481	270
P36542	4	ATP synthase subunit gamma, mitochondrial	ATP5C1	1	4	14.8	298	27.879	4597700	5	482	2601
P36551	1	Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial	CPOX	1	1	2.2	454	6.9459	573540	1	483	6606
P36578	13	60S ribosomal protein L4	RPL4	1	13	34.2	427	82.633	34473000	13	484	410
P36776	5	Lon protease homolog, mitochondrial	LONP1	1	5	5.5	959	34.009	3679200	5	485	804
P36873	1;1	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit;Serine/threonine-protein phosphatase PP1-alpha catalytic subunit	PPP1CC;PPP1CA	2	1	4.3	323;330	7.1191	1750900	1	486	196
P36915	1	Guanine nucleotide-binding protein-like 1	GNL1	1	1	3.0	607	6.4439	704960	1	487	2422
P36957	4	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	DLST	1	4	8.8	453	25.496	3855900	4	488	1155
P37108	2	Signal recognition particle 14 kDa protein	SRP14	1	2	17.6	136	16.202	4836200	2	489	5612
P37198	1	Nuclear pore glycoprotein p62	NUP62	1	1	2.7	522	5.689	1940100	1	490	1386
P37235	4;2;1	Hippocalcin-like protein 1;Neuron-specific calcium-binding protein hippocalcin	HPCAL1;HPCA	3	4	23.8	193;193;193	23.215	3843700	4	491	1486
P37802	7	Transgelin-2	TAGLN2	1	7	41.7	199	47.6	22827000	9	492	1476
P37837	4	Transaldolase	TALDO1	1	4	12.8	337	31.448	4662300	4	493	262
P38117	5	Electron transfer flavoprotein subunit beta	ETFB	1	5	19.6	255	31.558	3038300	5	494	1305
Q96E39	2;2;1;1	RNA binding motif protein, X-linked-like-1;RNA-binding motif protein, X chromosome;RNA-binding motif protein, X chromosome, N-terminally processed;RNA-binding motif protein, X-linked-like-2;RNA-binding motif protein, X-linked-like-3	RBMXL1;RBMX;RBMXL2;RBMXL3	4	2	6.9	390;391;392;1067	13.327	1554200	2	495	2077
P38646	16	Stress-70 protein, mitochondrial	HSPA9	1	16	32.5	679	136.77	47584000	17	496	438
P38919	3	Eukaryotic initiation factor 4A-III;Eukaryotic initiation factor 4A-III, N-terminally processed	EIF4A3	1	3	8.0	411	18.455	1208500	3	497	1376
P39019	4	40S ribosomal protein S19	RPS19	1	4	27.6	145	26.858	16510000	4	498	1051
P39023	11;1	60S ribosomal protein L3	RPL3	2	11	34.2	403;407	70.705	20081000	12	499	193
P39656	10	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	DDOST	1	10	36.2	456	66.062	10892000	11	500	1405
P39687	7;2;2	Acidic leucine-rich nuclear phosphoprotein 32 family member A	ANP32A	3	7	18.1	249;131;234	54.643	16590000	7	501	898
P39748	4	Flap endonuclease 1	FEN1	1	4	10.3	380	24.416	3303500	4	502	3556
P40227	11;4	T-complex protein 1 subunit zeta	CCT6A	2	11	26.0	531;530	81.72	18891000	12	503	336
P40261	4	Nicotinamide N-methyltransferase	NNMT	1	4	20.5	264	25.785	9082100	5	504	1013
P40429	5;3	60S ribosomal protein L13a;Putative 60S ribosomal protein L13a protein RPL13AP3	RPL13A;RPL13AP3	2	5	26.1	203;102	34.842	8903300	6	505	134
P40616	2	ADP-ribosylation factor-like protein 1	ARL1	1	2	11.0	181	12.438	1019500	2	506	226
P40763	1	Signal transducer and activator of transcription 3	STAT3	1	1	2.7	770	5.9372	701640	1	507	1526
P40925	8	Malate dehydrogenase, cytoplasmic	MDH1	1	8	32.3	334	63.836	21440000	12	508	845
P40926	12	Malate dehydrogenase, mitochondrial	MDH2	1	12	48.8	338	94.738	43528000	14	509	1906
P40939	6	Trifunctional enzyme subunit alpha, mitochondrial;Long-chain enoyl-CoA hydratase;Long chain 3-hydroxyacyl-CoA dehydrogenase	HADHA	1	6	13.1	763	42.236	7226800	6	510	981
P41091	10;8	Eukaryotic translation initiation factor 2 subunit 3;Putative eukaryotic translation initiation factor 2 subunit 3-like protein	EIF2S3;EIF2S3L	2	10	29.9	472;472	69.211	11828000	10	511	176
P41250	13	Glycine--tRNA ligase	GARS	1	13	24.5	739	84.591	17270000	12	512	1370
P41252	17	Isoleucine--tRNA ligase, cytoplasmic	IARS	1	17	17.4	1262	110.76	14627000	17	513	584
P42166	4	Lamina-associated polypeptide 2, isoform alpha;Thymopoietin;Thymopentin	TMPO	1	4	9.4	694	31.509	4599600	4	514	1497
P42224	2	Signal transducer and activator of transcription 1-alpha/beta	STAT1	1	2	3.5	750	13.464	1391700	2	515	1442
P42285	3	Superkiller viralicidic activity 2-like 2	SKIV2L2	1	3	3.4	1042	18.04	2316800	2	516	1628
P42677	3;2	40S ribosomal protein S27;40S ribosomal protein S27-like	RPS27;RPS27L	2	3	38.1	84;84	19.06	5182500	5	517	883
P42704	27	Leucine-rich PPR motif-containing protein, mitochondrial	LRPPRC	1	27	23.8	1394	181.02	31998000	29	518	890
P42766	2	60S ribosomal protein L35	RPL35	1	2	13.0	123	11.22	4198400	1	519	5846
P43243	9	Matrin-3	MATR3	1	9	14.9	847	59.358	18898000	8	520	1684
P43246	1	DNA mismatch repair protein Msh2	MSH2	1	1	1.2	934	6.9826	512710	1	521	983
P43304	1	Glycerol-3-phosphate dehydrogenase, mitochondrial	GPD2	1	1	2.2	727	7.2011	463200	1	522	4028
P43307	2	Translocon-associated protein subunit alpha	SSR1	1	2	9.1	286	12.618	2576600	2	523	2036
P43487	5	Ran-specific GTPase-activating protein	RANBP1	1	5	43.8	201	36.432	25480000	7	524	605
P43490	16	Nicotinamide phosphoribosyltransferase	NAMPT	1	16	40.7	491	131.82	40080000	21	525	581
P43686	4	26S protease regulatory subunit 6B	PSMC4	1	4	11.7	418	24.166	2579300	4	526	91
P45877	1	Peptidyl-prolyl cis-trans isomerase C	PPIC	1	1	3.8	212	5.6535	405420	1	527	3127
P45880	9	Voltage-dependent anion-selective channel protein 2	VDAC2	1	9	41.8	294	58.707	31078000	9	528	2101
P45974	2;1	Ubiquitin carboxyl-terminal hydrolase 5;Ubiquitin carboxyl-terminal hydrolase 13	USP5;USP13	2	2	2.6	858;863	13.353	1351700	2	529	1889
P46013	1	Antigen KI-67	MKI67	1	1	0.7	3256	5.846	420400	1	530	3402
P46063	1	ATP-dependent DNA helicase Q1	RECQL	1	1	1.7	649	6.3356	475600	1	531	5727
P46087	1	Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase	NOP2	1	1	1.1	812	6.1355	487160	1	532	3028
P46109	3	Crk-like protein	CRKL	1	3	14.5	303	19.432	2407400	3	533	2825
P46459	1	Vesicle-fusing ATPase	NSF	1	1	1.2	744	5.9035	534110	1	534	3677
P46776	3	60S ribosomal protein L27a	RPL27A	1	3	22.3	148	22.851	8127300	3	535	4111
P46777	3	60S ribosomal protein L5	RPL5	1	3	14.5	297	18.683	2481500	3	536	1984
P46778	2	60S ribosomal protein L21	RPL21	1	2	13.8	160	12.881	5164100	2	537	2423
P46779	2	60S ribosomal protein L28	RPL28	1	2	15.3	137	15.149	5456700	3	538	4815
P46781	5	40S ribosomal protein S9	RPS9	1	5	22.2	194	30.7	15526000	5	539	1432
P46782	6	40S ribosomal protein S5;40S ribosomal protein S5, N-terminally processed	RPS5	1	6	40.2	204	49.238	23123000	8	540	433
P46783	3;1	40S ribosomal protein S10	RPS10	2	3	26.7	165;176	20.613	6186300	5	541	98
P46940	31	Ras GTPase-activating-like protein IQGAP1	IQGAP1	1	31	28.4	1657	199.13	30046000	32	542	288
P46977	4	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A	STT3A	1	4	4.8	705	23.599	2336000	4	543	1159
P47755	1	F-actin-capping protein subunit alpha-2	CAPZA2	1	1	6.3	286	6.4681	872880	1	544	1759
P47756	5	F-actin-capping protein subunit beta	CAPZB	1	5	17.0	277	33.281	5941600	4	545	1086
P47897	7	Glutamine--tRNA ligase	QARS	1	7	10.8	775	43.874	6983500	6	546	227
P47914	1	60S ribosomal protein L29	RPL29	1	1	9.4	159	6.8977	2809000	1	547	429
P48047	2	ATP synthase subunit O, mitochondrial	ATP5O	1	2	11.7	213	13.313	1669500	2	548	4080
P48444	3	Coatomer subunit delta	ARCN1	1	3	6.5	511	21.602	1610500	3	549	2775
P48507	3	Glutamate--cysteine ligase regulatory subunit	GCLM	1	3	13.9	274	19.421	1564900	3	550	3115
P48556	3	26S proteasome non-ATPase regulatory subunit 8	PSMD8	1	3	9.4	350	19.04	2000300	3	551	2929
P48637	2	Glutathione synthetase	GSS	1	2	3.8	474	11.623	895140	2	552	208
P48643	15	T-complex protein 1 subunit epsilon	CCT5	1	15	34.2	541	101.91	23070000	15	553	488
P48735	2	Isocitrate dehydrogenase [NADP], mitochondrial	IDH2	1	2	6.0	452	12.264	1047200	2	554	3581
P48739	1	Phosphatidylinositol transfer protein beta isoform	PITPNB	1	1	4.4	271	6.1613	887130	1	555	5653
P48775	1	Tryptophan 2,3-dioxygenase	TDO2	1	1	2.5	406	6.3311	1199600	1	556	1592
P49189	1	4-trimethylaminobutyraldehyde dehydrogenase	ALDH9A1	1	1	2.4	494	5.7318	355340	1	557	2195
P49207	2	60S ribosomal protein L34	RPL34	1	2	12.8	117	11.331	7212600	2	558	152
P49257	2	Protein ERGIC-53	LMAN1	1	2	8.4	510	12.087	1100400	2	559	4434
P49327	37	Fatty acid synthase;[Acyl-carrier-protein] S-acetyltransferase;[Acyl-carrier-protein] S-malonyltransferase;3-oxoacyl-[acyl-carrier-protein] synthase;3-oxoacyl-[acyl-carrier-protein] reductase;3-hydroxyacyl-[acyl-carrier-protein] dehydratase;Enoyl-[acyl-carrier-protein] reductase;Oleoyl-[acyl-carrier-protein] hydrolase	FASN	1	37	21.3	2511	244.91	30527000	37	560	25
P49368	9	T-complex protein 1 subunit gamma	CCT3	1	9	20.4	545	61.09	13348000	9	561	65
P49411	12	Elongation factor Tu, mitochondrial	TUFM	1	12	35.2	452	84.695	17433000	12	562	67
P49458	2	Signal recognition particle 9 kDa protein	SRP9	1	2	25.6	86	14.393	3543100	2	563	4618
P49588	20	Alanine--tRNA ligase, cytoplasmic	AARS	1	20	32.2	968	136.4	28828000	22	564	475
P49589	3	Cysteine--tRNA ligase, cytoplasmic	CARS	1	3	4.3	748	21.728	1822600	3	565	422
P49591	5	Serine--tRNA ligase, cytoplasmic	SARS	1	5	10.3	514	29.34	3800800	5	566	1767
P49720	3	Proteasome subunit beta type-3	PSMB3	1	3	23.9	205	19.222	4042300	4	567	712
P49721	1	Proteasome subunit beta type-2	PSMB2	1	1	5.5	201	7.5676	2297600	1	568	1761
P49736	7	DNA replication licensing factor MCM2	MCM2	1	7	9.5	904	49.639	5115100	7	569	1532
P49748	10	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial	ACADVL	1	10	19.8	655	69.693	10133000	10	570	286
Q86TX2	1;1	Acyl-coenzyme A thioesterase 1;Acyl-coenzyme A thioesterase 2, mitochondrial	ACOT1;ACOT2	2	1	4.0	421;483	7.2142	796780	1	571	131
P49755	1	Transmembrane emp24 domain-containing protein 10	TMED10	1	1	5.0	219	7.6754	676090	1	572	3001
P49756	2	RNA-binding protein 25	RBM25	1	2	2.1	843	12.029	1285900	2	573	1971
P49773	3	Histidine triad nucleotide-binding protein 1	HINT1	1	3	54.0	126	18.084	5256900	5	574	645
P49915	3	GMP synthase [glutamine-hydrolyzing]	GMPS	1	3	5.6	693	17.82	2174600	3	575	1404
P49959	2	Double-strand break repair protein MRE11A	MRE11A	1	2	4.4	708	12.061	4826400	2	576	3012
P50151	1	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-10	GNG10	1	1	22.1	68	6.0482	294800	0	577	700
P50213	2	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	IDH3A	1	2	4.9	366	11.897	1421900	2	578	409
P50395	13;4	Rab GDP dissociation inhibitor beta	GDI2	2	13	42.0	445;447	97.332	19100000	14	579	1332
P50454	7	Serpin H1	SERPINH1	1	7	20.3	418	54.437	7671200	8	580	531
Q8IZP2	3;3;2	Putative protein FAM10A4;Hsc70-interacting protein;Putative protein FAM10A5	ST13P4;ST13;ST13P5	3	3	15.4	240;369;369	22.817	3692200	3	581	203
P50552	1	Vasodilator-stimulated phosphoprotein	VASP	1	1	3.7	380	5.9425	1149600	1	582	5979
P50570	3;2;2	Dynamin-2;Dynamin-1;Dynamin-3	DNM2;DNM1;DNM3	3	3	4.3	870;864;869	18.765	1432300	3	583	2507
P50579	1	Methionine aminopeptidase 2	METAP2	1	1	2.1	478	6.8784	450070	1	584	4310
P50583	1	Bis(5-nucleosyl)-tetraphosphatase [asymmetrical]	NUDT2	1	1	16.3	147	6.4821	2726200	1	585	5802
P50914	4	60S ribosomal protein L14	RPL14	1	4	20.9	215	29.204	19682000	6	586	363
P50990	21	T-complex protein 1 subunit theta	CCT8	1	21	50.9	548	142.18	33529000	22	587	189
P50991	11	T-complex protein 1 subunit delta	CCT4	1	11	27.6	539	80.134	18361000	11	588	302
P50995	6	Annexin A11	ANXA11	1	6	13.1	505	44.472	7174900	6	589	194
P51114	1;0	Fragile X mental retardation syndrome-related protein 1	FXR1	2	1	3.1	621;632	5.7301	477350	1	590	1029
P51116	3	Fragile X mental retardation syndrome-related protein 2	FXR2	1	3	3.6	673	18.136	2387300	3	591	1480
P51149	4	Ras-related protein Rab-7a	RAB7A	1	4	22.2	207	27.357	3687700	4	592	740
P51153	1;0;0	Ras-related protein Rab-13	RAB13	3	1	5.4	203;207;212	6.8565	529110	1	593	1723
P51398	2	28S ribosomal protein S29, mitochondrial	DAP3	1	2	8.5	398	15.892	1546900	2	594	1242
P51571	3	Translocon-associated protein subunit delta	SSR4	1	3	23.1	173	20.512	3294000	3	595	1721
P51659	6	Peroxisomal multifunctional enzyme type 2;(3R)-hydroxyacyl-CoA dehydrogenase;Enoyl-CoA hydratase 2	HSD17B4	1	6	10.1	736	36.743	3151700	6	596	607
P51665	5	26S proteasome non-ATPase regulatory subunit 7	PSMD7	1	5	28.1	324	30.208	4544200	5	597	871
P51858	7	Hepatoma-derived growth factor	HDGF	1	7	48.3	240	46.777	10186000	8	598	869
P51991	4	Heterogeneous nuclear ribonucleoprotein A3	HNRNPA3	1	4	13.2	378	27.133	8485200	5	599	1188
P52209	12	6-phosphogluconate dehydrogenase, decarboxylating	PGD	1	12	35.6	483	81.391	19543000	14	600	686
P52272	6	Heterogeneous nuclear ribonucleoprotein M	HNRNPM	1	6	8.9	730	38.861	8190200	7	601	63
P52292	4	Importin subunit alpha-1	KPNA2	1	4	13.8	529	30.318	4147800	4	602	3660
P52565	1	Rho GDP-dissociation inhibitor 1	ARHGDIA	1	1	7.8	204	7.3074	1256100	1	603	5031
P52594	1	Arf-GAP domain and FG repeat-containing protein 1	AGFG1	1	1	1.8	562	6.4961	1298600	1	604	4728
P52597	8	Heterogeneous nuclear ribonucleoprotein F;Heterogeneous nuclear ribonucleoprotein F, N-terminally processed	HNRNPF	1	8	25.8	415	54.443	16267000	8	605	507
P52788	3	Spermine synthase	SMS	1	3	13.1	366	19.126	2212500	3	606	1040
P52815	2	39S ribosomal protein L12, mitochondrial	MRPL12	1	2	11.1	198	12.854	2270000	2	607	4022
P52907	3	F-actin-capping protein subunit alpha-1	CAPZA1	1	3	18.9	286	20.794	3821300	3	608	1053
P53004	3	Biliverdin reductase A	BLVRA	1	3	13.9	296	20.56	1982200	3	609	1742
P53396	18	ATP-citrate synthase	ACLY	1	18	19.9	1101	118.42	18723000	20	610	1130
P53618	3	Coatomer subunit beta	COPB1	1	3	5.2	953	20.065	2118400	3	611	1127
P53621	8	Coatomer subunit alpha;Xenin;Proxenin	COPA	1	8	8.4	1224	54.418	5753700	8	612	2216
P53992	1	Protein transport protein Sec24C	SEC24C	1	1	1.5	1094	6.3898	546430	1	613	3505
P53999	2	Activated RNA polymerase II transcriptional coactivator p15	SUB1	1	2	18.9	127	14.348	8137500	2	614	1505
P54105	1	Methylosome subunit pICln	CLNS1A	1	1	5.5	237	8.296	1136500	1	615	2265
P54136	10	Arginine--tRNA ligase, cytoplasmic	RARS	1	10	18.0	660	68.58	8594700	10	616	2085
P54577	13	Tyrosine--tRNA ligase, cytoplasmic;Tyrosine--tRNA ligase, cytoplasmic, N-terminally processed	YARS	1	13	26.7	528	77.518	9655300	12	617	427
P54578	2	Ubiquitin carboxyl-terminal hydrolase 14	USP14	1	2	8.5	494	15.569	2145500	2	618	445
P54687	1	Branched-chain-amino-acid aminotransferase, cytosolic	BCAT1	1	1	3.4	386	6.0446	614360	1	619	4624
P54709	2	Sodium/potassium-transporting ATPase subunit beta-3	ATP1B3	1	2	9.0	279	14.519	1607700	2	620	3504
P54727	5;1	UV excision repair protein RAD23 homolog B	RAD23B	2	5	14.4	409;363	34.218	5558000	5	621	552
P54819	5	Adenylate kinase 2, mitochondrial;Adenylate kinase 2, mitochondrial, N-terminally processed	AK2	1	5	27.6	239	29.193	4120100	5	622	574
P55010	2	Eukaryotic translation initiation factor 5	EIF5	1	2	7.9	431	14.316	3786900	2	623	378
P55060	15	Exportin-2	CSE1L	1	15	19.9	971	97.017	14413000	15	624	11
P55072	23	Transitional endoplasmic reticulum ATPase	VCP	1	23	35.5	806	182.74	96802000	30	625	202
P55084	4	Trifunctional enzyme subunit beta, mitochondrial;3-ketoacyl-CoA thiolase	HADHB	1	4	9.5	474	26.109	3169300	4	626	434
P55145	2	Mesencephalic astrocyte-derived neurotrophic factor	MANF	1	2	11.0	182	13.158	1033000	2	627	2916
P55209	6	Nucleosome assembly protein 1-like 1	NAP1L1	1	6	15.6	391	37.985	23242000	7	628	1706
P55263	5	Adenosine kinase	ADK	1	5	15.2	362	31.41	4687400	5	629	40
P55265	5	Double-stranded RNA-specific adenosine deaminase	ADAR	1	5	4.2	1226	31.733	1912900	4	630	379
P55327	3	Tumor protein D52	TPD52	1	3	18.3	224	24.201	1987400	3	631	470
P55769	3	NHP2-like protein 1;NHP2-like protein 1, N-terminally processed	NHP2L1	1	3	24.2	128	18.71	1531300	3	632	620
P55786	14;7	Puromycin-sensitive aminopeptidase;Puromycin-sensitive aminopeptidase-like protein	NPEPPS;NPEPPSL1	2	14	22.6	919;478	88.393	12363000	13	633	145
Q6EEV6	1;1;1	Small ubiquitin-related modifier 4;Small ubiquitin-related modifier 2;Small ubiquitin-related modifier 3	SUMO4;SUMO2;SUMO3	3	1	12.6	95;95;103	6.383	3359100	1	634	5726
P55884	14	Eukaryotic translation initiation factor 3 subunit B	EIF3B	1	14	22.1	814	94.263	22163000	14	635	973
P55957	1	BH3-interacting domain death agonist;BH3-interacting domain death agonist p15;BH3-interacting domain death agonist p13;BH3-interacting domain death agonist p11	BID	1	1	7.7	195	5.9764	585300	1	636	1026
P56134	1	ATP synthase subunit f, mitochondrial	ATP5J2	1	1	13.8	94	7.0145	680060	1	637	772
P56192	7	Methionine--tRNA ligase, cytoplasmic	MARS	1	7	12.1	900	44.756	5191200	7	638	132
P56537	4	Eukaryotic translation initiation factor 6	EIF6	1	4	33.5	245	23.798	4646800	4	639	3889
P56545	3;1	C-terminal-binding protein 2	CTBP2	2	3	10.6	445;440	18.365	2294500	3	640	1244
P57088	3	Transmembrane protein 33	TMEM33	1	3	12.6	247	19.0	1574500	3	641	308
P58546	1	Myotrophin	MTPN	1	1	14.4	118	8.1354	1461700	1	642	2325
P59998	3	Actin-related protein 2/3 complex subunit 4	ARPC4	1	3	17.9	168	20.138	3233300	3	643	124
P60174	12	Triosephosphate isomerase	TPI1	1	12	71.9	249	95.567	112280000	24	644	719
P60228	9	Eukaryotic translation initiation factor 3 subunit E	EIF3E	1	9	19.8	445	56.461	7222300	10	645	2608
P60510	2	Serine/threonine-protein phosphatase 4 catalytic subunit	PPP4C	1	2	7.8	307	15.136	1700500	2	646	756
P60520	1	Gamma-aminobutyric acid receptor-associated protein-like 2	GABARAPL2	1	1	6.8	117	5.6702	1498600	1	647	214
P60660	7;2	Myosin light polypeptide 6	MYL6	2	7	55.0	151;208	45.837	23214000	9	648	299
P60709	21;8;7;6;4;4;3	Actin, cytoplasmic 1;Actin, cytoplasmic 1, N-terminally processed	ACTB	7	21	4.5	375;1075;1075;1075;376;1038;375	254.39	629680000	81	649	175
P60842	15	Eukaryotic initiation factor 4A-I	EIF4A1	1	15	22.4	406	98.25	39532000	20	650	222
P60866	2	40S ribosomal protein S20	RPS20	1	2	15.1	119	12.338	6616500	2	651	5583
P60900	7	Proteasome subunit alpha type-6	PSMA6	1	7	27.2	246	48.187	10102000	7	652	228
P60903	4	Protein S100-A10	S100A10	1	4	35.1	97	29.658	11264000	6	653	947
P60953	3	Cell division control protein 42 homolog	CDC42	1	3	20.9	191	22.352	4126900	3	654	4512
P60981	1	Destrin	DSTN	1	1	7.3	165	8.6646	564290	1	655	481
P60983	1	Glia maturation factor beta	GMFB	1	1	16.2	142	6.3441	857000	1	656	4093
P61006	1	Ras-related protein Rab-8A	RAB8A	1	1	6.8	207	5.7216	493840	1	657	384
P61011	1	Signal recognition particle 54 kDa protein	SRP54	1	1	3.8	504	8.6456	2488900	1	658	5158
P61019	3	Ras-related protein Rab-2A	RAB2A	1	3	6.6	212	20.969	2248500	3	659	1953
P61024	1	Cyclin-dependent kinases regulatory subunit 1	CKS1B	1	1	20.3	79	5.9119	1074500	1	660	4730
P61026	2	Ras-related protein Rab-10	RAB10	1	2	5.5	200	13.004	3924800	2	661	153
P62837	2;2;1;1	Ubiquitin-conjugating enzyme E2 D2;Ubiquitin-conjugating enzyme E2 D3;Ubiquitin-conjugating enzyme E2 D4;Ubiquitin-conjugating enzyme E2 D1	UBE2D2;UBE2D3;UBE2D4;UBE2D1	4	2	19.7	147;147;147;147	14.333	2100600	2	662	3185
P61086	1	Ubiquitin-conjugating enzyme E2 K	UBE2K	1	1	7.5	200	7.1989	768900	1	663	2055
P61088	1	Ubiquitin-conjugating enzyme E2 N	UBE2N	1	1	13.2	152	7.6855	2956900	1	664	6427
P61106	3	Ras-related protein Rab-14	RAB14	1	3	27.4	215	19.3	4038800	3	665	3194
P61158	3	Actin-related protein 3	ACTR3	1	3	15.8	418	18.257	4543400	3	666	2430
P61160	2	Actin-related protein 2	ACTR2	1	2	6.3	394	13.042	1818500	2	667	2488
P61163	1	Alpha-centractin	ACTR1A	1	1	4.5	376	6.8193	704350	1	668	462
P84077	6;6	ADP-ribosylation factor 1;ADP-ribosylation factor 3	ARF1;ARF3	2	6	20.4	181;181	43.649	22468000	10	669	711
P61221	10	ATP-binding cassette sub-family E member 1	ABCE1	1	10	22.5	599	65.834	7605800	10	670	661
P61224	4;4;3	Ras-related protein Rap-1b;Ras-related protein Rap-1A;Ras-related protein Rap-1b-like protein	RAP1B;RAP1A	3	4	26.1	184;184;184	30.358	9111500	4	671	2992
P61247	6	40S ribosomal protein S3a	RPS3A	1	6	25.4	264	42.698	16135000	7	672	64
Q9UNX3	3;3	60S ribosomal protein L26-like 1;60S ribosomal protein L26	RPL26L1;RPL26	2	3	16.6	145;145	18.212	15755000	4	673	725
P61289	2	Proteasome activator complex subunit 3	PSME3	1	2	7.9	254	12.131	2088800	2	674	3647
P61313	5	60S ribosomal protein L15	RPL15	1	5	25.0	204	32.354	12596000	5	675	1724
P61353	4	60S ribosomal protein L27	RPL27	1	4	36.0	136	25.757	13833000	4	676	4339
P61457	3	Pterin-4-alpha-carbinolamine dehydratase	PCBD1	1	3	29.8	104	17.991	3243400	3	677	563
P61513	2;1	60S ribosomal protein L37a;Putative 60S ribosomal protein L37a-like protein	RPL37A;RPL37AP8	2	2	28.3	92;93	12.107	3399100	2	678	5643
P61604	3	10 kDa heat shock protein, mitochondrial	HSPE1	1	3	35.3	102	22.455	11257000	3	679	6036
P61619	2;1	Protein transport protein Sec61 subunit alpha isoform 1;Protein transport protein Sec61 subunit alpha isoform 2	SEC61A1;SEC61A2	2	2	6.1	476;476	11.37	885430	2	680	1776
P61758	3	Prefoldin subunit 3	VBP1	1	3	21.3	197	21.061	2607800	3	681	1786
P61769	1	Beta-2-microglobulin;Beta-2-microglobulin form pI 5.3	B2M	1	1	8.4	119	7.4611	1877500	1	682	5838
P61803	2	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	DAD1	1	2	19.5	113	15.796	647890	2	683	72
P61970	3	Nuclear transport factor 2	NUTF2	1	3	37.0	127	17.514	1306300	3	684	69
P61978	11	Heterogeneous nuclear ribonucleoprotein K	HNRNPK	1	11	38.7	463	75.247	39131000	14	685	2375
P61981	3	14-3-3 protein gamma;14-3-3 protein gamma, N-terminally processed	YWHAG	1	3	17.4	247	21.859	4070600	4	686	996
P62081	6	40S ribosomal protein S7	RPS7	1	6	47.4	194	41.831	29595000	8	687	221
