Protein IDs,Protein names,Gene names,Razor + unique peptides,Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Q-value,Score,Reporter intensity 1,Reporter intensity 2,Reporter intensity 3,Reporter intensity 4,Reporter intensity 5,Reporter intensity 6,Intensity,id,Peptide IDs,Evidence IDs,Best MS/MS
P13444,S-adenosylmethionine synthase isoform type-1 (AdoMet synthase 1) (EC 2.5.1.6) (Methionine adenosyltransferase 1) (MAT 1) (Methionine adenosyltransferase I/III) (MAT-I/III),Mat1a Ams1,20,62.0,43.697,397,0.0,323.31,4074600.0,4132400.0,4978400.0,3845600.0,4120500.0,5540400.0,104440000000.0,2636,8418;14457;18329;19172;20218;22551;29231;29825;29929;34511;35009;35010;35531;37642;37868;38508;39646;40467;41813;45450,44501;44502;44503;75578;75579;75580;75581;75582;75583;75584;75585;75586;75587;75588;75589;75590;75591;75592;75593;75594;75595;75596;75597;75598;75599;75600;96373;96374;96375;96376;96377;96378;96379;96380;96381;96382;96383;96384;96385;96386;100665;100666;100667;100668;100669;100670;100671;100672;100673;100674;100675;100676;100677;100678;100679;100680;100681;100682;100683;100684;100685;100686;100687;106456;106457;106458;106459;106460;106461;118278;118279;150868;150869;150870;150871;154505;154506;154507;154508;154509;154510;154511;154512;154513;154514;154515;154516;154517;154518;154519;154520;154521;154522;155013;155014;155015;155016;155017;155018;155019;175887;175888;175889;175890;175891;175892;175893;175894;178383;178384;178385;178386;178387;178388;178389;178390;178391;178392;178393;178394;178395;178396;178397;178398;178399;178400;178401;178402;178403;178404;178405;178406;178407;178408;178409;178410;178411;180942;180943;180944;180945;180946;180947;180948;191298;191299;191300;191301;191302;191303;191304;191305;191306;191307;191308;191309;191310;191311;191312;191313;192555;192556;192557;192558;192559;192560;192561;192562;192563;192564;192565;192566;192567;192568;192569;192570;192571;192572;196084;201943;201944;201945;201946;201947;201948;201949;201950;201951;206487;206488;206489;206490;206491;206492;206493;206494;206495;206496;206497;206498;206499;206500;206501;206502;206503;214012;214013;214014;214015;214016;233142;233143;233144;233145;233146;233147;233148;233149;233150;233151;233152;233153;233154;233155;233156;233157;233158;233159;233160;233161;233162,47061
P13471,40S ribosomal protein S14,Rps14,6,37.7,16.259,151,0.0,240.7,902040.0,890130.0,1020300.0,834180.0,912090.0,1217900.0,23295000000.0,2637,803;5479;10566;19415;39429;42061,4137;4138;4139;4140;4141;4142;4143;4144;4145;4146;4147;4148;4149;4150;4151;4152;28345;28346;28347;28348;28349;28350;28351;28352;28353;28354;28355;28356;28357;55770;55771;55772;55773;55774;55775;55776;55777;55778;102024;102025;102026;102027;102028;102029;102030;102031;102032;102033;102034;102035;102036;102037;102038;102039;102040;102041;102042;102043;102044;102045;102046;102047;102048;200978;200979;200980;200981;200982;200983;200984;200985;200986;200987;215491,4400
P13599,IgG receptor FcRn large subunit p51 (FcRn) (IgG Fc fragment receptor transporter alpha chain) (Neonatal Fc receptor),Fcgrt Fcrn,4,7.9,40.168,366,0.00028169,7.9533,141630.0,138370.0,141830.0,137020.0,149300.0,166330.0,508200000.0,2638,11441;11624;22166;26109,60245;60246;60903;60904;60905;60906;60907;60908;60909;60910;116420;116421;134977;134978;134979,63711
P13601,"Aldehyde dehydrogenase, cytosolic 1 (EC 1.2.1.3) (ALDH class 1) (ALDH-E1) (ALHDII) (Aldehyde dehydrogenase family 1 member A7) (Aldehyde dehydrogenase phenobarbital-inducible)",Aldh1a7 Aldh-pb Aldh1 Aldh1a4,12,30.7,54.559,501,0.0,155.58,1250800.0,2015100.0,1782700.0,1140900.0,2108600.0,1777900.0,6691499999.999999,2639,2833;8338;9073;11000;15460;19049;19699;19957;20348;20349;23531;23604;24416;24968;32034;34452;36927;39240;42368;43249;43506;45036;46173;46174,14920;14921;14922;14923;14924;44104;47883;47884;47885;47886;47887;47888;47889;47890;47891;47892;47893;47894;47895;47896;47897;47898;47899;47900;47901;47902;47903;47904;47905;47906;47907;47908;47909;47910;47911;57896;57897;57898;57899;57900;57901;57902;57903;57904;57905;57906;57907;80757;80758;80759;80760;80761;80762;80763;80764;80765;80766;80767;80768;80769;80770;80771;80772;80773;80774;80775;80776;80777;80778;99925;99926;99927;99928;99929;99930;103582;103583;103584;103585;103586;103587;103588;104950;104951;104952;104953;104954;107139;107140;107141;107142;107143;107144;107145;107146;107147;107148;107149;107150;107151;107152;107153;107154;107155;107156;107157;107158;107159;107160;107161;107162;122240;122534;122535;122536;122537;122538;122539;126558;126559;126560;126561;126562;126563;126564;129250;129251;129252;129253;129254;129255;129256;129257;165253;165254;165255;165256;175638;175639;175640;175641;187614;187615;187616;187617;187618;187619;187620;187621;187622;187623;187624;187625;199945;199946;217145;217146;217147;221689;221690;221691;221692;221693;221694;221695;221696;221697;221698;221699;222929;222930;222931;222932;222933;222934;222935;222936;222937;222938;222939;222940;222941;222942;222943;222944;222945;222946;222947;230905;230906;230907;230908;230909;236849;236850;236851;236852;236853;236854;236855;236856;236857;236858;236859;236860;236861,15755
P13635,Ceruloplasmin (EC 1.16.3.1) (Ferroxidase),Cp,31,34.3,120.84,1059,0.0,233.13,2105000.0,2333300.0,3372100.0,2019400.0,2810500.0,3755600.0,7879699999.999999,2640,2686;2796;5221;6018;6074;6850;6927;7569;9422;10639;11003;11088;11933;12680;12681;16740;16923;16926;17191;21776;28956;29518;31960;35319;37015;38267;38268;40360;40958;41406;46108,13916;13917;13918;13919;13920;13921;13922;13923;13924;14752;14753;14754;14755;14756;27037;27038;27039;27040;31563;31564;31565;31566;31567;31568;31569;32030;32031;32032;32033;32034;32035;32036;32037;32038;32039;36240;36241;36242;36243;36244;36245;36833;36834;36835;36836;36837;36838;39983;39984;39985;39986;49796;49797;49798;49799;49800;56183;56184;56185;56186;56187;56188;56189;56190;56191;57910;57911;57912;57913;57914;58294;58295;58296;62381;62382;62383;62384;62385;62386;62387;62388;62389;62390;62391;66693;66694;66695;66696;87731;88572;88573;88574;88575;88576;88577;88578;88579;88580;88581;88592;88593;89905;89906;114709;114710;114711;114712;114713;149130;149131;149132;149133;149134;149135;149136;152768;152769;152770;152771;152772;152773;152774;152775;152776;152777;152778;164917;179815;179816;188009;188010;194682;194683;194684;194685;194686;194687;205967;205968;205969;205970;205971;209272;209273;209274;209275;209276;209277;209278;211717;211718;211719;236499;236500;236501,14693
P13668,Stathmin (Leukemia-associated phosphoprotein p18) (Metablastin) (Oncoprotein 18) (Op18) (Phosphoprotein p19) (pp19) (Pr22 protein) (Prosolin) (pp17),Stmn1 Lap18,5,30.2,17.288,149,0.0,8.3746,60883.0,46057.0,43958.0,55017.0,37845.0,49457.0,225680000.0,2641,3505;6760;11828;22662;35564,18410;35660;35661;35662;61806;118723;181116;181117;181118;181119;181120;181121,19433
P13676,Acylamino-acid-releasing enzyme (AARE) (EC 3.4.19.1) (Acyl-peptide hydrolase) (APH) (Acylaminoacyl-peptidase),Apeh,13,25.1,81.383,732,0.0,91.377,377520.0,350710.0,332140.0,351490.0,321290.0,399870.0,685350000.0,2642,1506;7912;11502;17268;21872;32211;32443;33211;33688;34621;35263;40118;43731,7834;7835;7836;7837;7838;7839;41759;41760;41761;41762;60493;60494;60495;90266;115205;166095;166096;166097;167183;170593;172662;172663;172664;176449;176450;176451;179477;179478;179479;204519;224288;224289,8287
P13697,NADP-dependent malic enzyme (NADP-ME) (EC 1.1.1.40) (Malic enzyme 1),Me1 Mod-1 Mod1,27,57.9,64.002,572,0.0,204.17,2943400.0,3026500.0,2932300.0,2786600.0,2609800.0,3501500.0,18693000000.0,2643,908;1827;1999;3456;3457;6384;6854;9023;12238;15853;16319;16754;18343;20275;20441;21635;25003;26664;28584;28714;30415;31741;38995;43186;45205;45531;45532,4601;4602;4603;4604;4605;4606;4607;4608;9555;9556;9557;9558;9559;9560;9561;9562;9563;9564;9565;9566;9567;9568;10485;10486;10487;10488;10489;10490;10491;10492;18166;18167;18168;18169;18170;18171;18172;33805;33806;33807;36252;36253;36254;47565;47566;47567;64205;64206;64207;64208;64209;64210;64211;64212;64213;82954;82955;82956;85474;85475;87801;87802;87803;87804;87805;87806;87807;87808;87809;87810;87811;87812;87813;87814;87815;87816;87817;87818;87819;87820;87821;87822;87823;96449;96450;96451;96452;96453;96454;96455;96456;96457;96458;96459;96460;96461;96462;96463;106763;106764;106765;106766;106767;106768;106769;106770;106771;106772;107668;107669;107670;107671;107672;107673;107674;107675;114095;114096;114097;114098;114099;114100;114101;114102;114103;114104;129399;129400;129401;129402;129403;129404;129405;129406;129407;137763;137764;137765;137766;147196;147197;147198;147199;147905;147906;147907;147908;147909;147910;147911;147912;147913;147914;147915;157275;157276;157277;157278;163953;163954;163955;163956;198747;198748;198749;221413;221414;221415;221416;221417;231825;231826;231827;231828;231829;231830;231831;231832;231833;233516;233517;233518;233519;233520;233521;233522;233523;233524;233525,4880
P13721,"Beta-galactoside alpha-2,6-sialyltransferase 1 (Alpha 2,6-ST 1) (EC 2.4.3.1) (CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,6-sialyltransferase 1) (ST6Gal I) (ST6GalI) (Sialyltransferase 1)",St6gal1 Siat1,14,35.5,46.753,403,0.0,76.633,1221400.0,1199200.0,1459600.0,1103400.0,1272900.0,1627700.0,4253900000.0,2644,4416;8789;9962;13196;13898;14297;16774;17093;18488;22397;23225;38023;42106;44649,23088;23089;23090;23091;23092;46488;46489;52793;52794;52795;52796;52797;52798;69456;72849;72850;72851;72852;72853;72854;72855;74795;74796;74797;74798;74799;74800;87915;87916;89491;89492;97096;97097;97098;97099;97100;97101;97102;117494;117495;117496;121020;121021;121022;193401;193402;193403;215677;215678;215679;228678;228679;228680;228681,24365
P13803,"Electron transfer flavoprotein subunit alpha, mitochondrial (Alpha-ETF)",Etfa,18,65.5,34.951,333,0.0,323.31,6917900.0,7071200.0,6976200.0,6431800.0,7168000.0,7810300.0,152140000000.0,2645,475;3016;7066;16413;17457;25116;26458;26689;32467;34898;36449;38812;38813;38829;42563;43864;43874;43943,2237;2238;2239;2240;2241;2242;2243;2244;2245;2246;2247;2248;2249;2250;2251;2252;2253;2254;2255;2256;2257;2258;2259;2260;2261;2262;2263;2264;2265;2266;2267;2268;2269;2270;2271;2272;2273;2274;2275;2276;2277;2278;15863;15864;15865;15866;15867;15868;15869;15870;15871;15872;15873;15874;15875;15876;15877;15878;15879;15880;15881;15882;15883;15884;15885;15886;37626;37627;37628;37629;37630;37631;37632;37633;37634;37635;37636;85915;85916;85917;85918;85919;85920;85921;85922;85923;85924;85925;85926;85927;85928;85929;85930;85931;85932;85933;85934;85935;85936;85937;91366;91367;91368;91369;91370;91371;91372;91373;91374;91375;91376;91377;91378;91379;91380;91381;91382;91383;91384;91385;91386;91387;91388;91389;91390;91391;130017;130018;130019;130020;130021;130022;130023;130024;130025;130026;130027;130028;130029;130030;130031;130032;130033;130034;136598;136599;136600;136601;137881;137882;137883;137884;137885;137886;137887;137888;137889;137890;137891;137892;137893;137894;137895;137896;137897;137898;137899;137900;137901;137902;137903;137904;137905;167278;167279;167280;177783;177784;177785;177786;177787;177788;177789;177790;177791;177792;177793;185370;185371;185372;185373;185374;185375;197908;197909;197910;197911;197912;197913;197914;197915;197916;197917;197918;197919;197920;197921;197922;197923;197924;197925;197926;197927;197928;197929;197930;197931;197932;197933;197934;197935;197936;197990;197991;197992;197993;197994;197995;197996;197997;197998;197999;198000;198001;218216;218217;218218;218219;218220;218221;218222;218223;218224;218225;218226;218227;218228;218229;218230;224969;224970;224971;224972;224973;224974;224975;224976;224977;224978;224979;224980;224981;224982;224983;224984;224985;224986;224987;224988;224989;224990;224991;224992;224993;224994;224995;224996;224997;224998;224999;225000;225001;225002;225003;225004;225005;225006;225007;225008;225009;225050;225051;225052;225053;225054;225055;225056;225057;225058;225059;225060;225061;225388;225389;225390;225391;225392;225393;225394;225395,2405
P13832,"Myosin regulatory light chain RLC-A (Myosin RLC-A) (Myosin regulatory light chain 2-A, smooth muscle isoform)",Rlc-a,9,22.1,19.895,172,0.0,98.031,859030.0,776020.0,903110.0,835000.0,886860.0,1049000.0,6954699999.999999,2646,3758;5755;8313;8490;10718;14324;16645;26583;29559,19705;19706;19707;19708;19709;19710;19711;19712;19713;19714;19715;19716;19717;29970;29971;43933;43934;43935;44987;44988;56538;56539;56540;74916;74917;74918;74919;74920;74921;74922;74923;74924;74925;74926;87220;87221;87222;87223;87224;87225;87226;137366;137367;137368;137369;137370;153000,20795
P14046,Alpha-1-inhibitor 3 (Alpha-1-inhibitor 3 variant II) (Alpha-1-inhibitor III),A1i3,44,11.4,163.77,1477,0.0,323.31,5448000.0,5580300.0,3200800.0,5765700.0,4820900.0,3776000.0,20003000000.0,2647,1297;7116;7153;8372;8847;8848;9060;9224;11834;11940;14220;15104;15188;16619;18243;20267;20696;22027;22714;24787;26904;26920;27742;28067;29138;29171;30481;30568;31604;31927;33030;33304;33442;33443;35032;36516;36868;39485;42354;42355;43154;43416;44039;45119;45662;45729,6621;6622;6623;6624;6625;6626;37904;38100;38101;38102;44246;44247;46761;46762;46763;46764;47740;47741;47742;47743;47744;47745;47746;47747;47748;47749;47750;47751;48705;48706;48707;48708;48709;48710;61835;61836;61837;61838;62428;62429;62430;62431;62432;62433;62434;62435;62436;74352;74353;74354;74355;74356;74357;78916;78917;78918;78919;78920;78921;78922;78923;78924;78925;78926;79320;79321;79322;87035;87036;87037;87038;87039;87040;87041;87042;87043;87044;87045;87046;95882;95883;95884;106729;109205;109206;115853;115854;115855;115856;115857;118984;118985;128418;128419;138943;138944;138945;138946;138947;138948;138949;138950;138951;138995;138996;138997;138998;138999;142759;142760;142761;142762;142763;142764;142765;142766;142767;144455;144456;144457;150387;150388;150389;150390;150391;150392;150393;150394;150395;150396;150397;150564;150565;150566;150567;150568;150569;150570;150571;157562;157563;157564;157565;157566;157567;157568;157569;157570;157571;157572;157573;157997;157998;163367;163368;163369;163370;163371;163372;163373;163374;163375;163376;163377;163378;163379;163380;163381;163382;163383;164798;164799;164800;164801;164802;164803;164804;169879;169880;169881;169882;170896;170897;170898;171482;171483;171484;171485;171486;171487;171488;171489;171490;171491;171492;171493;178509;185672;185673;185674;185675;185676;185677;185678;185679;187323;187324;187325;187326;187327;187328;187329;187330;187331;187332;187333;187334;201141;201142;201143;201144;201145;201146;201147;201148;201149;217074;217075;217076;217077;217078;217079;217080;217081;217082;217083;217084;217085;217086;217087;217088;217089;217090;221309;221310;221311;221312;221313;221314;221315;221316;221317;221318;221319;221320;222502;222503;222504;222505;222506;222507;222508;225822;225823;231452;231453;231454;234262;234263;234264;234265;234266;234267;234268;234269;234270;234271;234272;234273;234274;234275;234276;234277;234278;234279;234280;234626;234627;234628,6985
P14056,Serine/threonine-protein kinase A-Raf (EC 2.7.11.1) (Proto-oncogene A-Raf) (Proto-oncogene A-Raf-1),Araf A-raf Araf1,11,14.7,67.551,604,0.0,24.6,203210.0,210760.0,206490.0,194190.0,208250.0,257180.0,445640000.0,2648,7412;13693;16443;16813;17230;19750;19899;26377;33492;40697;44321,39225;39226;39227;71869;71870;71871;86085;86086;86087;88100;88101;88102;88103;88104;88105;90090;103890;103891;103892;104630;136240;171713;171714;207868;227169;227170;227171,41465
P14141,Carbonic anhydrase 3 (EC 4.2.1.1) (Carbonate dehydratase III) (Carbonic anhydrase III) (CA-III),Ca3,20,88.1,29.431,260,0.0,323.31,14447000.0,10717000.0,10628000.0,13632000.0,9430400.0,11182000.0,656590000000.0,2649,8168;8489;10259;10260;11291;12543;15092;15257;15258;15736;16153;18070;32433;33176;36000;38743;43730;44657;45725;45726,43163;44965;44966;44967;44968;44969;44970;44971;44972;44973;44974;44975;44976;44977;44978;44979;44980;44981;44982;44983;44984;44985;44986;54339;54340;54341;54342;54343;54344;54345;54346;54347;54348;54349;54350;54351;54352;54353;54354;54355;54356;54357;54358;54359;54360;54361;54362;54363;54364;54365;54366;54367;54368;54369;54370;54371;54372;54373;54374;54375;54376;54377;54378;59417;59418;59419;59420;59421;59422;59423;59424;59425;59426;59427;59428;59429;59430;59431;59432;59433;59434;59435;59436;59437;59438;59439;59440;59441;59442;59443;59444;59445;59446;59447;59448;59449;59450;59451;59452;59453;59454;59455;59456;59457;59458;59459;59460;59461;59462;59463;59464;59465;59466;59467;59468;59469;59470;59471;59472;59473;59474;59475;59476;59477;59478;59479;59480;59481;59482;59483;59484;59485;59486;59487;59488;59489;65957;65958;65959;65960;65961;65962;65963;65964;65965;65966;65967;65968;65969;65970;65971;65972;65973;65974;65975;65976;65977;65978;65979;65980;65981;65982;78832;78833;78834;78835;78836;78837;78838;78839;78840;78841;78842;78843;78844;78845;78846;78847;78848;78849;78850;78851;78852;78853;78854;78855;78856;78857;78858;78859;78860;78861;78862;78863;78864;78865;78866;78867;78868;78869;78870;78871;78872;78873;78874;78875;78876;78877;78878;78879;78880;78881;78882;78883;78884;79691;79692;79693;79694;79695;79696;79697;79698;79699;79700;79701;79702;79703;79704;79705;79706;79707;79708;79709;79710;79711;79712;79713;79714;79715;79716;79717;79718;79719;82416;82417;82418;82419;82420;82421;82422;82423;82424;82425;82426;82427;82428;82429;82430;82431;82432;82433;82434;84700;94939;94940;94941;94942;94943;94944;94945;94946;94947;94948;94949;94950;94951;94952;94953;94954;94955;94956;94957;94958;94959;94960;94961;94962;167150;167151;167152;170455;170456;170457;170458;170459;170460;170461;170462;170463;170464;170465;170466;170467;170468;170469;170470;170471;170472;170473;183229;183230;183231;183232;183233;183234;183235;183236;183237;183238;183239;183240;183241;183242;183243;183244;183245;183246;183247;183248;183249;197506;197507;197508;197509;197510;197511;197512;197513;197514;197515;197516;197517;197518;197519;197520;197521;197522;224255;224256;224257;224258;224259;224260;224261;224262;224263;224264;224265;224266;224267;224268;224269;224270;224271;224272;224273;224274;224275;224276;224277;224278;224279;224280;224281;224282;224283;224284;224285;224286;224287;228709;228710;228711;228712;228713;228714;228715;228716;228717;228718;228719;228720;228721;228722;228723;228724;228725;228726;228727;228728;228729;228730;228731;228732;228733;234588;234589;234590;234591;234592;234593;234594;234595;234596;234597;234598;234599;234600;234601;234602;234603;234604;234605;234606;234607;234608;234609;234610;234611;234612;234613;234614;234615,45622
P14173,Aromatic-L-amino-acid decarboxylase (AADC) (EC 4.1.1.28) (DOPA decarboxylase) (DDC),Ddc,22,51.5,54.053,480,0.0,186.42,1680400.0,1639400.0,1649200.0,1643800.0,1558100.0,1893000.0,9978200000.0,2650,1454;1535;1926;2366;2367;6409;11047;11048;17213;18734;18901;19978;22546;25816;27507;28060;29118;31942;33000;37973;40076;45534,7494;7495;7496;7497;7498;7499;7500;7501;7502;7503;7504;7505;7506;7507;7508;7509;7510;7511;7512;7954;7955;7956;7957;10058;10059;12314;12315;12316;12317;12318;12319;12320;12321;12322;12323;12324;12325;12326;12327;12328;12329;12330;33954;33955;33956;33957;33958;33959;33960;33961;58124;58125;58126;58127;58128;58129;58130;58131;58132;58133;89992;89993;89994;89995;89996;89997;89998;98374;98375;98376;98377;98378;98379;98380;98381;98382;99143;105050;105051;105052;105053;105054;118266;133479;141704;141705;141706;141707;141708;141709;141710;141711;141712;141713;144419;144420;144421;144422;144423;150266;150267;150268;150269;150270;150271;150272;150273;150274;150275;150276;150277;150278;150279;164850;164851;164852;169748;169749;169750;193173;193174;193175;193176;193177;193178;193179;193180;193181;193182;193183;193184;193185;193186;193187;193188;204251;204252;233527;233528;233529;233530;233531;233532;233533;233534;233535;233536;233537;233538;233539,7933
P14272,Plasma kallikrein (EC 3.4.21.34) (Fletcher factor) (Kininogenin) (Plasma prekallikrein) [Cleaved into: Plasma kallikrein heavy chain; Plasma kallikrein light chain],Klkb1 Klk3 Pk,7,11.4,71.273,638,0.0,19.621,34397.0,35280.0,21645.0,32194.0,36697.0,25905.0,39905000.0,2651,9566;11689;15127;15364;15607;38008;40543;43723,50566;61149;79033;79034;80235;81673;81674;193327;206905;206906;224229;224230;224231,53447
P14408,"Fumarate hydratase, mitochondrial (Fumarase) (EC 4.2.1.2)",Fh Fh1,24,65.3,54.464,507,0.0,257.13,5309700.0,5208000.0,5737200.0,4801100.0,5309600.0,6563300.0,74485000000.0,2652,27;91;1815;9288;13068;13709;19106;19600;19601;19795;21753;23035;25378;26097;26508;26536;29281;31369;35426;35832;36720;38636;40445;46273,83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;400;401;402;403;404;405;406;407;408;409;410;411;412;9481;9482;9483;9484;9485;9486;9487;9488;9489;9490;9491;9492;9493;9494;9495;9496;9497;9498;9499;9500;9501;9502;9503;9504;9505;9506;9507;9508;9509;9510;9511;9512;9513;9514;9515;9516;9517;49004;49005;49006;49007;49008;49009;68770;68771;68772;68773;68774;68775;68776;68777;68778;68779;68780;68781;68782;68783;68784;68785;68786;71946;71947;71948;71949;71950;71951;100351;100352;100353;100354;100355;100356;100357;103048;103049;103050;103051;103052;103053;103054;103055;103056;103057;103058;103059;103060;103061;103062;103063;103064;103065;103066;103067;103068;103069;103070;103071;103072;103073;103074;103075;104078;104079;104080;104081;114584;114585;114586;114587;114588;114589;114590;114591;114592;114593;114594;114595;114596;114597;114598;114599;120329;120330;120331;120332;120333;120334;120335;120336;120337;120338;120339;120340;120341;120342;120343;120344;120345;131338;131339;131340;131341;131342;131343;131344;134924;134925;136918;136919;136920;136921;136922;136923;136924;136925;136926;136927;136928;136929;136930;136931;136932;136933;136934;136935;136936;136937;136938;136939;137101;137102;137103;137104;137105;137106;137107;137108;137109;137110;137111;137112;137113;137114;137115;137116;137117;137118;137119;137120;137121;137122;137123;137124;137125;151136;151137;151138;151139;162146;162147;162148;162149;162150;162151;180413;180414;180415;180416;180417;180418;180419;180420;180421;180422;180423;180424;180425;180426;180427;180428;180429;180430;180431;180432;180433;180434;180435;180436;180437;180438;180439;180440;180441;180442;180443;182435;182436;182437;182438;182439;182440;186647;196782;196783;196784;196785;196786;196787;196788;196789;196790;196791;196792;196793;196794;196795;206373;206374;206375;206376;206377;206378;206379;206380;206381;206382;206383;237451;237452;237453;237454;237455;237456;237457;237458;237459,109
P14480,Fibrinogen beta chain (Liver regeneration-related protein LRRG036/LRRG043/LRRG189) [Cleaved into: Fibrinopeptide B; Fibrinogen beta chain],Fgb Ab1-181 Ab1-216 Ac1-581,28,61.8,54.235,479,0.0,323.31,2259300.0,2501000.0,4685400.0,2202000.0,2755700.0,6188500.0,20180000000.0,2653,1758;6918;6930;8648;8758;9182;9183;15484;15485;15632;15633;19868;21151;22102;22325;22333;22334;23004;23466;24688;28543;31077;32196;38168;40972;44788;45895;46314,9147;9148;9149;9150;9151;9152;9153;9154;36796;36797;36798;36799;36849;36850;36851;36852;36853;36854;36855;36856;36857;36858;36859;36860;36861;36862;36863;36864;36865;36866;36867;36868;45818;45819;45820;45821;45822;46303;46304;46305;46306;46307;48448;48449;48450;48451;80900;80901;80902;80903;80904;80905;80906;80907;80908;80909;80910;80911;80912;80913;80914;81809;81810;81811;81812;81813;81814;81815;81816;81817;81818;104466;104467;104468;104469;104470;104471;104472;104473;104474;104475;104476;104477;104478;111491;116163;116164;116165;117187;117223;117224;117225;117226;117227;117228;117229;117230;117231;117232;117233;117234;117235;117236;117237;117238;117239;117240;117241;120194;120195;120196;120197;120198;120199;120200;120201;120202;121961;121962;127890;127891;127892;127893;127894;127895;127896;127897;127898;127899;127900;127901;127902;127903;147010;147011;147012;147013;147014;147015;147016;147017;147018;147019;147020;147021;147022;147023;160666;160667;160668;160669;160670;160671;160672;160673;160674;166051;166052;166053;166054;194137;194138;194139;194140;194141;194142;194143;194144;194145;194146;194147;209331;209332;209333;209334;229536;229537;229538;229539;229540;229541;229542;229543;229544;229545;229546;229547;229548;229549;235412;235413;235414;235415;235416;235417;235418;235419;235420;235421;237716;237717;237718;237719;237720;237721;237722;237723;237724,9667
P14562,Lysosome-associated membrane glycoprotein 1 (LAMP-1) (Lysosome-associated membrane protein 1) (120 kDa lysosomal membrane glycoprotein) (LGP-120) (CD107 antigen-like family member A) (CD antigen CD107a),Lamp1 Lamp-1,5,13.8,43.969,407,0.0,31.874,1003000.0,1085400.0,1133000.0,947050.0,1085800.0,1288100.0,2953399999.9999995,2654,1328;2505;4732;16744;45948,6804;6805;6806;6807;6808;6809;6810;6811;13039;13040;13041;13042;13043;13044;13045;13046;24629;24630;87756;87757;87758;87759;87760;87761;87762;87763;87764;87765;235630;235631;235632;235633;235634,7176
P14604,"Enoyl-CoA hydratase, mitochondrial (mECH) (mECH1) (EC 4.2.1.17) (EC 5.3.3.8) (Enoyl-CoA hydratase 1) (ECHS1) (Short-chain enoyl-CoA hydratase) (SCEH)",Echs1,18,52.8,31.516,290,0.0,225.77,5637400.0,5777000.0,5943400.0,5263900.0,6050100.0,6794900.0,61753000000.0,2655,1226;3117;9663;11824;11825;13793;19675;20213;21161;22726;22727;25001;25002;31142;31143;32047;35888;38352,6216;6217;6218;6219;6220;6221;6222;6223;6224;6225;16399;16400;16401;16402;16403;16404;16405;16406;16407;16408;16409;16410;16411;16412;16413;51088;51089;51090;51091;51092;51093;51094;51095;51096;51097;51098;51099;51100;51101;51102;51103;51104;51105;51106;51107;51108;51109;51110;51111;51112;51113;51114;51115;61767;61768;61769;61770;61771;61772;61773;61774;61775;61776;61777;61778;61779;61780;61781;61782;61783;61784;61785;61786;61787;61788;61789;61790;61791;61792;61793;61794;61795;61796;61797;61798;61799;61800;72361;72362;72363;72364;103502;103503;106428;106429;106430;106431;106432;106433;111538;111539;111540;111541;111542;111543;111544;111545;111546;111547;111548;111549;111550;111551;119021;119022;119023;119024;119025;119026;129388;129389;129390;129391;129392;129393;129394;129395;129396;129397;129398;161012;161013;161014;161015;161016;161017;161018;161019;161020;161021;165343;165344;165345;182643;182644;182645;182646;182647;182648;182649;182650;182651;182652;182653;182654;182655;182656;182657;182658;182659;182660;182661;182662;182663;182664;182665;195190;195191;195192;195193;195194;195195;195196;195197;195198;195199;195200;195201;195202;195203,6562
P14630,Apolipoprotein M (Apo-M) (ApoM) (Protein Px),Apom,2,13.2,21.512,190,0.00027078,7.0159,89592.0,86433.0,69812.0,83215.0,84615.0,78176.0,160460000.0,2656,30941;37963,159999;160000;160001;160002;160003;193117;193118;193119,169466
P14668,Annexin A5 (Anchorin CII) (Annexin V) (Annexin-5) (Calphobindin I) (CPB-I) (Endonexin II) (Lipocortin V) (Placental anticoagulant protein 4) (PP4) (Placental anticoagulant protein I) (PAP-I) (Thromboplastin inhibitor) (Vascular anticoagulant-alpha) (VAC-alpha),Anxa5 Anx5,18,66.8,35.744,319,0.0,229.34,2112600.0,2079100.0,2099500.0,2047200.0,2120500.0,2420700.0,9822200000.0,2658,628;2417;7062;12050;13566;14735;15138;15139;16356;17507;28484;29921;32146;35037;35735;42540;44310;45660,3093;3094;3095;3096;3097;12586;12587;12588;12589;12590;12591;12592;37606;63022;63023;63024;63025;63026;63027;63028;63029;63030;63031;63032;63033;63034;63035;71293;71294;71295;71296;77033;77034;77035;77036;77037;77038;77039;77040;77041;79083;79084;79085;79086;79087;79088;79089;79090;79091;79092;85643;85644;85645;85646;85647;85648;85649;85650;85651;85652;85653;85654;85655;85656;85657;85658;85659;91677;91678;91679;91680;91681;146740;146741;146742;146743;146744;154975;154976;154977;154978;154979;154980;154981;154982;165823;165824;165825;165826;165827;165828;165829;178520;181963;181964;181965;181966;181967;181968;181969;218108;218109;218110;218111;227118;227119;227120;227121;234257;234258;234259;234260,3294
