Gene names,Reporter intensity 3 set1,Reporter intensity 2 set1,Reporter intensity 2 ,Protein names,Reporter intensity 1 set1,Intensity,Reporter intensity 1 set2,Reporter intensity 3 set2,Reporter intensity 4 set3,Reporter intensity 1 ,Reporter intensity 4 ,Reporter intensity 2 set3,Reporter intensity 2 set2,Reporter intensity 3 set3,Best MS/MS,Reporter intensity 3 ,Sequence coverage [%],Reporter intensity 1 set3,Evidence IDs,Reporter intensity 4 set2,Q-value,Mol. weight [kDa],Peptide IDs,Protein IDs,Razor + unique peptides,Score,Reporter intensity 4 set1,Sequence length
GNG5 GNGT5,49554.0,44253.0,0.0,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5,37797.0,52851000.0,4379.3,4731.6,14633.0,0.0,0.0,13890.0,4334.6,15847.0,80579,0.0,67.6,14380.0,76958;76959;76960;76961;76962;83326;102640;102641;102642;102643;102644;102645,4880.3,0.0,7.3184,22133;24171;29557,P63218,3,34.68,46747.0,68
RPS21,1555.5,1145.8,63646.0,Small ribosomal subunit protein eS21 (40S ribosomal protein S21),1624.2,293140000.0,0.0,0.0,77591.0,73780.0,66584.0,63330.0,0.0,69820.0,1627,78144.0,61.4,120590.0,1572;13197;13198;13199;13200;13201;13202;13203;13204;13205;13206;13207;13208;13209;13210;13211;13212;13213;13214;13215;70149;70150;70151;71043;71044;71045;71046;71047;80271,0.0,0.0,9.1113,457;3759;3760;20148;20401;23252,P63220,6,24.884,1737.1,83
EIF5A,125820.0,112000.0,129590.0,Eukaryotic translation initiation factor 5A-1 (eIF-5A-1) (eIF-5A1) (Eukaryotic initiation factor 5A isoform 1) (eIF-5A) (Rev-binding factor) (eIF-4D),114540.0,1525199999.9999998,82808.0,95433.0,121980.0,116210.0,143500.0,111860.0,88980.0,131930.0,1485,156410.0,72.7,101480.0,1429;1430;1431;1432;1433;20698;20699;20700;20701;20702;20703;20704;20705;20706;20707;20708;20709;20710;20711;20712;20713;20714;20715;20716;20717;20718;20719;20720;20721;20722;20723;20724;20725;51785;51786;51787;51788;51789;51790;51791;51792;51793;51794;51795;51796;51797;57396;57397;57398;57399;57400;57401;57402;57403;57404;57405;57406;57407;57408;57409;57410;57411;57412;57413;57414;57415;57416;57417;57418;57419;57420;64943;64944;64945;64946;64947;64948;64949;72052;72053;72054;72055;72610;72611;72612;72613;80272;80273;98794;98795;98796;98797;98798;98799;98800;106076;106077;106078;106079;106080;106081;106082;106083;106084;106085;106086;106087;106088;106089;106090,90761.0,0.0,16.832,419;420;5834;5835;14615;16338;16339;18568;18569;20681;20856;23253;28519;28520;30551;30552,P63241,16,227.65,111510.0,154
RACK1 GNB2L1 HLC7 PIG21,154570.0,134200.0,252990.0,"Small ribosomal subunit protein RACK1 (Cell proliferation-inducing gene 21 protein) (Guanine nucleotide-binding protein subunit beta-2-like 1) (Guanine nucleotide-binding protein subunit beta-like protein 12.3) (Human lung cancer oncogene 7 protein) (HLC-7) (Receptor for activated C kinase) (Receptor of activated protein C kinase 1) [Cleaved into: Small ribosomal subunit protein RACK1, N-terminally processed (Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed) (Receptor of activated protein C kinase 1, N-terminally processed)]",128460.0,1464299999.9999998,103730.0,131770.0,106130.0,234950.0,305100.0,98532.0,112360.0,117030.0,2946,318680.0,81.1,99258.0,2836;2837;2838;2839;2840;2841;12090;12091;12092;12093;12094;12095;12096;12097;12098;12099;12100;12101;12102;12103;12956;12957;12958;12959;12960;12961;12962;12963;12964;12965;12966;12967;12968;12969;12970;12971;12972;12973;12974;14308;14309;18168;18169;18170;18171;18172;18173;18174;18175;18176;18177;18178;18179;18180;18181;18182;32752;32753;32754;32755;32756;32757;36908;36909;36910;36911;36912;36913;36914;36915;36916;43529;43530;43531;43532;43533;43534;43535;48266;48267;48268;48269;48270;48271;48272;48273;48274;48275;48276;48277;48278;48279;48280;48281;52321;52322;52323;67603;68832;68833;68834;68835;68867;68868;68869;68870;68871;68872;68873;76898;76899;76900;76901;76902;76903;76904;76905;76906;89772;89773;89774;89775;92338;92339;92340;92341;92342;92343;92344;92345;92346;92347;104435;104436;104437;104438;104439;104440;104441;104453;104454;108994;108995;108996;108997;108998;108999;109000;109001;109002;109003;109265;109266;109267;109268;109269;109270;109271,111130.0,0.0,35.076,807;3435;3685;4091;5172;9406;10567;12404;13634;14745;19432;19752;19764;22120;26067;26782;30037;30041;31364;31444,P63244,20,323.31,134550.0,317
UBE2I UBC9 UBCE9,15297.0,14123.0,5105.1,SUMO-conjugating enzyme UBC9 (EC 2.3.2.-) (RING-type E3 SUMO transferase UBC9) (SUMO-protein ligase) (Ubiquitin carrier protein 9) (Ubiquitin carrier protein I) (Ubiquitin-conjugating enzyme E2 I) (Ubiquitin-protein ligase I) (p18),15537.0,105930000.0,7668.4,6196.4,6333.9,5473.1,4523.5,6748.6,5316.2,7125.4,13807,6205.8,34.8,7662.7,13279;13280;13281;13282;13283;41029;41030;41031;41032;41033;41034;41035;41036;41037;41038;53305;53306;53307;53308;70599;70600;70601;70602;70603;74131,5199.4,0.0,18.007,3785;11718;15019;20254;21306,P63279,5,16.267,12789.0,158
PPP2CA,32751.0,28064.0,8270.1,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform (PP2A-alpha) (EC 3.1.3.16) (Replication protein C) (RP-C),30117.0,90166000.0,13019.0,14599.0,15114.0,9976.8,8899.7,14447.0,13161.0,18519.0,4345,9569.3,45.0,16867.0,4165;24318;24319;24320;24321;24322;26940;33899;33900;33901;65665;65666;65667;65668;65669;77617;77618;77619;78190;78191;78192;85607;85608;85609;85610;106756;108607;108608,12467.0,0.0,35.594,1218;6869;7719;9737;18827;22332;22333;22505;24838;30729;31251,P67775,11,78.368,27159.0,309
YBX1 NSEP1 YB1,29740.0,24628.0,18118.0,Y-box-binding protein 1 (YB-1) (CCAAT-binding transcription factor I subunit A) (CBF-A) (DNA-binding protein B) (DBPB) (Enhancer factor I subunit A) (EFI-A) (Nuclease-sensitive element-binding protein 1) (Y-box transcription factor),21025.0,1158200000.0,4397.4,4445.5,8531.2,24560.0,19371.0,9175.3,3931.7,10220.0,252,22072.0,51.2,8977.0,241;242;243;244;20554;20555;20556;20557;20558;20559;20560;20561;20562;20890;20891;20892;20893;20894;33726;33727;33728;33729;33730;33731;33732;33733;33734;33735;33736;33737;33738;72176;72177;72178;72179;72180;72181;72182;72183;72184;72185;72280;72281;75791;75792;75793;75794;75795;75796;75797;75798;80351;80352;80353;80413;80414;80415;80416;80417;80418;80419;80420;80421;80422;80423;87701;87702;87703;87704;87705;87706;87707;87708;87709;87710;87711;87712;87713;87714;87715;87716;87717,4647.9,0.0,35.924,80;5794;5795;5877;5878;9683;20716;20717;20753;21771;21772;23280;23312;23313;25476;25477,P67809,16,323.31,28032.0,324
SEC11A SEC11L1 SPC18 SPCS4A,16784.0,12998.0,22450.0,Signal peptidase complex catalytic subunit SEC11A (EC 3.4.21.89) (Endopeptidase SP18) (Microsomal signal peptidase 18 kDa subunit) (SPase 18 kDa subunit) (SEC11 homolog A) (SEC11-like protein 1) (SPC18),13881.0,22452000.0,2291.5,2957.1,0.0,24713.0,21021.0,0.0,2576.1,0.0,36030,25558.0,20.7,0.0,34668;34700;66608;77239;77240,2290.6,0.0,20.625,9946;9956;19136;22214,P67812,4,5.8919,14102.0,179
CSNK2B CK2N G5A,4588.6,4288.7,42225.0,Casein kinase II subunit beta (CK II beta) (Phosvitin) (Protein G5a),3882.1,63102000.0,1737.4,2105.0,7940.3,39090.0,41540.0,8698.1,1522.4,8706.5,33188,47702.0,38.1,7441.2,31937;37019;47466;47467;47468;47469;47470;47471;80318;80319;104496;104497;104498;104499;104500;108497;108498;108499;108500;108501,1863.2,0.0,24.942,9162;10595;13447;23270;30052;31211,P67870,6,73.441,4525.5,215
TPM4,1792.8,2059.4,0.0,Tropomyosin alpha-4 chain (TM30p1) (Tropomyosin-4),5055.2,19270000.0,0.0,0.0,2739.6,0.0,0.0,2324.7,0.0,3243.1,21467,0.0,32.3,7902.6,20650;23659;43029;43030;50314;50315;50316;50317;54837;54838;90952;108595;108596,0.0,0.0,28.521,1097;5819;6665;12240;14213;14214;15501;26374;31246,P67936,5,12.904,1551.2,248
ACTC1 ACTC,0.0,0.0,0.0,"Actin, alpha cardiac muscle 1 (EC 3.6.4.-) (Alpha-cardiac actin) [Cleaved into: Actin, alpha cardiac muscle 1, intermediate form]",0.0,1917100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3761,0.0,40.8,0.0,3614;3615;3616;3617;3618;3619;15487;15488;15489;15490;15491;15492;15493;15494;15495;15496;15497;15498;15499;15500;15501;15502;15503;15504;15505;15506;15507;15508;15509;15510;15511;15635;15636;15637;17422;17423;17424;17425;17426;17427;17428;17429;17430;17431;17432;17433;17434;17435;17436;17437;17438;17439;17440;17441;17442;17443;17444;17445;17446;17447;17448;17449;17450;17451;17452;17453;17454;17455;23503;23504;23505;23506;23507;23508;23509;23510;23511;23512;23513;23514;23515;23516;23517;23518;23519;23520;23521;23522;23523;23524;23525;23526;23527;23528;23529;23530;23531;23532;23533;23534;23535;23536;23537;23538;23539;23540;23541;23542;23543;23544;23545;23546;43841;43842;43843;43844;43845;43846;43847;43848;43849;43850;43851;43852;43853;43854;43855;43856;43857;43858;43859;43860;43861;43862;43863;43864;43865;43866;43867;43868;43869;43870;43871;43872;43873;43874;43875;43876;43877;43878;43879;43880;43881;43882;43883;43884;43885;43886;43887;43888;43889;43890;43891;43892;43893;43894;43895;43896;43897;43898;43899;43900;43901;43902;43903;43904;43905;43906;47616;47617;47618;47619;47620;52345;52346;52347;52348;58968;79968;79969;79970;88207;88208;88209;88210;88211;88212;88213;88214;88215;88216;88217;88218;88219;88220;88221;88222;88223;88224;88225;88226;88227;88228;88229;88230;88231;88232;88233;88234;88235;95826;95827;95828;95829;108189;108190;108191;108192;108193;108194;108195;108196;108197;108198;108199;108200;108201;108202;108203;108204;108205;108206;108207;108208;108209;108210;108211;108212;108213;108214;108215,0.0,0.0,42.019,1047;4410;4449;4954;4955;6640;12508;13482;14753;16797;23131;25619;27768;31132,P68032,3,29.018,0.0,377
UBE2L3 UBCE7 UBCH7,30183.0,25837.0,60545.0,Ubiquitin-conjugating enzyme E2 L3 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme L3) (L-UBC) (UbcH7) (Ubiquitin carrier protein L3) (Ubiquitin-conjugating enzyme E2-F1) (Ubiquitin-protein ligase L3),30110.0,512360000.0,33906.0,32997.0,74187.0,57080.0,61258.0,84326.0,28678.0,92814.0,1833,70243.0,70.1,93579.0,1744;1745;1746;1747;1748;1749;1750;1751;1752;1753;1754;1755;1756;1757;1758;40021;40022;40023;40024;40025;40026;40027;40028;46089;46090;46091;46092;46093;46094;46095;46096;46097;46098;52471;52472;52473;52474;52475;52476;52477;52478;71647;73054;73055;89302;89303;89304;89305;89306;89307;89308,26542.0,0.0,17.861,501;502;11450;13100;14787;14788;20574;20989;25922,P68036,9,101.04,24680.0,154
EEF1A1 EEF1A EF1A LENG7,681700.0,563140.0,402720.0,Elongation factor 1-alpha 1 (EF-1-alpha-1) (EC 3.6.5.-) (Elongation factor Tu) (EF-Tu) (Eukaryotic elongation factor 1 A-1) (eEF1A-1) (Leukocyte receptor cluster member 7),545940.0,14799000000.0,349540.0,486820.0,678170.0,378150.0,413580.0,641080.0,396510.0,791540.0,13379,471290.0,67.1,626420.0,12870;12871;12872;12873;12874;12875;12876;12877;12878;12879;12880;12881;12882;12883;12884;12885;12886;12887;12888;12889;12890;12891;12892;12893;12894;12895;12896;12897;12898;12899;12900;12901;12902;12903;12904;18990;18991;18992;18993;18994;18995;18996;18997;18998;18999;22682;22683;22684;22685;22686;22687;22688;22689;22690;22691;22692;22693;22694;22695;22696;22697;22698;22699;22700;22701;22702;22703;22704;28743;28744;28745;28746;28747;28748;28749;28750;28751;28752;28753;28754;28755;28756;30178;30179;30180;39123;39124;39125;39126;46971;46972;46973;46974;46975;46976;46977;46978;46979;46980;46981;46982;46983;46984;46985;46986;47298;47299;47300;47301;47302;47303;47304;47305;47306;47307;47308;47309;47310;47311;47312;47313;47314;47315;47316;47317;47318;47319;47320;47321;47322;47323;47324;47325;47326;47327;47328;47329;47330;47331;47332;47333;47334;47335;47336;47337;47338;47339;47340;47341;47342;53296;53297;53298;53299;54766;54767;54768;54769;54770;54771;54772;54773;54774;54775;54776;55182;55183;55184;65107;65108;65109;65110;65111;65112;65113;65114;65115;65116;65117;65118;69742;69743;69744;69745;69746;69747;69748;69749;69750;69751;73852;75945;75947;78045;78046;78047;78048;78049;78050;78051;78052;78053;78054;78055;78056;78057;78058;78059;78060;79165;79166;79167;79168;79169;79170;79171;79172;79173;79174;79175;79176;79177;79178;79179;79974;79975;79976;79977;79978;79979;82906;82907;82908;82909;82910;82911;82912;82913;82914;82915;82916;82917;82918;82919;82920;82921;82922;82923;82924;82925;82926;82927;82928;82929;82930;82931;82932;82933;82934;82935;82936;82937;82938;82939;82940;82941;82942;82943;82944;82945;82946;82947;82948;82949;82950;82951;82952;82953;82954;82955;82956;82957;82958;82959;82960;82961;82962;82963;87527;87528;87529;87530;87531;87532;87533;87534;87535;87668;90752;90753;90754;90755;90756;90757;90999;91000;97612;97613;97614;97615;97616;97617;97618;97619;97620;97621;97622;97623;97624;97625;97626;97627;97628;97629;97630;97631;97632;97633;97634;97635;97636;97637;97638;97639;97640;97641;97642;97643;97644;97645;97646;97647;97648;97649;97650;97651;97652;97653;97654;97655;97656;97657;97658;97659;97660;97661;97662;97663;97664;97665;97666;97667;97668;97669;105724;109444;109445;109446;109447;109448;109449;109450;109451;109452,401380.0,0.0,50.14,3667;3668;3669;5369;6395;8213;8214;8617;11184;13331;13410;15017;15475;15613;18626;20021;21234;21828;21830;22456;22854;23135;24051;24052;25415;25463;26325;26391;28226;30446;31489;31490,P68104,32,323.31,559830.0,462
TUBA1B,207270.0,167530.0,372990.0,Tubulin alpha-1B chain (EC 3.6.5.-) (Alpha-tubulin ubiquitous) (Tubulin K-alpha-1) (Tubulin alpha-ubiquitous chain) [Cleaved into: Detyrosinated tubulin alpha-1B chain],138230.0,10755000000.0,107050.0,134090.0,208600.0,315550.0,386770.0,193250.0,117200.0,226310.0,3487,425130.0,65.9,202330.0,3345;3346;3347;3348;3349;3350;3351;3352;3353;3354;9327;9328;9329;9330;9331;9332;9333;9334;9335;9336;9337;9338;9339;9340;9608;9609;9610;9611;9612;9613;9614;9615;9616;9617;9618;9619;9620;9621;9622;9623;9624;9625;9626;9627;10231;10232;10233;10234;10235;10236;10237;10238;10239;10240;10241;10242;10243;10244;10245;10246;10247;10248;10249;10250;10251;10252;10253;10254;10255;10256;10257;10258;10259;10260;18201;18202;18203;18204;18205;18206;18207;18208;18209;18210;18211;18212;18213;18214;18215;18216;18217;18594;18595;18596;20438;20439;20440;20441;20442;20443;20444;20445;20446;20447;20448;20741;20742;20743;20744;20745;20746;20747;20748;20749;20750;20757;20758;20759;20760;20761;20762;23232;23233;23234;23235;23236;23237;23238;23239;23240;23241;29795;29796;29797;29798;29799;29800;29801;29802;29803;29848;29849;29850;29851;29852;29853;29854;29855;29856;29857;37007;37008;37009;47411;47412;47413;47414;47415;47416;47417;47418;47419;47420;47421;47422;58863;58864;58865;58866;58867;58868;58869;58870;58871;58872;58873;58874;58875;58876;58877;58878;58879;58880;58881;58882;58883;58884;58885;58886;58887;62287;62288;62289;62290;62291;66912;66913;66914;66915;66916;66917;73315;73316;73317;73318;73319;73320;73321;73322;73323;73324;77965;77966;77967;77968;77969;77970;77971;77972;77973;77974;77975;77976;77977;77978;77979;77980;77981;77982;77983;77984;77985;77986;77987;77988;77989;77990;77991;77992;80289;83913;83914;83915;83916;83917;83918;83919;83920;83921;83922;83923;83924;83925;83926;83927;91035;91036;91037;91038;91039;91040;91041;91042;91043;91044;91045;91046;91047;91048;91049;91050;91051;91052;91053;91054;91055;91056;91057;91058;91059;91060;98371;98372;98373;98374;98375;98376;98377;98378;98379;98380;98381;98382;98383;98384;98385;98386;98387;98388;98389;98390;98391;98392;98393;98394;98395;107947,118060.0,0.0,50.151,975;2656;2722;2922;5178;5285;5757;5839;5841;6555;8515;8533;10591;13425;16778;17777;19234;19235;21072;22434;22435;23262;24336;26403;28411;31053,P68363,26,323.31,212850.0,451
TUBB4B TUBB2C,328900.0,290710.0,257920.0,Tubulin beta-4B chain (Tubulin beta-2 chain) (Tubulin beta-2C chain),298620.0,8686900000.0,320110.0,416270.0,248660.0,238100.0,330580.0,214940.0,362280.0,245740.0,6490,303010.0,67.0,205930.0,6203;6204;6205;6206;6207;6208;6209;6210;6211;6212;6213;6214;6215;6216;6217;6218;6219;6220;6221;6222;6223;6224;6225;9774;9775;9776;9777;9778;9779;9780;9781;9782;9783;9784;9785;9786;9787;9788;9789;9790;9791;9792;9793;9794;9795;23585;23586;23587;23588;23589;23590;23591;23592;23593;23594;23595;23596;23597;23598;23599;23600;23601;23602;23603;23604;23605;23606;23607;23608;23609;23610;23611;23612;23613;28020;28021;28022;28023;28024;28025;28026;28027;28028;28029;28030;28031;28032;28033;28034;28035;28036;28037;28038;28039;28040;28041;28042;28043;28044;28045;28046;28047;28048;28049;28050;28051;28052;28053;28054;28055;28056;28057;32093;32094;32095;32096;32097;32098;32099;32100;32101;32102;32103;32104;32105;32106;32107;33463;33464;33465;33466;33467;36986;36987;36988;36989;36990;36991;36992;36993;36994;36995;36996;36997;36998;36999;37000;37001;37002;37003;37004;37005;37006;49394;49395;49396;49397;49398;49399;49400;49401;49402;49403;49404;49405;49406;49407;49408;49409;49410;49411;49412;49413;49414;49415;49416;49417;49756;49757;49758;49759;49760;49761;49762;49763;49764;49765;49766;49767;49768;49769;50516;50517;50518;50519;50649;50650;50651;55059;55060;55061;55062;58414;58415;58416;58417;58418;58419;58420;58421;58422;58423;58424;58425;61615;61616;61617;61618;61619;61620;61621;61622;61623;61624;67713;67714;67715;67716;67717;67718;67719;67720;67721;67722;67723;67724;67725;67726;67727;67728;67729;67730;67731;67732;71099;71110;71111;71112;71140;73863;73864;73865;73866;73867;74915;74916;74917;74918;74919;74920;74921;74922;74923;74924;74925;74926;74927;74928;74929;74930;74931;74932;74933;79832;79833;79834;79835;79836;79837;80057;83212;83213;83214;83215;83216;83217;83218;83219;83220;83221;88848;88849;88850;88851;88852;88853;88854;88855;88856;107905;107906;107907;107908,435010.0,0.0,49.83,1759;2782;6650;8027;9211;9212;9602;10589;10590;13957;14040;14282;14333;15575;16634;17569;19463;20417;20423;20424;20433;21238;21533;23080;23166;24134;25789;31037,P68371,28,323.31,323040.0,445
CSNK2A1 CK2A1,13482.0,11923.0,21171.0,Casein kinase II subunit alpha (CK II alpha) (EC 2.7.11.1),12719.0,134230000.0,0.0,0.0,0.0,21090.0,18840.0,0.0,0.0,0.0,18853,22034.0,34.0,0.0,18126;19791;19792;19793;19794;19795;19796;19797;25836;33200;33201;33202;33203;36585;36586;36587;36588;36589;36590;78276;92480;92481;92482;92483;92484;92485;92486;92487;104611;108600;108601;108602;108603,0.0,0.0,45.143,5151;5576;7354;9535;10465;22533;26827;30094;31249,P68400,9,43.582,11487.0,391
PAFAH1B2 PAFAHB,26351.0,25105.0,47835.0,Platelet-activating factor acetylhydrolase IB subunit alpha2 (EC 3.1.1.47) (PAF acetylhydrolase 30 kDa subunit) (PAF-AH 30 kDa subunit) (PAF-AH subunit beta) (PAFAH subunit beta),27506.0,98179000.0,1955.3,2756.1,17063.0,38435.0,29722.0,21046.0,2232.1,22316.0,25479,41485.0,32.8,20969.0,24476;24477;24478;24479;24480;35289;35290;35291;48288;48289;48290;48291;72590;72591;86108,2798.1,0.0,25.569,6919;10119;13638;20848;25007,P68402,5,29.888,21009.0,229
H3C15 HIST2H3A; H3C14 H3F2 H3FM HIST2H3C; H3C13 HIST2H3D,184530.0,181610.0,84003.0,Histone H3.2 (H3-clustered histone 13) (H3-clustered histone 14) (H3-clustered histone 15) (Histone H3/m) (Histone H3/o),206710.0,4642700000.0,208290.0,174420.0,319700.0,96021.0,72686.0,358410.0,182500.0,369560.0,23939,84791.0,27.2,363010.0,22989;22990;22991;22992;22993;22994;22995;22996;22997;22998;22999;23000;23001;23002;23003;23004;23005;23006;23007;23008;23009;23010;56497;56498;56499;56500;56501;56502;81002;81003;81004;81005;81006;81007;81008;81009;81010;81011;81012;81013;81014;81015;81016;81017;81018;81019;87158;108533;108534;108535,143330.0,0.0,15.388,6485;6486;16046;23523;25315;31223,Q71DI3,6,37.72,156680.0,136
CXADR CAR,3900.3,3591.9,22114.0,Coxsackievirus and adenovirus receptor (CAR) (hCAR) (CVB3-binding protein) (Coxsackievirus B-adenovirus receptor) (HCVADR),3976.6,30749000.0,0.0,0.0,1449.6,24676.0,21361.0,1882.3,0.0,1588.6,23344,21871.0,29.9,1690.2,22449;22450;22451;22452;22453;32978;52388;52968;70147;70985;70986;70987;93218;96843,0.0,0.0,40.029,6329;9471;14767;14918;20146;20376;27063;28022,P78310,8,32.367,3200.8,365
NOP14 C4orf9 NOL14 RES4-25,31748.0,29391.0,5628.2,Nucleolar protein 14 (Nucleolar complex protein 14),31131.0,13235000.0,2259.9,2364.5,1994.0,4785.4,4331.5,2604.6,2218.4,2717.5,7005,5673.6,7.5,2568.4,6714;11204;23449;23450;23451;24617;24618;24619;42540;77994,1707.6,0.0,97.667,1913;3198;6618;6960;12099;22437,P78316,6,12.022,25895.0,857
IGBP1 IBP1,7432.4,6963.7,4891.2,Immunoglobulin-binding protein 1 (B-cell signal transduction molecule alpha 4) (Protein alpha-4) (CD79a-binding protein 1) (Protein phosphatase 2/4/6 regulatory subunit) (Renal carcinoma antigen NY-REN-16),6949.3,9710500.0,0.0,0.0,9753.5,3532.3,5068.9,10071.0,0.0,11154.0,75711,4610.0,14.7,10830.0,72231;81160;106527;106528;106529;106530;107759,0.0,0.0,39.221,20734;23572;30673;30998,P78318,4,10.598,6598.8,339
PSPH,20710.0,19331.0,43110.0,Phosphoserine phosphatase (PSP) (PSPase) (EC 3.1.3.3) (L-3-phosphoserine phosphatase) (O-phosphoserine phosphohydrolase),21939.0,104060000.0,42276.0,37085.0,24237.0,41016.0,48533.0,24753.0,36516.0,27904.0,21906,50442.0,51.1,24634.0,21072;33522;33523;33524;33525;33526;33527;33528;33529;45196;45197;47898;47899;61800;61801;61802;61803;61804;61805;61806;64559;64560;64561;64562;64563;84011;84012;84013;84014;84015;84016;102570;102571,29816.0,0.0,25.007,5933;9619;12888;13566;17637;18447;24363;29531,P78330,8,61.651,22254.0,225
EIF4G2 DAP5 OK/SW-cl.75,50083.0,43292.0,122320.0,Eukaryotic translation initiation factor 4 gamma 2 (eIF-4-gamma 2) (eIF-4G 2) (eIF4G 2) (Death-associated protein 5) (DAP-5) (p97),42758.0,163330000.0,12861.0,14685.0,29921.0,123970.0,122630.0,27958.0,13071.0,32739.0,12305,132830.0,31.9,27537.0,11817;11818;15759;20604;20605;20606;25690;25691;25692;25693;25694;32527;34073;38633;54386;57709;57710;57711;59115;59116;59117;59118;59119;59120;59121;59976;59977;59978;59979;59980;59981;59982;65530;65550;69697;70050;79728;79729;79730;79731;79732;81485;86118;86119;88543;88544;88545;88546;92398;92399;92400;92656;92657;93203,13322.0,0.0,102.36,3361;4473;5811;7301;9334;9786;11045;15365;16424;16841;17121;18771;18783;20016;20113;23038;23039;23658;25011;25704;26801;26875;27052,P78344,23,102.01,45989.0,907
RPP30 RNASEP2,0.0,0.0,13979.0,Ribonuclease P protein subunit p30 (RNaseP protein p30) (RNase P subunit 2),0.0,13791000.0,403.78,1872.7,0.0,14929.0,13842.0,0.0,2442.3,0.0,9979,16025.0,35.1,0.0,9581;37854;56255;56256;68939;75406;76728;80409;108902,2517.0,0.0,29.321,2716;10832;15970;19791;21668;22069;23308;31339,P78346,8,23.917,5832.0,268
GTF2I BAP135 WBSCR6,126370.0,104320.0,3458.7,General transcription factor II-I (GTFII-I) (TFII-I) (Bruton tyrosine kinase-associated protein 135) (BAP-135) (BTK-associated protein 135) (SRF-Phox1-interacting protein) (SPIN) (Williams-Beuren syndrome chromosomal region 6 protein),106130.0,236400000.0,17154.0,20359.0,26009.0,3329.3,20598.0,26348.0,18205.0,30248.0,6882,25114.0,37.7,23754.0,6593;6594;6595;7799;7800;7801;16730;16731;16732;16733;16734;16735;20690;20691;20692;21644;26488;29307;29308;29309;29310;29311;29448;29449;29450;29451;29452;30044;30045;30046;30477;30478;30479;39652;42589;43697;43698;43699;48628;48629;48630;48631;51328;51329;53836;53900;53901;53902;53903;54820;54821;54822;54823;54824;55879;55880;55881;55882;55883;55884;55885;55886;55887;55888;71203;71204;79256;79257;79258;87558;87559;87560;92427;92428;101579;101580;101581;101934;105784,15575.0,0.0,112.42,1867;2212;4729;5831;6109;7554;8388;8432;8578;8722;11342;12122;12455;13733;14507;15205;15226;15494;15833;15834;20450;22879;25427;26810;29242;29336;30470,P78347,27,217.45,106670.0,998
PIP4K2B PIP5K2B,12139.0,9780.6,1646.1,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta (EC 2.7.1.149) (1-phosphatidylinositol 5-phosphate 4-kinase 2-beta) (Diphosphoinositide kinase 2-beta) (Phosphatidylinositol 5-phosphate 4-kinase type II beta) (PI(5)P 4-kinase type II beta) (PIP4KII-beta) (PtdIns(5)P-4-kinase isoform 2-beta),10430.0,12262000.0,8621.3,6674.5,2805.7,2073.1,1785.4,3291.2,6054.5,3483.6,18681,1761.7,10.8,3314.3,17958;17959;17960;42787;81034;81035;96772;96773,5289.8,0.0,47.377,5105;12173;23529;27999,P78356,4,14.356,9103.2,416
CCT2 99D8.1 CCTB,344360.0,295360.0,171450.0,T-complex protein 1 subunit beta (TCP-1-beta) (CCT-beta),276550.0,1472499999.9999998,155170.0,201990.0,176600.0,170950.0,184350.0,174590.0,175070.0,203700.0,535,195540.0,64.5,171650.0,511;512;513;514;515;516;517;518;8286;8287;8288;8289;8290;8291;8292;8293;11301;11302;11303;11304;11305;11306;11307;11308;11309;11310;11311;11312;11313;19307;19308;19309;19310;19311;19312;19313;19314;19315;19684;19685;19686;19687;19688;19689;19690;20178;20179;20180;20181;20182;20183;20184;20185;20186;20187;20188;20189;20190;20191;20192;20193;22537;32493;32494;32495;32496;32497;32498;32499;32500;32501;32502;34158;34159;34160;34161;34162;34163;34164;40299;40300;40301;40302;40303;42889;42890;42891;42892;47278;47279;47280;47281;47282;47472;47473;47474;47475;48867;48868;48869;48870;48871;48872;48873;48874;48875;48876;48877;48878;48879;48880;48881;48882;48883;55310;55311;55312;57982;57983;57984;57985;57986;57987;60934;60935;60936;60937;60938;60939;60940;61934;61935;61936;61937;61938;61939;62664;62665;62666;70680;70681;70682;70683;70684;70685;70686;72846;72847;72848;72849;72850;72851;72852;72853;72854;72855;72856;72857;72858;76586;76587;76588;76589;76590;76591;79364;79365;79366;84667;84668;84669;84670;84671;84672;84673;94986;94987;94988;94989;94990;94991;94992;94993;95450;95451;95452;95453;95454;95455;95456;95457;95458;95459;95460;102010;102011;102012;102013;102014;102015;102016;102017;102018,172910.0,0.0,57.488,163;2361;3230;5457;5550;5680;6354;9328;9818;11530;12199;13403;13448;13804;13805;15657;16523;17391;17392;17672;17882;20278;20934;22023;22912;24554;27553;27677;27678;29357,P78371,30,323.31,289410.0,535
