Protein IDs,Protein names,Gene names,Razor + unique peptides,Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Q-value,Score,Reporter intensity 1 1st,Reporter intensity 1 2nd,Reporter intensity 1 3rd,Reporter intensity 2 1st,Reporter intensity 2 2nd,Reporter intensity 2 3rd,Reporter intensity 3 1st,Reporter intensity 3 2nd,Reporter intensity 3 3rd,Intensity,id,Peptide IDs,Evidence IDs,Best MS/MS
Q13151,Heterogeneous nuclear ribonucleoprotein A0 (hnRNP A0),HNRNPA0 HNRPA0,8,31.5,30.84,305,0.0,84.472,323710.0,341850.0,311850.0,294440.0,263060.0,289550.0,247940.0,215300.0,226830.0,2410500000.0,1818,2083;4377;7421;7685;8014;11399;12151;15724,9741;9742;9743;9744;20998;20999;21000;35517;35518;35519;35520;35521;35522;35523;35524;35525;35526;35527;35528;35529;35530;35531;35532;35533;35534;35535;35536;37102;37103;37104;38667;55422;58941;58942;58943;58944;75055;75056,10104
Q13155,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 (Multisynthase complex auxiliary component p38) (Protein JTV-1),AIMP2 JTV1 PRO0992,6,36.6,35.348,320,0.0,114.44,108640.0,105720.0,72792.0,126960.0,110450.0,80378.0,101850.0,86727.0,60242.0,935170000.0,1819,2977;3981;6944;13952;15452;16685,14136;14137;14138;14139;14140;14141;19076;19077;19078;33202;33203;33204;67397;67398;67399;67400;67401;67402;67403;67404;67405;67406;67407;67408;67409;67410;67411;67412;67413;67414;73838;73839;73840;73841;73842;73843;73844;79483;79484;79485;79486;79487;79488;79489;79490,14649
Q13162,Peroxiredoxin-4 (EC 1.11.1.24) (Antioxidant enzyme AOE372) (AOE37-2) (Peroxiredoxin IV) (Prx-IV) (Thioredoxin peroxidase AO372) (Thioredoxin-dependent peroxide reductase A0372) (Thioredoxin-dependent peroxiredoxin 4),PRDX4,7,36.9,30.54,271,0.0,41.3,91604.0,145700.0,123900.0,95276.0,128350.0,112200.0,73217.0,117360.0,98438.0,2086600000.0,1821,3985;8360;8361;10708;10897;13622;14839;16560;17306;18701,19094;19095;19096;19097;19098;40457;40458;40459;40460;40461;40462;40463;40464;40465;40466;40467;40468;40469;40470;52253;52254;52255;52256;52257;52258;52259;53141;53142;65742;71225;78827;78828;78829;78830;78831;82252;82253;82254;88805;88806;88807;88808;88809;88810,19754
Q13177,Serine/threonine-protein kinase PAK 2 (EC 2.7.11.1) (Gamma-PAK) (PAK65) (S6/H4 kinase) (p21-activated kinase 2) (PAK-2) (p58) [Cleaved into: PAK-2p27 (p27); PAK-2p34 (p34) (C-t-PAK2)],PAK2,15,46.9,58.042,524,0.0,165.24,223700.0,303920.0,228010.0,235930.0,305560.0,236200.0,176390.0,233850.0,180630.0,1919800000.0,1822,1249;2676;3471;4321;5279;5328;5833;9179;9180;10232;11441;14084;15507;15508;16590,5705;12681;12682;16639;20724;20725;20726;20727;20728;25257;25258;25259;25260;25261;25262;25263;25482;25483;25484;27841;27842;27843;27844;44464;44465;44466;44467;44468;44469;44470;44471;44472;44473;44474;44475;44476;44477;49989;49990;55563;55564;55565;55566;55567;55568;55569;55570;68167;74079;74080;74081;78984;78985;78986;78987;78988;78989;78990;78991;78992;78993,5905
Q13185,Chromobox protein homolog 3 (HECH) (Heterochromatin protein 1 homolog gamma) (HP1 gamma) (Modifier 2 protein),CBX3,9,41.0,20.811,183,0.0,82.068,530080.0,540210.0,636780.0,750180.0,736220.0,833550.0,470920.0,457580.0,558460.0,4769400000.0,1823,2271;2291;3604;7750;10328;11599;13532;17745;19031,10596;10597;10656;17215;17216;17217;17218;17219;17220;17221;17222;17223;37482;37483;37484;37485;37486;37487;37488;37489;37490;37491;37492;37493;37494;37495;37496;37497;37498;37499;37500;37501;37502;37503;37504;37505;37506;37507;37508;37509;37510;50424;50425;50426;50427;50428;50429;50430;50431;50432;50433;50434;50435;50436;56234;56235;56236;56237;56238;56239;56240;56241;56242;56243;56244;56245;65242;65243;65244;65245;65246;65247;65248;65249;65250;65251;84293;84294;84295;84296;84297;84298;90342;90343;90344;90345;90346;90347;90348;90349,10996
Q13200,26S proteasome non-ATPase regulatory subunit 2 (26S proteasome regulatory subunit RPN1) (26S proteasome regulatory subunit S2) (26S proteasome subunit p97) (Protein 55.11) (Tumor necrosis factor type 1 receptor-associated protein 2),PSMD2 TRAP2,23,40.0,100.2,908,0.0,93.714,309250.0,296900.0,194240.0,317060.0,250640.0,180340.0,239740.0,205050.0,150410.0,2079000000.0,1825,519;1515;2085;3479;3765;4429;5056;5653;6409;6941;7464;9256;11699;11729;12265;14000;14021;16453;17005;17610;17956;18609;19243,2311;2312;2313;7009;7010;7011;9746;9747;9748;9749;9750;16658;17998;17999;21261;21262;21263;21264;21265;21266;24186;24187;27003;27004;27005;27006;27007;30598;30599;30600;30601;33178;33179;33180;33181;33182;35801;44816;44817;44818;56701;56863;56864;56865;59656;67668;67669;67775;67776;78301;78302;80935;80936;80937;80938;80939;83707;83708;85488;85489;88473;88474;88475;88476;91295;91296,2357
Q13206,Probable ATP-dependent RNA helicase DDX10 (EC 3.6.4.13) (DEAD box protein 10),DDX10,2,4.8,100.89,875,0.0,13.441,12981.0,7832.5,15110.0,10021.0,6061.7,10808.0,8717.9,5651.8,10358.0,53721000.0,1826,8310;12928,40236;40237;40238;62633;62634;62635;62636;62637,41548
Q13217,"DnaJ homolog subfamily C member 3 (Endoplasmic reticulum DNA J domain-containing protein 6) (ER-resident protein ERdj6) (ERdj6) (Interferon-induced, double-stranded RNA-activated protein kinase inhibitor) (Protein kinase inhibitor of 58 kDa) (Protein kinase inhibitor p58)",DNAJC3 P58IPK PRKRI,5,20.4,57.579,504,0.0,48.993,13853.0,54835.0,23646.0,16897.0,40485.0,22165.0,12650.0,37377.0,19190.0,136320000.0,1827,6525;10928;12356;12494;16293,31140;53267;53268;60018;60605;60606;60607;60608;60609;77652;77653;77654,32103
Q13242,"Serine/arginine-rich splicing factor 9 (Pre-mRNA-splicing factor SRp30C) (Splicing factor, arginine/serine-rich 9)",SRSF9 SFRS9 SRP30C,3,14.5,25.542,221,0.0,10.314,0.0,17532.0,39359.0,0.0,30099.0,34598.0,0.0,20660.0,30765.0,55764000.0,1830,2757;4116;5067;13274,13032;19729;19730;24227;64109;64110;64111;64112;64113,13531
Q13243,"Serine/arginine-rich splicing factor 5 (Delayed-early protein HRS) (Pre-mRNA-splicing factor SRP40) (Splicing factor, arginine/serine-rich 5)",SRSF5 HRS SFRS5 SRP40,3,16.2,31.263,272,0.0,24.469,99892.0,75345.0,85553.0,110440.0,78104.0,94652.0,92593.0,65945.0,73744.0,371430000.0,1831,7670;7671;12753,36945;36946;36947;36948;36949;36950;36951;36952;36953;36954;36955;36956;36957;36958;36959;36960;36961;61703;61704;61705;61706;61707,38124
Q13257,Mitotic spindle assembly checkpoint protein MAD2A (HsMAD2) (Mitotic arrest deficient 2-like protein 1) (MAD2-like protein 1),MAD2L1 MAD2,2,12.7,23.51,205,0.0,5.8927,2514.0,32192.0,37248.0,2866.9,18495.0,18877.0,2586.6,13663.0,16645.0,77186000.0,1833,8238;13669,39955;39956;66040;66041;66042,41262
Q13263,Transcription intermediary factor 1-beta (TIF1-beta) (E3 SUMO-protein ligase TRIM28) (EC 2.3.2.27) (KRAB-associated protein 1) (KAP-1) (KRAB-interacting protein 1) (KRIP-1) (Nuclear corepressor KAP-1) (RING finger protein 96) (RING-type E3 ubiquitin transferase TIF1-beta) (Tripartite motif-containing protein 28),TRIM28 KAP1 RNF96 TIF1B,25,60.0,88.549,835,0.0,323.31,737990.0,873800.0,755860.0,735630.0,740860.0,742220.0,560140.0,568530.0,541360.0,9957100000.0,1834,198;199;445;2437;2438;2801;2975;4456;6508;6927;7084;9655;11025;11748;11870;12645;13362;13425;13960;14017;14784;15710;16467;17866;18204,840;841;842;843;844;845;846;847;848;849;850;851;852;1927;1928;1929;1930;1931;11424;11425;11426;11427;11428;11429;11430;11431;11432;13210;13211;13212;13213;13214;13215;14128;14129;14130;14131;14132;14133;14134;21420;31088;31089;31090;31091;33112;33113;33114;33115;33116;33117;33118;33119;33120;33811;33812;33813;33814;33815;33816;33817;33818;47196;47197;53756;53757;53758;53759;53760;53761;53762;53763;56924;56925;56926;56927;56928;56929;56930;56931;56932;56933;56934;56935;56936;56937;56938;56939;56940;57613;57614;57615;57616;57617;57618;57619;57620;57621;57622;57623;57624;57625;57626;57627;57628;61214;61215;61216;61217;61218;61219;61220;61221;64495;64496;64715;64716;64717;67438;67765;67766;71013;71014;71015;71016;71017;71018;75002;75003;75004;75005;78363;78364;78365;78366;78367;78368;78369;85029;85030;85031;85032;85033;85034;85035;85036;85037;85038;85039;85040;85041;85042;85043;85044;85045;85046;86610,858
Q13283,Ras GTPase-activating protein-binding protein 1 (G3BP-1) (EC 3.6.4.12) (EC 3.6.4.13) (ATP-dependent DNA helicase VIII) (hDH VIII) (GAP SH3 domain-binding protein 1),G3BP1 G3BP,8,29.0,52.164,466,0.0,82.68,209820.0,162210.0,102880.0,230200.0,175370.0,116390.0,173830.0,146530.0,90950.0,1606399999.9999998,1835,2541;6770;9822;12965;15596;16433;18318;19464,11969;11970;11971;11972;11973;32345;48112;48113;48114;48115;48116;62832;62833;62834;62835;62836;62837;62838;62839;62840;62841;62842;62843;62844;62845;62846;62847;62848;62849;62850;62851;62852;62853;62854;62855;74439;74440;78233;78234;78235;87122;92324,12428
Q13287,N-myc-interactor (Nmi) (N-myc and STAT interactor),NMI,7,37.5,35.056,307,0.0,30.336,91643.0,87475.0,32781.0,85366.0,81417.0,30557.0,68348.0,65394.0,24680.0,257190000.0,1836,3879;6757;8394;8847;10617;10618;17435,18479;32295;32296;32297;32298;32299;40674;42833;42834;51890;51891;51892;82838,19130
Q13303,Voltage-gated potassium channel subunit beta-2 (EC 1.1.1.-) (K(+) channel subunit beta-2) (Kv-beta-2) (hKvbeta2),KCNAB2 KCNA2B KCNK2,5,26.2,41.0,367,0.0,19.264,86908.0,41375.0,53958.0,88968.0,50348.0,63480.0,61622.0,35761.0,47671.0,625010000.0,1837,5126;10255;12449;13181;14206,24452;24453;24454;50054;50055;50056;60405;63708;63709;63710;63711;63712;63713;68665;68666,25277
Q13310,Polyadenylate-binding protein 4 (PABP-4) (Poly(A)-binding protein 4) (Activated-platelet protein 1) (APP-1) (Inducible poly(A)-binding protein) (iPABP),PABPC4 APP1 PABP4,8,14.1,70.782,644,0.0,42.114,423430.0,379280.0,373260.0,361270.0,287790.0,337490.0,273080.0,209640.0,246250.0,2054200000.0,1838,996;1066;4626;4633;7668;7674;9533;10967;14227;14295;15795;15925;15994;17632;18832,4440;4441;4442;4723;4724;4725;22122;22123;22124;22125;22126;22127;22128;22129;22130;22131;22132;22133;22134;22160;22161;22162;22163;36912;36913;36914;36915;36916;36917;36918;36919;36920;36970;36971;36972;36973;36974;36975;36976;46487;46488;46489;46490;46491;53465;53466;53467;53468;53469;53470;53471;53472;53473;53474;53475;53476;53477;53478;53479;53480;68741;68742;68743;68744;68745;68746;68747;69012;69013;75352;75353;75354;75355;75356;75357;75961;75962;75963;76333;76334;76335;76336;76337;76338;76339;76340;76341;83813;83814;89381;89382;89383,4585
Q13315,Serine-protein kinase ATM (EC 2.7.11.1) (Ataxia telangiectasia mutated) (A-T mutated),ATM,3,1.6,350.68,3056,0.0,7.7876,1123.7,10189.0,14611.0,931.65,8287.8,13536.0,782.16,6498.4,11328.0,27242000.0,1839,2603;15913;16065,12298;12299;75924;76666;76667,12761
Q13330,Metastasis-associated protein MTA1,MTA1,3,4.6,80.785,715,0.0,4.6281,81174.0,11238.0,6993.8,89860.0,10778.0,8445.8,67872.0,8559.8,6827.8,101460000.0,1841,2623;2959;11490;15027,12409;12410;12411;12412;14042;14043;14044;55778;72082;72083;72084;72085,12872
Q13347,Eukaryotic translation initiation factor 3 subunit I (eIF3i) (Eukaryotic translation initiation factor 3 subunit 2) (TGF-beta receptor-interacting protein 1) (TRIP-1) (eIF-3-beta) (eIF3 p36),EIF3I EIF3S2 TRIP1,10,44.0,36.501,325,0.0,91.712,230340.0,119230.0,171450.0,259760.0,119240.0,200060.0,173590.0,88099.0,139050.0,1462299999.9999998,1842,3367;3467;4661;4662;8015;10291;10636;11005;15714;16846,16004;16005;16006;16625;16626;16627;22275;22276;22277;22278;22279;22280;22281;38668;38669;38670;38671;50274;50275;50276;50277;51967;53660;53661;53662;53663;53664;53665;53666;75019;80168;80169;80170;80171;80172,16583
Q13363,C-terminal-binding protein 1 (CtBP1) (EC 1.1.1.-),CTBP1 CTBP,4,18.9,47.535,440,0.0,41.503,58617.0,41212.0,35610.0,73288.0,37482.0,28084.0,65323.0,33039.0,21255.0,249210000.0,1843,3788;7095;7584;15390,18086;18087;33848;33849;33850;36389;36390;36391;73647;73648;73649;73650;73651;73652;73653,18732
Q13370,"cGMP-inhibited 3',5'-cyclic phosphodiesterase 3B (EC 3.1.4.17) (CGIPDE1) (CGIP1) (Cyclic GMP-inhibited phosphodiesterase B) (CGI-PDE B)",PDE3B,2,4.0,124.33,1112,0.0,5.9757,5872.1,8872.5,9282.8,6049.3,10842.0,10746.0,7498.7,6846.1,7914.0,17994000.0,1844,13247;16194,64014;77247;77248;77249,66334
Q13404,Ubiquitin-conjugating enzyme E2 variant 1 (UEV-1) (CROC-1) (TRAF6-regulated IKK activator 1 beta Uev1A),UBE2V1 CROC1 UBE2V UEV1 P/OKcl.19,2,14.3,16.495,147,0.00030874,3.0615,71774.0,6739.7,71741.0,77257.0,5405.7,72291.0,60048.0,4487.1,60050.0,1199500000.0,1845,9388;12555;13011;19405,45502;45503;45504;45505;45506;45507;45508;45509;45510;45511;45512;45513;45514;45515;45516;60834;60835;60836;60837;60838;60839;60840;60841;60842;60843;60844;60845;60846;60847;60848;63027;63028;92044;92045;92046;92047;92048;92049;92050;92051;92052,46958
Q13405,"39S ribosomal protein L49, mitochondrial (L49mt) (MRP-L49) (Mitochondrial large ribosomal subunit protein mL49) (Neighbor of FAU) (NOF) (Protein NOF1)",MRPL49 C11orf4 NOF1 OK/SW-cl.67,3,23.5,19.198,166,0.0,7.1478,97284.0,55999.0,9314.1,115690.0,60024.0,13622.0,69077.0,36600.0,5935.5,201750000.0,1846,3811;7025;17263,18173;18174;18175;18176;18177;18178;18179;18180;18181;33558;82101;82102;82103;82104,18821
Q13409,"Cytoplasmic dynein 1 intermediate chain 2 (Cytoplasmic dynein intermediate chain 2) (Dynein intermediate chain 2, cytosolic) (DH IC-2)",DYNC1I2 DNCI2 DNCIC2,7,22.3,71.456,638,0.0,148.59,176800.0,102650.0,143630.0,185580.0,85019.0,138600.0,144480.0,69150.0,103570.0,815670000.0,1847,1977;4283;4882;5049;11885;15065;16630,9259;9260;9261;9262;9263;9264;9265;9266;9267;9268;9269;9270;9271;20452;23290;23291;23292;23293;24163;24164;24165;57676;57677;57678;57679;57680;57681;57682;57683;57684;57685;57686;57687;72208;72209;79178;79179;79180;79181,9623
Q13416,Origin recognition complex subunit 2,ORC2 ORC2L,2,5.2,65.971,577,0.0,4.4286,17375.0,10103.0,2846.7,16141.0,9763.1,1365.1,14524.0,9032.9,1301.5,21713000.0,1848,15861;16602,75651;75652;79058;79059,78376
Q13418,Integrin-linked protein kinase (EC 2.7.11.1) (59 kDa serine/threonine-protein kinase) (Beta-integrin-linked kinase) (ILK-1) (ILK-2) (p59ILK),ILK ILK1 ILK2,4,15.3,51.419,452,0.0,19.754,84766.0,50422.0,0.0,96655.0,46204.0,0.0,65798.0,37807.0,0.0,135560000.0,1849,7311;8542;13685;14151,35033;41328;66080;66081;66082;68373,36165
Q13422,DNA-binding protein Ikaros (Ikaros family zinc finger protein 1) (Lymphoid transcription factor LyF-1),IKZF1 IK1 IKAROS LYF1 ZNFN1A1,2,6.2,57.528,519,0.0,9.2155,18120.0,25247.0,40582.0,21354.0,32018.0,52036.0,15314.0,20086.0,40399.0,66124000.0,1850,3528;16105,16831;16832;16833;76847,17446
Q13423,"NAD(P) transhydrogenase, mitochondrial (EC 7.1.1.1) (Nicotinamide nucleotide transhydrogenase) (Pyridine nucleotide transhydrogenase)",NNT,11,14.4,113.89,1086,0.0,45.409,207070.0,212390.0,209400.0,237740.0,205550.0,218200.0,184390.0,154470.0,164800.0,1116800000.0,1851,1442;1508;4216;6178;6179;6259;8220;15993;17321;17529;18765,6643;6644;6645;6646;6647;6648;6649;6650;6954;20193;20194;20195;20196;20197;20198;29504;29505;29506;29845;29846;29847;29848;29849;29850;29851;29852;39836;39837;76330;76331;76332;82293;82294;82295;82296;83341;89113,6869
Q13428,Treacle protein (Treacher Collins syndrome protein),TCOF1,14,12.8,152.1,1488,0.0,84.923,423300.0,298940.0,450480.0,442370.0,324940.0,538800.0,309800.0,234410.0,359830.0,1342300000.0,1853,481;4058;7098;8555;8669;9058;9059;11564;11582;12887;14369;16140;17130;17297,2063;2064;2065;19458;19459;33865;33866;41375;41376;41969;41970;41971;43825;43826;43827;43828;43829;43830;43831;43832;56107;56187;56188;62389;62390;62391;62392;69398;77016;77017;77018;77019;77020;77021;81546;82223,2102
Q13435,Splicing factor 3B subunit 2 (Pre-mRNA-splicing factor SF3b 145 kDa subunit) (SF3b145) (Spliceosome-associated protein 145) (SAP 145),SF3B2 SAP145,15,28.2,100.23,895,0.0,80.705,433220.0,509770.0,497770.0,476690.0,518140.0,539320.0,337680.0,378160.0,393420.0,2787000000.0,1855,533;5779;8097;9001;9453;9962;10727;11297;11326;11478;11664;11732;14948;17919;18497,2349;2350;27626;27627;27628;27629;39110;39111;39112;39113;39114;39115;39116;39117;39118;39119;39120;43562;43563;43564;43565;43566;43567;43568;43569;45933;48683;48684;48685;52350;52351;52352;54954;54955;55099;55736;55737;55738;55739;55740;55741;56559;56560;56561;56562;56563;56564;56565;56566;56567;56872;56873;56874;56875;71734;71735;85273;85274;85275;85276;85277;85278;87979;87980,2395
Q13438,Protein OS-9 (Amplified in osteosarcoma 9),OS9,2,5.7,75.561,667,0.0,4.2696,0.0,0.0,14747.0,0.0,0.0,14838.0,0.0,0.0,12584.0,11719000.0,1856,4921;5822,23461;27795,24247
Q13442,28 kDa heat- and acid-stable phosphoprotein (PDGF-associated protein) (PAP) (PDGFA-associated protein 1) (PAP1),PDAP1 HASPP28,3,21.5,20.63,181,0.0,18.442,45140.0,59796.0,136900.0,58547.0,68229.0,146740.0,46977.0,59140.0,110050.0,1049700000.0,1857,985;9363;15231,4398;45342;45343;45344;45345;45346;45347;45348;45349;45350;45351;45352;72961;72962;72963;72964,4541
Q13451,Peptidyl-prolyl cis-trans isomerase FKBP5 (PPIase FKBP5) (EC 5.2.1.8) (51 kDa FK506-binding protein) (51 kDa FKBP) (FKBP-51) (54 kDa progesterone receptor-associated immunophilin) (Androgen-regulated protein 6) (FF1 antigen) (FK506-binding protein 5) (FKBP-5) (FKBP54) (p54) (HSP90-binding immunophilin) (Rotamase),FKBP5 AIG6 FKBP51,7,23.9,51.212,457,0.0,32.458,69172.0,57146.0,66969.0,74887.0,67589.0,95653.0,62659.0,49704.0,74860.0,248060000.0,1859,3784;4526;5097;6651;7528;9172;11111,18075;18076;18077;18078;21678;24340;24341;31772;31773;31774;31775;31776;31777;36103;44426;54144,18722
Q13488,V-type proton ATPase 116 kDa subunit a 3 (V-ATPase 116 kDa subunit a 3) (Osteoclastic proton pump 116 kDa subunit) (OC-116 kDa) (OC116) (T-cell immune regulator 1) (T-cell immune response cDNA7 protein) (TIRC7) (Vacuolar proton translocating ATPase 116 kDa subunit a isoform 3),TCIRG1 ATP6N1C ATP6V0A3,3,5.9,92.967,830,0.0,23.448,98698.0,77182.0,100780.0,40117.0,34270.0,36254.0,39415.0,30527.0,29033.0,505170000.0,1861,10215;10946;12170,49898;49899;49900;49901;49902;49903;53370;53371;53372;59062;59063;59064,51547
Q13492,Phosphatidylinositol-binding clathrin assembly protein (Clathrin assembly lymphoid myeloid leukemia protein),PICALM CALM,2,7.2,70.754,652,0.0,20.864,17154.0,13841.0,24853.0,16363.0,15863.0,25535.0,15179.0,14820.0,21647.0,71519000.0,1862,1937;7348,9111;9112;9113;35264;35265;35266;35267;35268;35269,9458
Q13496,"Myotubularin (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (EC 3.1.3.95) (Phosphatidylinositol-3-phosphate phosphatase) (EC 3.1.3.64)",MTM1 CG2,2,5.1,69.931,603,0.0,5.2685,0.0,0.0,8244.2,0.0,0.0,7504.1,0.0,0.0,6649.5,12282000.0,1863,10754;15975,52471;76264,54205
Q13501,Sequestosome-1 (EBI3-associated protein of 60 kDa) (EBIAP) (p60) (Phosphotyrosine-independent ligand for the Lck SH2 domain of 62 kDa) (Ubiquitin-binding protein p62),SQSTM1 ORCA OSIL,10,49.1,47.687,440,0.0,180.32,40510.0,67063.0,84052.0,62294.0,78993.0,109960.0,45905.0,60249.0,85790.0,560040000.0,1864,708;4054;6183;6935;9871;11324;11679;12357;13487;16437,3176;3177;19449;29527;29528;29529;29530;33135;33136;33137;33138;33139;33140;48289;48290;55096;56626;56627;60019;60020;60021;65017;65018;78244;78245;78246;78247;78248;78249,3280
Q13526,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 (EC 5.2.1.8) (Peptidyl-prolyl cis-trans isomerase Pin1) (PPIase Pin1) (Rotamase Pin1),PIN1,4,26.4,18.243,163,0.0,14.184,53438.0,120480.0,70496.0,41972.0,96030.0,54174.0,36091.0,81445.0,38075.0,501160000.0,1866,313;7362;8908;15708,35306;35307;43162;43163;43164;43165;74997;74998;74999,36446
Q13547,Histone deacetylase 1 (HD1) (EC 3.5.1.98) (Protein deacetylase HDAC1) (EC 3.5.1.-) (Protein decrotonylase HDAC1) (EC 3.5.1.-),HDAC1 RPD3L1,2,10.2,55.102,482,0.0,24.732,12483.0,25964.0,23486.0,16226.0,22282.0,20721.0,10082.0,16120.0,17753.0,97215000.0,1868,6797;12303,32431;32432;32433;32434;32435;32436;32437;32438;32439;32440;59799;59800;59801,33433
Q13557,Calcium/calmodulin-dependent protein kinase type II subunit delta (CaM kinase II subunit delta) (CaMK-II subunit delta) (EC 2.7.11.17),CAMK2D CAMKD,3,8.2,56.369,499,0.0,7.1705,47727.0,23596.0,6810.6,54637.0,30721.0,9869.2,38586.0,20403.0,6703.3,61601000.0,1869,3169;10743;18751,15006;52417;89037;89038;89039;89040;89041,15526
Q13564,"NEDD8-activating enzyme E1 regulatory subunit (Amyloid beta precursor protein-binding protein 1, 59 kDa) (APP-BP1) (Amyloid protein-binding protein 1) (Proto-oncogene protein 1)",NAE1 APPBP1 HPP1,9,28.8,60.246,534,0.0,37.579,75572.0,108000.0,65690.0,79914.0,99305.0,68670.0,67485.0,78809.0,58733.0,617430000.0,1871,2290;2804;4849;7009;9227;11661;14344;14535;19418,10653;10654;10655;13221;13222;23120;23121;33489;44681;44682;56547;69228;70056;70057;70058;70059;70060;70061;92108;92109,11052
Q13568,Interferon regulatory factor 5 (IRF-5),IRF5,2,8.0,56.043,498,0.0,13.417,2300.5,8860.5,8999.8,2543.0,6985.8,6820.5,2243.9,5518.3,6604.9,21076000.0,1872,8398;12161,40699;40700;59022;59023,42026
Q13573,SNW domain-containing protein 1 (Nuclear protein SkiP) (Nuclear receptor coactivator NCoA-62) (Ski-interacting protein),SNW1 SKIIP SKIP,6,18.3,61.494,536,0.0,27.673,66855.0,87750.0,44990.0,68153.0,78611.0,46385.0,53330.0,66049.0,38321.0,391330000.0,1873,1225;2948;8479;10723;12552;19521,5520;5521;5522;5523;5524;5525;5526;5527;5528;5529;5530;13990;13991;13992;13993;41014;41015;52336;60826;60827;60828;60829;60830;60831;92571;92572,5702
Q13574,Diacylglycerol kinase zeta (DAG kinase zeta) (EC 2.7.1.107) (Diglyceride kinase zeta) (DGK-zeta),DGKZ DAGK6,3,6.8,103.98,928,0.0,15.991,42090.0,34673.0,30768.0,48549.0,39814.0,37492.0,34455.0,26641.0,28347.0,126520000.0,1874,4261;12480;15746,20360;60549;60550;60551;75119;75120,21053
Q13601,KRR1 small subunit processome component homolog (HIV-1 Rev-binding protein 2) (KRR-R motif-containing protein 1) (Rev-interacting protein 1) (Rip-1),KRR1 HRB2,2,5.8,43.664,381,0.0,4.7798,12463.0,45627.0,9712.2,6835.9,53319.0,6584.5,7754.5,35651.0,4811.9,56108000.0,1876,4338;8408,20794;40737;40738;40739,21523
Q13616,Cullin-1 (CUL-1),CUL1,8,16.9,89.677,776,0.0,50.204,196540.0,167990.0,89417.0,165690.0,136850.0,84291.0,115910.0,87177.0,62927.0,429130000.0,1878,5973;6697;8821;8945;12400;12705;13577;14381,28390;28391;28392;28393;32026;32027;42685;42686;43337;43338;60147;61511;61512;61513;65493;65494;65495;65496;65497;65498;69473;69474;69475;69476;69477,29280
Q13617,Cullin-2 (CUL-2),CUL2,2,4.3,86.982,745,0.00030321,2.8432,3240.7,29055.0,0.0,3519.3,26717.0,0.0,3212.5,22024.0,0.0,23778000.0,1879,6930;18174,33126;33127;86503,34165
Q13618,Cullin-3 (CUL-3),CUL3 KIAA0617,2,3.4,88.929,768,0.0,7.5432,2577.4,3659.9,1859.9,2521.1,3407.5,1701.6,1882.6,2343.9,1856.4,7313200.0,1880,8510;14427,41159;69669;69670;69671,42495
Q13619,Cullin-4A (CUL-4A),CUL4A,6,10.0,87.679,759,0.0,29.947,50096.0,93387.0,26905.0,56188.0,91830.0,27912.0,48014.0,72996.0,22755.0,152720000.0,1881,3825;5884;8313;12857;14620;18683,18217;18218;28046;40248;40249;62189;62190;62191;62192;70345;88748,18865
Q13620,Cullin-4B (CUL-4B),CUL4B KIAA0695,2,2.6,103.98,913,0.0,4.1726,27004.0,0.0,1172.4,28609.0,0.0,1337.5,23669.0,0.0,1089.5,20137000.0,1882,3825;6310;10775,18217;18218;30016;52570,18865
Q13630,"GDP-L-fucose synthase (EC 1.1.1.271) (GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase-4-reductase) (Protein FX) (Red cell NADP(H)-binding protein) (Short-chain dehydrogenase/reductase family 4E member 1)",GFUS SDR4E1 TSTA3,2,10.3,35.892,321,0.0,13.458,12586.0,19834.0,19491.0,10583.0,13173.0,13521.0,8939.6,10240.0,8914.2,81325000.0,1883,6015;18825,28634;89354;89355;89356,29528
Q13637,Ras-related protein Rab-32,RAB32,3,20.0,24.997,225,0.0,23.879,50911.0,50502.0,49443.0,60613.0,58524.0,47786.0,42331.0,44099.0,44418.0,282780000.0,1884,735;3390;3681,3270;3271;3272;16091;16092;16093;17558,3376
Q13724,Mannosyl-oligosaccharide glucosidase (EC 3.2.1.106) (Processing A-glucosidase I),MOGS GCS1,8,18.0,91.916,837,0.0,52.667,65241.0,82803.0,58221.0,66986.0,76361.0,48980.0,55528.0,68630.0,47590.0,606820000.0,1886,2055;6274;7713;8800;8965;17697;18863;19271,9636;9637;9638;9639;29904;29905;37268;37269;42582;42583;42584;43423;84102;84103;84104;84105;84106;84107;84108;89522;89523;89524;91408;91409;91410,9993
Q13813,"Spectrin alpha chain, non-erythrocytic 1 (Alpha-II spectrin) (Fodrin alpha chain) (Spectrin, non-erythroid alpha subunit)",SPTAN1 NEAS SPTA2,17,10.9,284.54,2472,0.0,65.241,125330.0,125970.0,173740.0,127580.0,117840.0,164350.0,98676.0,91822.0,135030.0,467260000.0,1888,1132;1668;3150;3296;3313;3796;3798;3920;8581;11842;11844;12394;13225;13290;14098;14695;15995,5037;5038;5039;5040;5041;5042;5043;5044;7840;7841;7842;7843;14942;15550;15551;15552;15553;15554;15660;15661;18116;18117;18118;18123;18745;18746;18747;18748;41529;57476;57477;57478;57487;57488;57489;60133;63917;64169;68236;68237;68238;70594;70595;70596;70597;70598;76342,5208
