Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Intensity	MS/MS count	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P20605	P20605	5	5	5	Probable adenosine monophosphate-protein transferase fic	fic	sp|P20605|FIC_ECOLI Probable protein adenylyltransferase Fic OS=Escherichia coli (strain K12) OX=83333 GN=fic PE=1 SV=1	1	5	5	5	38.5	38.5	38.5	22.96	200	200	0.0	17.103	17129000	6	926	2017;2492;3060;6546;8876	True;True;True;True;True	2198;2711;3322;7069;9680	2948;3595;4376;9255;12666;12667	3748;4578;5542;11781;16173;16174	3748;4578;5542;11781;16173	998	39
P20966	P20966	15	15	15	PTS system fructose-specific EIIBC component;Fructose-specific phosphotransferase enzyme IIB component;Fructose permease IIC component	fruA	sp|P20966|PTFBC_ECOLI PTS system fructose-specific EIIBBC component OS=Escherichia coli (strain K12) OX=83333 GN=fruA PE=1 SV=1	1	15	15	15	30.9	30.9	30.9	57.518	563	563	0.0	190.88	2822000000	74	927	660;1211;1216;4077;6528;6864;8430;8571;9331;10474;10475;10679;11406;11822;11823	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	716;717;1337;1344;4413;7050;7051;7402;9205;9357;10172;10173;11401;11402;11628;12411;12412;12870;12871;12872;12873	999;1000;1001;1847;1848;1864;1865;5759;5760;5761;9232;9233;9672;12098;12099;12100;12101;12286;12287;13304;13305;13306;13307;13308;13309;14880;14881;14882;14883;15178;16270;16271;16272;16273;16858;16859;16860;16861;16862;16863;16864	1263;1264;1265;1266;2354;2355;2356;2357;2384;2385;2386;2387;7339;7340;7341;7342;7343;11750;11751;11752;11753;12332;15485;15486;15487;15488;15489;15490;15491;15492;15724;15725;15726;15727;15728;16940;16941;16942;16943;16944;16945;16946;16947;16948;18998;18999;19000;19001;19002;19003;19004;19005;19006;19007;19008;19009;19010;19011;19012;19013;19386;19387;20887;20888;20889;20890;21644;21645;21646;21647;21648;21649;21650;21651;21652	1264;2355;2384;7339;11753;12332;15486;15726;16947;18999;19005;19387;20890;21647;21652	999;1000;1001	43;121;505
P21151	P21151	5	5	5	3-ketoacyl-CoA thiolase	fadA	sp|P21151|FADA_ECOLI 3-ketoacyl-CoA thiolase FadA OS=Escherichia coli (strain K12) OX=83333 GN=fadA PE=1 SV=3	1	5	5	5	16.3	16.3	16.3	40.876	387	387	0.0	11.502	10022000	5	928	251;2834;6373;7717;7956	True;True;True;True;True	269;3084;6888;8333;8685	399;4088;9049;10894;11428	494;5210;11536;11537;13890;14620	494;5210;11536;13890;14620	1002	164
P21165	P21165	14	14	14	Xaa-Pro dipeptidase	pepQ	sp|P21165|PEPQ_ECOLI Xaa-Pro dipeptidase OS=Escherichia coli (strain K12) OX=83333 GN=pepQ PE=1 SV=2	1	14	14	14	44.5	44.5	44.5	50.176	443	443	0.0	64.964	176600000	21	929	175;502;816;1337;2091;2148;4341;4552;5106;5114;7719;9440;9513;10225	True;True;True;True;True;True;True;True;True;True;True;True;True;True	188;542;892;1475;2280;2344;4708;4928;5525;5533;5534;8336;8337;10294;10371;11139;11140	290;772;773;1244;2034;3059;3139;3140;6152;6431;6432;7235;7236;7245;7246;10897;10898;13464;13561;14548;14549	363;984;985;1578;2599;3884;3982;3983;7841;8193;8194;9252;9253;9262;9263;13893;13894;17136;17263;17264;18542;18543	363;984;1578;2599;3884;3982;7841;8193;9252;9263;13893;17136;17263;18542	1003;1004;1005	1;170;436
P21169	P21169	5	5	5	Ornithine decarboxylase, constitutive	speC	sp|P21169|DCOR_ECOLI Constitutive ornithine decarboxylase OS=Escherichia coli (strain K12) OX=83333 GN=speC PE=1 SV=2	1	5	5	5	11.7	11.7	11.7	79.415	711	711	0.0	8.1843	6032800	5	930	1393;3827;4942;9565;9773	True;True;True;True;True	1532;4145;5351;10425;10654	2106;5428;7002;13627;13935	2679;6935;8962;17345;17749	2679;6935;8962;17345;17749		
P21170	P21170	13	13	13	Biosynthetic arginine decarboxylase	speA	sp|P21170|SPEA_ECOLI Biosynthetic arginine decarboxylase OS=Escherichia coli (strain K12) OX=83333 GN=speA PE=1 SV=2	1	13	13	13	32.1	32.1	32.1	73.898	658	658	0.0	51.275	86525000	15	931	293;532;821;1301;6469;6731;7149;7887;8046;9634;10801;10995;11230	True;True;True;True;True;True;True;True;True;True;True;True;True	313;576;897;1436;6989;7263;7716;8582;8780;10499;11762;11971;12221	462;813;1249;1985;1986;9165;9488;10103;11276;11549;13725;15370;15647;15995	563;1030;1031;1583;2538;2539;11671;12079;12878;14393;14759;17471;19705;20068;20512	563;1031;1583;2538;11671;12079;12878;14393;14759;17471;19705;20068;20512		
P21177	P21177	10	10	10	Fatty acid oxidation complex subunit alpha;Enoyl-CoA hydratase/Delta(3)-cis-Delta(2)-trans-enoyl-CoA isomerase/3-hydroxybutyryl-CoA epimerase;3-hydroxyacyl-CoA dehydrogenase	fadB	sp|P21177|FADB_ECOLI Fatty acid oxidation complex subunit alpha OS=Escherichia coli (strain K12) OX=83333 GN=fadB PE=1 SV=2	1	10	10	10	15.2	15.2	15.2	79.593	729	729	0.0	25.749	23945000	10	932	857;1489;2355;3343;4837;4933;5236;5908;7848;9143	True;True;True;True;True;True;True;True;True;True	937;1638;2568;3618;5238;5342;5668;6394;8526;9970	1302;2241;3415;4745;6852;6991;7431;8386;11188;13038	1647;2845;4347;6029;8749;8949;9517;10728;14273;16637	1647;2845;4347;6029;8749;8949;9517;10728;14273;16637		
P21179	P21179	14	14	14	Catalase HPII	katE	sp|P21179|CATE_ECOLI Catalase HPII OS=Escherichia coli (strain K12) OX=83333 GN=katE PE=1 SV=1	1	14	14	14	24.6	24.6	24.6	84.162	753	753	0.0	41.169	32615000	15	933	2014;3576;4020;4396;4437;4445;4788;4807;6619;6677;6850;9357;9825;11827	True;True;True;True;True;True;True;True;True;True;True;True;True;True	2195;3869;4352;4765;4807;4816;5182;5202;7144;7207;7387;10201;10712;12877	2945;5052;5686;6236;6289;6298;6768;6794;9345;9423;9651;13343;14013;16868	3745;6441;7255;7963;8028;8037;8648;8679;11904;12005;12302;16985;16986;17845;21656	3745;6441;7255;7963;8028;8037;8648;8679;11904;12005;12302;16985;17845;21656		
P21338	P21338	8	8	8	Ribonuclease I	rna	sp|P21338|RNI_ECOLI Ribonuclease I OS=Escherichia coli (strain K12) OX=83333 GN=rna PE=1 SV=1	1	8	8	8	32.1	32.1	32.1	29.617	268	268	0.0	24.812	26233000	10	934	170;1618;3408;4734;7325;7403;9100;9142	True;True;True;True;True;True;True;True	181;1776;3686;5122;7901;7983;9924;9969	278;279;2421;4827;6687;10327;10425;10426;12973;13037	350;351;3080;6128;8541;13168;13282;13283;16556;16636	351;3080;6128;8541;13168;13282;16556;16636	1006	139
P21362	P21362	6	6	6	Protein YciF	yciF	sp|P21362|YCIF_ECOLI Protein YciF OS=Escherichia coli (strain K12) OX=83333 GN=yciF PE=1 SV=1	1	6	6	6	44.6	44.6	44.6	18.597	166	166	0.0	40.175	74240000	9	935	1452;3017;7373;7407;7408;11044	True;True;True;True;True;True	1599;3277;7953;7989;7990;12024	2189;4326;10390;10391;10392;10441;10442;15715	2774;2775;5485;13244;13245;13246;13247;13309;13310;20149	2774;5485;13246;13309;13310;20149		
P21365	P21365	1	1	1	UPF0259 membrane protein YciC	yciC	sp|P21365|YCIC_ECOLI UPF0259 membrane protein YciC OS=Escherichia coli (strain K12) OX=83333 GN=yciC PE=1 SV=2	1	1	1	1	3.6	3.6	3.6	26.419	247	247	0.0095847	1.1129	1783000	1	936	9648	True	10514	13743	17493	17493		
P21367	P21367	9	9	9	Uncharacterized protein YcaC	ycaC	sp|P21367|YCAC_ECOLI Probable hydrolase YcaC OS=Escherichia coli (strain K12) OX=83333 GN=ycaC PE=1 SV=1	1	9	9	9	55.3	55.3	55.3	23.1	208	208	0.0	52.937	76189000	12	937	1003;1782;6435;7374;8001;8009;8232;8292;8488	True;True;True;True;True;True;True;True;True	1108;1947;6954;7954;8732;8741;8977;8978;9055;9267	1529;2637;9125;9126;10393;11486;11496;11497;11795;11796;11913;12181	1940;3352;11627;11628;13248;14687;14698;14699;15086;15087;15271;15600	1940;3352;11627;13248;14687;14698;15086;15271;15600	1007	198
P21499	P21499	34	34	34	Ribonuclease R	rnr	sp|P21499|RNR_ECOLI Ribonuclease R OS=Escherichia coli (strain K12) OX=83333 GN=rnr PE=1 SV=2	1	34	34	34	49.9	49.9	49.9	92.108	813	813	0.0	118.78	213170000	43	938	655;1620;1709;1731;2109;2192;2424;2906;2947;3381;4033;4084;4558;4803;5274;5888;5984;6149;6395;7062;7326;8597;8641;9344;9995;10141;10142;10350;10351;11026;11505;11912;12064;12147	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	711;1779;1870;1892;2298;2390;2642;3164;3207;3657;4366;4421;4934;5198;5709;6374;6475;6651;6912;7616;7902;7903;9383;9432;10186;10888;11047;11048;11270;11271;12005;12533;12970;13132;13220	993;2425;2531;2559;3084;3197;3506;4192;4244;4791;5705;5770;5771;6439;6789;7485;7486;8360;8506;8507;8753;9078;9956;10328;10329;10330;12317;12379;13326;14229;14230;14441;14442;14717;14718;15692;16441;16982;17201;17312	1256;3084;3210;3248;3916;4061;4470;5335;5392;6083;7277;7353;7354;8201;8674;9589;9590;10697;10884;10885;11168;11573;12698;13169;13170;13171;13172;15765;15766;15833;16966;18111;18112;18113;18401;18402;18779;18780;20122;21113;21802;22100;22236	1256;3084;3210;3248;3916;4061;4470;5335;5392;6083;7277;7354;8201;8674;9589;10697;10885;11168;11573;12698;13171;15765;15833;16966;18111;18401;18402;18779;18780;20122;21113;21802;22100;22236	1008;1009;1010	184;534;538
P21507	P21507	14	14	14	ATP-dependent RNA helicase SrmB	srmB	sp|P21507|SRMB_ECOLI ATP-dependent RNA helicase SrmB OS=Escherichia coli (strain K12) OX=83333 GN=srmB PE=1 SV=1	1	14	14	14	40.3	40.3	40.3	49.914	444	444	0.0	63.334	112640000	20	939	2244;2679;3995;4114;4485;5424;5967;6935;7788;10063;10106;11189;11216;11541	True;True;True;True;True;True;True;True;True;True;True;True;True;True	2446;2910;4325;4452;4453;4858;5873;6458;7474;8445;10961;11008;12179;12207;12571	3262;3853;3854;5650;5813;5814;5815;6351;7707;8475;8476;9772;11080;14320;14394;15942;15943;15978;16495	4153;4903;4904;7210;7211;7399;7400;7401;8099;9873;10836;10837;12468;14149;18233;18234;18344;20443;20444;20486;21178	4153;4904;7210;7399;8099;9873;10836;12468;14149;18234;18344;20443;20486;21178	1011	325
P21513	P21513	33	33	33	Ribonuclease E	rne	sp|P21513|RNE_ECOLI Ribonuclease E OS=Escherichia coli (strain K12) OX=83333 GN=rne PE=1 SV=6	1	33	33	33	47.1	47.1	47.1	118.2	1061	1061	0.0	232.05	391530000	49	940	98;720;795;1444;1973;2264;2496;3134;3135;3332;4007;4744;5146;6110;6751;6804;6805;7213;7619;7620;7652;7800;8471;8554;8648;8745;9359;9403;11575;11655;12123;12333;12349	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	106;786;869;1588;1589;2152;2468;2469;2716;3400;3401;3604;3605;4339;5132;5567;6610;6611;7283;7340;7341;7784;8212;8213;8245;8464;9248;9339;9439;9544;10203;10252;12605;12694;13195;13423;13439	163;164;1101;1102;1214;1215;2172;2173;2896;3289;3290;3601;4473;4474;4475;4729;4730;5669;5670;6698;7295;7296;8700;8701;9514;9589;9590;9591;10181;10182;10723;10724;10764;11106;11107;12154;12267;12387;12506;12507;13345;13407;16536;16537;16647;16648;17285;17286;17569;17586;17587	207;208;1388;1389;1540;1541;2756;2757;3680;4186;4187;4584;5659;5660;5661;6002;6003;7236;7237;8554;8555;8556;9326;9327;9328;11110;11111;12112;12214;12215;12216;12970;12971;13680;13681;13729;14177;14178;15561;15704;15841;15978;15979;16988;17062;21229;21230;21358;21359;22203;22204;22544;22568;22569	208;1389;1540;2756;3680;4187;4584;5659;5660;6003;7236;8556;9326;11110;12112;12214;12215;12971;13680;13681;13729;14178;15561;15704;15841;15978;16988;17062;21230;21358;22203;22544;22568	1012;1013;1014;1015;1016	4;164;387;479;534
P21599	P21599	25	25	25	Pyruvate kinase II	pykA	sp|P21599|KPYK2_ECOLI Pyruvate kinase II OS=Escherichia coli (strain K12) OX=83333 GN=pykA PE=1 SV=3	1	25	25	25	70.2	70.2	70.2	51.357	480	480	0.0	149.17	828010000	58	941	248;317;1267;1405;3431;3821;4276;4277;4602;4604;4881;4904;5546;5640;5785;6480;6671;6672;6673;10059;10486;11084;11097;11204;11347	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	266;340;1399;1400;1546;3710;4139;4631;4632;4982;4983;4985;5285;5286;5309;6008;6105;6106;6266;7000;7001;7200;7201;7202;10956;11413;12067;12083;12195;12347	395;396;496;1938;1939;1940;2122;4855;5420;5421;6043;6044;6045;6046;6496;6497;6499;6916;6917;6948;6949;7888;8013;8014;8015;8218;8219;8220;9178;9179;9411;9412;9413;14314;14315;14898;15770;15802;15963;16183	490;491;606;2472;2473;2474;2475;2697;6171;6172;6173;6921;6922;6923;6924;6925;7696;7697;7698;7699;7700;8279;8280;8281;8283;8284;8836;8837;8838;8879;8880;8881;8882;10115;10116;10264;10265;10266;10267;10532;10533;10534;10535;11687;11688;11991;11992;11993;18226;18227;18228;19035;19036;20215;20261;20262;20467;20468;20770;20771	490;606;2475;2697;6172;6923;7697;7700;8281;8283;8837;8880;10115;10267;10534;11687;11991;11992;11993;18226;19035;20215;20262;20468;20771	1017;1018;1019;1020;1021;1022;1023	236;247;295;367;370;385;407
P21645	P21645	3	3	3	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	lpxD	sp|P21645|LPXD_ECOLI UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=lpxD PE=1 SV=2	1	3	3	3	10.9	10.9	10.9	36.038	341	341	0.0	11.053	18280000	5	942	8316;8510;11045	True;True;True	9080;9291;12025	11943;12208;15716	15305;15306;15307;15633;20150	15307;15633;20150		
P21829	P21829	1	1	1	Pyridoxal phosphate phosphatase YbhA	ybhA	sp|P21829|YBHA_ECOLI Pyridoxal phosphate phosphatase YbhA OS=Escherichia coli (strain K12) OX=83333 GN=ybhA PE=1 SV=3	1	1	1	1	5.1	5.1	5.1	30.201	272	272	0.0	4.8394	1285500	1	943	11208	True	12199	15967	20472	20472		
P21888	P21888	15	15	15	Cysteine--tRNA ligase	cysS	sp|P21888|SYC_ECOLI Cysteine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=cysS PE=1 SV=2	1	15	15	15	43.4	43.4	43.4	52.202	461	461	0.0	44.444	67314000	17	944	252;912;1160;1619;2178;2464;4078;7097;8307;8650;9698;9854;10269;10716;12488	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	270;1009;1276;1777;1778;2376;2683;4414;7660;9071;9441;10568;10742;11186;11670;13587	400;1414;1746;1747;2422;2423;2424;3181;3561;5762;10029;11931;12389;13820;14048;14612;15255;17766	495;1808;2195;2196;3081;3082;3083;4034;4542;7344;12786;15291;15843;17598;17886;18644;19541;22778;22779	495;1808;2195;3083;4034;4542;7344;12786;15291;15843;17598;17886;18644;19541;22779	1024	110
P21889	P21889	30	30	30	Aspartate--tRNA ligase	aspS	sp|P21889|SYD_ECOLI Aspartate--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=aspS PE=1 SV=1	1	30	30	30	58.3	58.3	58.3	65.913	590	590	0.0	122.84	268820000	50	945	101;223;1895;1963;2046;2047;2134;2205;2484;3077;3319;3454;3678;4224;4525;4820;5279;5717;6103;7344;7448;7449;8308;8756;8917;9979;10060;10224;11563;12183	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	110;239;2064;2141;2228;2229;2327;2403;2703;3339;3340;3590;3736;3737;3979;4572;4900;5215;5717;6194;6195;6603;7921;8036;8037;8038;9072;9556;9727;10871;10957;10958;11138;12593;13257	170;171;355;356;2780;2883;2986;2987;2988;3117;3213;3585;4397;4398;4399;4710;4891;4892;5196;5968;6398;6818;7496;8127;8128;8129;8687;8688;10351;10506;10507;10508;11932;11933;12524;12726;12727;14207;14316;14317;14547;16524;17352;17353	214;215;443;444;3535;3536;3666;3797;3798;3799;3956;4080;4567;5566;5567;5568;5569;5570;5973;5974;5975;6225;6226;6635;6636;7606;8151;8709;9602;10417;10418;10419;11096;11097;13195;13398;13399;13400;15292;15293;16002;16248;16249;18085;18086;18229;18230;18541;21212;21213;22283;22284	215;443;3536;3666;3797;3799;3956;4080;4567;5566;5973;6226;6635;7606;8151;8709;9602;10417;11096;13195;13398;13400;15292;16002;16249;18085;18230;18541;21213;22283	1025;1026;1027;1028;1029;1030;1031;1032;1033	38;164;248;270;290;391;406;495;540
P22106	P22106	17	17	17	Asparagine synthetase B [glutamine-hydrolyzing]	asnB	sp|P22106|ASNB_ECOLI Asparagine synthetase B [glutamine-hydrolyzing] OS=Escherichia coli (strain K12) OX=83333 GN=asnB PE=1 SV=3	1	17	17	17	41.7	41.7	41.7	62.658	554	554	0.0	77.709	61129000	19	946	108;578;579;888;1536;2182;2325;2570;3043;3522;3541;8795;9457;9607;10149;10362;11560	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	118;626;627;981;1690;2380;2534;2796;3304;3810;3831;9596;10313;10469;11056;11282;12590	182;183;877;878;1375;2315;3185;3374;3714;4355;4980;5006;12569;13489;13687;14451;14732;16521	232;233;1110;1111;1750;2945;4041;4292;4743;5517;6347;6376;16058;17176;17177;17423;18419;18797;21209	232;1110;1111;1750;2945;4041;4292;4743;5517;6347;6376;16058;17176;17423;18419;18797;21209	1034	225
P22188	P22188	8	8	8	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	murE	sp|P22188|MURE_ECOLI UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase OS=Escherichia coli (strain K12) OX=83333 GN=murE PE=1 SV=2	1	8	8	8	31.1	31.1	31.1	53.343	495	495	0.0	10.107	22270000	8	947	596;1743;1907;3685;4080;7722;10809;11270	True;True;True;True;True;True;True;True	645;1906;2077;3986;4416;8343;11771;12266	900;2586;2795;5204;5764;10907;15380;16070	1137;3284;3555;6646;7347;13908;19720;20625	1137;3284;3555;6646;7347;13908;19720;20625		
P22255	P22255	9	9	9	3(2),5-bisphosphate nucleotidase CysQ	cysQ	sp|P22255|CYSQ_ECOLI 3(2),5-bisphosphate nucleotidase CysQ OS=Escherichia coli (strain K12) OX=83333 GN=cysQ PE=1 SV=2	1	9	9	9	59.8	59.8	59.8	27.176	246	246	0.0	48.173	61975000	10	948	207;1527;2967;3141;3340;7790;7967;9597;12484	True;True;True;True;True;True;True;True;True	221;222;1681;3227;3407;3615;8447;8696;10459;13582	336;337;2305;4267;4483;4740;4741;11082;11441;13670;17761	421;422;2929;5417;5673;6022;6023;14151;14635;17396;22773	421;2929;5417;5673;6022;14151;14635;17396;22773	1035	49
P22256	P22256	13	13	13	4-aminobutyrate aminotransferase GabT	gabT	sp|P22256|GABT_ECOLI 4-aminobutyrate aminotransferase GabT OS=Escherichia coli (strain K12) OX=83333 GN=gabT PE=1 SV=1	1	13	13	13	38.5	38.5	38.5	45.774	426	426	0.0	26.047	47696000	14	949	869;3137;4545;5457;6128;6885;7394;8729;9586;9611;10363;10479;11802	True;True;True;True;True;True;True;True;True;True;True;True;True	949;3403;4921;5908;6630;7423;7974;9527;10447;10473;11283;11406;12850	1315;4478;6421;7762;8727;9696;10415;12487;13657;13691;14733;14888;16836	1664;1665;5664;8180;9957;11141;12361;13272;15958;17381;17427;18798;19020;21615	1665;5664;8180;9957;11141;12361;13272;15958;17381;17427;18798;19020;21615		
P22259	P22259	27	27	27	Phosphoenolpyruvate carboxykinase [ATP]	pckA	sp|P22259|PCKA_ECOLI Phosphoenolpyruvate carboxykinase (ATP) OS=Escherichia coli (strain K12) OX=83333 GN=pckA PE=1 SV=2	1	27	27	27	66.1	66.1	66.1	59.643	540	540	0.0	153.18	846910000	59	950	1502;2092;2230;2341;2342;2911;3394;3845;4172;4194;4573;5958;6594;6595;6618;6816;7392;7855;7871;8014;8258;8385;8537;9136;11235;11712;12422	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1651;2281;2432;2554;2555;3169;3671;4163;4515;4540;4951;6449;7119;7120;7143;7352;7972;8537;8557;8558;8746;9008;9009;9157;9321;9963;12226;12754;13520	2258;3060;3247;3398;3399;4197;4198;4807;4808;5448;5888;5923;5924;5925;6460;6461;8463;9315;9316;9343;9344;9604;10412;10413;11201;11202;11237;11238;11505;11506;11834;11835;11836;12038;12245;13029;16003;16004;16717;16718;17691;17692	2864;2865;2866;3885;3886;3887;4129;4327;4328;5340;5341;6102;6103;6104;6955;6956;7496;7542;7543;7544;8233;8234;8235;8236;8237;10818;11866;11867;11868;11900;11901;11902;11903;12234;12235;13268;13269;13270;14287;14288;14337;14338;14710;14711;15141;15142;15143;15413;15414;15676;16625;20521;20522;20523;20524;21442;21443;21444;22690;22691	2865;3886;4129;4327;4328;5340;6104;6956;7496;7544;8236;10818;11866;11868;11900;12234;13270;14287;14337;14711;15142;15413;15676;16625;20521;21444;22690	1036;1037	170;199
P22333	P22333	8	8	8	Adenosine deaminase	add	sp|P22333|ADD_ECOLI Adenosine deaminase OS=Escherichia coli (strain K12) OX=83333 GN=add PE=3 SV=2	1	8	8	8	37.5	37.5	37.5	36.397	333	333	0.0	21.054	32385000	10	951	1097;4754;4800;7760;8617;10242;10250;11319	True;True;True;True;True;True;True;True	1209;5144;5195;8402;8403;9404;11158;11167;12317	1665;6715;6786;11008;11009;12342;14574;14589;16144	2104;8574;8670;14051;14052;14053;15792;18580;18606;20714	2104;8574;8670;14051;15792;18580;18606;20714	1038	1
P22523	P22523	16	16	16	Chromosome partition protein MukB	mukB	sp|P22523|MUKB_ECOLI Chromosome partition protein MukB OS=Escherichia coli (strain K12) OX=83333 GN=mukB PE=1 SV=2	1	16	16	16	12.7	12.7	12.7	170.23	1486	1486	0.0	63.154	36224000	16	952	625;841;2690;2754;3506;4794;5017;6544;6948;7115;7116;7411;7417;8049;9964;10598	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	678;921;2921;2988;3792;5188;5431;7067;7487;7680;7681;7995;8002;8783;10856;11539	953;1279;3868;3945;4962;6777;7119;9253;9785;10063;10064;10450;10460;11553;14186;15059	1206;1620;4921;5013;6323;8661;9116;11779;12481;12834;12835;13318;13328;14764;18052;19234	1206;1620;4921;5013;6323;8661;9116;11779;12481;12834;12835;13318;13328;14764;18052;19234		
P22525	P22525	1	1	1	Probable L,D-transpeptidase YcbB	ycbB	sp|P22525|YCBB_ECOLI Probable L,D-transpeptidase YcbB OS=Escherichia coli (strain K12) OX=83333 GN=ycbB PE=3 SV=2	1	1	1	1	1.8	1.8	1.8	67.812	615	615	0.0039318	1.3457	1389300	0	953	10165	True	11073	14471	18445	18445		
P22564	P22564	1	1	1	Non-specific ribonucleoside hydrolase RihC	rihC	sp|P22564|RIHC_ECOLI Non-specific ribonucleoside hydrolase RihC OS=Escherichia coli (strain K12) OX=83333 GN=rihC PE=1 SV=1	1	1	1	1	3.9	3.9	3.9	32.56	304	304	0.00067159	1.623	1075200	1	954	6080	True	6577	8646	11050	11050		
P22634	P22634	3	3	3	Glutamate racemase	murI	sp|P22634|MURI_ECOLI Glutamate racemase OS=Escherichia coli (strain K12) OX=83333 GN=murI PE=1 SV=2	1	3	3	3	14.0	14.0	14.0	31.002	285	285	0.0	4.4741	3346900	3	955	2646;7398;12165	True;True;True	2875;7978;13239	3808;10420;17332	4847;13277;22260	4847;13277;22260		
P23003	P23003	2	2	2	tRNA/tmRNA (uracil-C(5))-methyltransferase	trmA	sp|P23003|TRMA_ECOLI tRNA/tmRNA (uracil-C(5))-methyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=trmA PE=1 SV=1	1	2	2	2	4.9	4.9	4.9	41.966	366	366	0.0	3.2954	4235800	2	956	1031;7246	True;True	1137;7818	1566;10222	1984;13032	1984;13032		
P23173	P23173	1	1	1	Low affinity tryptophan permease	tnaB	sp|P23173|TNAB_ECOLI Low affinity tryptophan permease OS=Escherichia coli (strain K12) OX=83333 GN=tnaB PE=1 SV=1	1	1	1	1	3.4	3.4	3.4	45.21	415	415	0.0	3.9078	16682000	1	957	599	True	648	907	1149	1149		
P23256	P23256	2	2	2	Protein MalY;Cystathionine beta-lyase MalY;Maltose regulon modulator	malY	sp|P23256|MALY_ECOLI Protein MalY OS=Escherichia coli (strain K12) OX=83333 GN=malY PE=1 SV=1	1	2	2	2	5.4	5.4	5.4	43.641	390	390	0.0	3.0979	2045800	2	958	3853;4520	True;True	4174;4894	5466;6390	6978;8143	6978;8143		
P23325	P23325	1	1	1	Ankyrin repeat protein A	arpA	sp|P23325|ARPA_ECOLI Ankyrin repeat protein A OS=Escherichia coli (strain K12) OX=83333 GN=arpA PE=4 SV=3	1	1	1	1	1.1	1.1	1.1	82.597	728	728	0.0039396	1.3573	8743500	1	959	2686	True	2917	3864	4917	4917		
P23331	P23331	3	3	3	Thymidine kinase	tdk	sp|P23331|KITH_ECOLI Thymidine kinase OS=Escherichia coli (strain K12) OX=83333 GN=tdk PE=3 SV=1	1	3	3	3	22.0	22.0	22.0	23.456	205	205	0.0	19.258	6827800	3	960	6459;6610;10773	True;True;True	6979;7135;11731	9154;9334;15337	11660;11890;19662	11660;11890;19662		
P23367	P23367	5	5	5	DNA mismatch repair protein MutL	mutL	sp|P23367|MUTL_ECOLI DNA mismatch repair protein MutL OS=Escherichia coli (strain K12) OX=83333 GN=mutL PE=1 SV=2	1	5	5	5	12.0	12.0	12.0	67.923	615	615	0.0	8.8877	8329800	5	961	1700;3868;5063;8461;8509	True;True;True;True;True	1861;4190;5478;9238;9290	2521;5486;7175;12143;12207	3199;7003;9183;15546;15632	3199;7003;9183;15546;15632		
P23522	P23522	3	3	3	5-keto-4-deoxy-D-glucarate aldolase	garL	sp|P23522|GARL_ECOLI 5-keto-4-deoxy-D-glucarate aldolase OS=Escherichia coli (strain K12) OX=83333 GN=garL PE=1 SV=2	1	3	3	3	9.4	9.4	9.4	27.384	256	256	0.0	2.5918	4399200	2	962	8542;11586;11587	True;True;True	9326;12618;12619	12250;16551;16552	15683;21245;21246	15683;21245;21246		
