Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
Q05D32	Q05D32	1	1	1	CTD small phosphatase-like protein 2	CTDSPL2	sp|Q05D32|CTSL2_HUMAN CTD small phosphatase-like protein 2 OS=Homo sapiens OX=9606 GN=CTDSPL2 PE=1 SV=2	1	1	1	1	2.6	2.6	2.6	52.998	466	466	0.0019976	6.4119	3685300	1				1345	1443	True	1467	1699	1964	1964		
Q06124	Q06124	5	5	5	Tyrosine-protein phosphatase non-receptor type 11	PTPN11	sp|Q06124|PTN11_HUMAN Tyrosine-protein phosphatase non-receptor type 11 OS=Homo sapiens OX=9606 GN=PTPN11 PE=1 SV=3	1	5	5	5	13.7	13.7	13.7	68.01	593	593	0	35.049	24127000	5				1346	3188;5324;10030;11043;11402	True;True;True;True;True	3232;5396;10162;11189;11554	3733;6307;11881;11882;13078;13486	4320;7396;13854;13855;15235;15713	4320;7396;13854;15235;15713		
Q06203	Q06203	3	3	3	Amidophosphoribosyltransferase	PPAT	sp|Q06203|PUR1_HUMAN Amidophosphoribosyltransferase OS=Homo sapiens OX=9606 GN=PPAT PE=1 SV=1	1	3	3	3	6.4	6.4	6.4	57.398	517	517	0	18.849	7443600	3				1347	3042;4661;5486	True;True;True	3086;4723;5562	3563;5501;6502	4118;6434;7618	4118;6434;7618		
Q06210	Q06210	10	10	7	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1	GFPT1	sp|Q06210|GFPT1_HUMAN Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Homo sapiens OX=9606 GN=GFPT1 PE=1 SV=3	1	10	10	7	20	20	14	78.806	699	699	0	83.402	98704000	8				1348	2922;2944;4505;4506;4521;6880;7725;10426;10457;10646	True;True;True;True;True;True;True;True;True;True	2964;2987;4566;4567;4582;6965;7825;10562;10596;10785	3425;3451;5286;5287;5304;8129;9113;12334;12375;12587	3959;3990;3991;6158;6159;6182;9492;10605;14398;14446;14689	3959;3991;6158;6159;6182;9492;10605;14398;14446;14689		
Q06323	Q06323	5	5	5	Proteasome activator complex subunit 1	PSME1	sp|Q06323|PSME1_HUMAN Proteasome activator complex subunit 1 OS=Homo sapiens OX=9606 GN=PSME1 PE=1 SV=1	1	5	5	5	24.1	24.1	24.1	28.723	249	249	0	35.204	135420000	3				1349	723;2782;7448;8334;9514	True;True;True;True;True	729;2823;7546;8438;9639	837;3272;8786;9814;11199	969;3788;10227;11414;13021	969;3788;10227;11414;13021		
Q06546	Q06546	1	1	1	GA-binding protein alpha chain	GABPA	sp|Q06546|GABPA_HUMAN GA-binding protein alpha chain OS=Homo sapiens OX=9606 GN=GABPA PE=1 SV=1	1	1	1	1	2.6	2.6	2.6	51.295	454	454	0.0083032	5.7932	5593300	1				1350	3799	True	3849	4454	5176	5176		
Q06587;Q99496	Q06587	3;1	3;1	3;1	E3 ubiquitin-protein ligase RING1	RING1	sp|Q06587|RING1_HUMAN E3 ubiquitin-protein ligase RING1 OS=Homo sapiens OX=9606 GN=RING1 PE=1 SV=2	2	3	3	3	10.1	10.1	10.1	42.429	406	406;336	0	16.916	16002000	1				1351	6210;9022;10027	True;True;True	6291;9139;10159	7372;7373;10628;11878	8627;8628;12339;13851	8627;12339;13851		
Q06787	Q06787	2	1	1	Fragile X mental retardation protein 1	FMR1	sp|Q06787|FMR1_HUMAN Synaptic functional regulator FMR1 OS=Homo sapiens OX=9606 GN=FMR1 PE=1 SV=1	1	2	1	1	5.2	2.2	2.2	71.174	632	632	0.00096386	10.646	6246200	2				1352	2243;8770	False;True	2276;8881	2635;10319;10320	3046;11976;11977	3046;11976	993	230
Q06830	Q06830	6	5	4	Peroxiredoxin-1	PRDX1	sp|Q06830|PRDX1_HUMAN Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1	1	6	5	4	45.7	41.7	36.2	22.11	199	199	0	57.489	786440000	7				1353	4090;4593;6522;7050;8246;8282	False;True;True;True;True;True	4147;4654;6603;7135;8350;8386	4805;4806;5397;5398;7722;7723;8318;9714;9752	5597;5598;5599;6296;6297;9025;9026;9699;11294;11340;11341	5599;6297;9026;9699;11294;11340	1307	100
Q07020	Q07020	2	2	2	60S ribosomal protein L18	RPL18	sp|Q07020|RL18_HUMAN 60S ribosomal protein L18 OS=Homo sapiens OX=9606 GN=RPL18 PE=1 SV=2	1	2	2	2	13.8	13.8	13.8	21.634	188	188	0	33.599	180040000	4				1354	5165;9439	True;True	5233;9563	6111;6112;11112	7166;7167;7168;12918	7166;12918		
Q07021	Q07021	6	6	6	Complement component 1 Q subcomponent-binding protein, mitochondrial	C1QBP	sp|Q07021|C1QBP_HUMAN Complement component 1 Q subcomponent-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=C1QBP PE=1 SV=1	1	6	6	6	40.8	40.8	40.8	31.362	282	282	0	74.472	447020000	11				1355	333;633;3059;5455;7365;10229	True;True;True;True;True;True	337;638;3103;5530;7460;10362	387;736;3582;6461;8685;12102;12103	454;854;855;856;4140;7567;7568;7569;10105;14114;14115	454;856;4140;7568;10105;14115	1308	105
Q07065	Q07065	8	8	8	Cytoskeleton-associated protein 4	CKAP4	sp|Q07065|CKAP4_HUMAN Cytoskeleton-associated protein 4 OS=Homo sapiens OX=9606 GN=CKAP4 PE=1 SV=2	1	8	8	8	21.8	21.8	21.8	66.022	602	602	0	64.286	79194000	7				1356	2874;5973;6683;8958;9253;9289;9324;10764	True;True;True;True;True;True;True;True	2915;6053;6767;9074;9376;9412;9447;10907	3371;7093;7914;10550;10894;10933;10974;12736	3901;8308;9252;12255;12642;12693;12745;14858	3901;8308;9252;12255;12642;12693;12745;14858	1309	317
Q07157	Q07157	11	11	11	Tight junction protein ZO-1	TJP1	sp|Q07157|ZO1_HUMAN Tight junction protein ZO-1 OS=Homo sapiens OX=9606 GN=TJP1 PE=1 SV=3	1	11	11	11	10.1	10.1	10.1	195.46	1748	1748	0	71.531	108960000	12				1357	267;2138;2147;2279;2433;5254;5764;6576;8838;10667;11217	True;True;True;True;True;True;True;True;True;True;True	271;2171;2180;2314;2471;5324;5843;6659;8953;10806;11366	313;2525;2534;2679;2862;6220;6844;7789;7790;10408;12609;13274	370;2927;2936;3097;3307;7293;8014;9105;9106;9107;9108;12079;14715;15462	370;2927;2936;3097;3307;7293;8014;9107;12079;14715;15462		
Q07666	Q07666	4	4	4	KH domain-containing, RNA-binding, signal transduction-associated protein 1	KHDRBS1	sp|Q07666|KHDR1_HUMAN KH domain-containing, RNA-binding, signal transduction-associated protein 1 OS=Homo sapiens OX=9606 GN=KHDRBS1 PE=1 SV=1	1	4	4	4	16.7	16.7	16.7	48.227	443	443	0	34.254	108130000	4				1358	876;1219;1881;5552	True;True;True;True	885;1236;1912;5628	1028;1433;1434;2207;6589	1184;1652;1653;2547;7721	1184;1652;2547;7721		
Q07866;Q9H0B6	Q07866	5;1	5;1	5;1	Kinesin light chain 1	KLC1	sp|Q07866|KLC1_HUMAN Kinesin light chain 1 OS=Homo sapiens OX=9606 GN=KLC1 PE=1 SV=2	2	5	5	5	12	12	12	65.309	573	573;622	0	33.092	66829000	6				1359	1146;1424;3200;7492;11205	True;True;True;True;True	1158;1447;3244;7592;11354	1332;1676;3750;8840;8841;13260	1534;1937;4337;10290;10291;15445	1534;1937;4337;10290;15445	1310	491
Q07955	Q07955	6	6	6	Serine/arginine-rich splicing factor 1	SRSF1	sp|Q07955|SRSF1_HUMAN Serine/arginine-rich splicing factor 1 OS=Homo sapiens OX=9606 GN=SRSF1 PE=1 SV=2	1	6	6	6	28.6	28.6	28.6	27.744	248	248	0	53.139	232180000	9				1360	1407;1445;2137;3931;5547;10966	True;True;True;True;True;True	1430;1469;2170;3986;5623;11112	1656;1701;2524;4607;6584;12991;12992	1911;1912;1966;2926;5362;5363;7716;15143;15144	1912;1966;2926;5363;7716;15144		
Q07960	Q07960	1	1	1	Rho GTPase-activating protein 1	ARHGAP1	sp|Q07960|RHG01_HUMAN Rho GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=ARHGAP1 PE=1 SV=1	1	1	1	1	7.3	7.3	7.3	50.435	439	439	0	13.779	20405000	1				1361	4726	True	4788	5586	6543	6543		
Q08170	Q08170	1	1	1	Serine/arginine-rich splicing factor 4	SRSF4	sp|Q08170|SRSF4_HUMAN Serine/arginine-rich splicing factor 4 OS=Homo sapiens OX=9606 GN=SRSF4 PE=1 SV=2	1	1	1	1	2.4	2.4	2.4	56.678	494	494	0.0030948	6.1543	5151000	1				1362	7562	True	7662	8920	10381	10381		
Q08211	Q08211	22	22	22	ATP-dependent RNA helicase A	DHX9	sp|Q08211|DHX9_HUMAN ATP-dependent RNA helicase A OS=Homo sapiens OX=9606 GN=DHX9 PE=1 SV=4	1	22	22	22	26.5	26.5	26.5	140.96	1270	1270	0	262.35	789680000	28				1363	87;258;432;1357;1495;2584;3229;3493;4029;4169;5574;5593;6092;6142;7503;8336;8355;9807;9952;10042;11411;11428	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	88;262;437;1377;1520;2624;3273;3541;4086;4226;5651;5670;6172;6223;7603;8440;8459;9936;10083;10174;11563;11580	101;302;503;1595;1755;3056;3786;4094;4736;4897;6616;6637;7232;7290;8852;9816;9838;11625;11626;11785;11786;11894;13496;13497;13514	121;359;589;1839;2025;3552;4387;4753;5520;5701;7753;7780;8464;8529;10302;11416;11439;13555;13556;13557;13736;13737;13738;13739;13740;13868;15723;15724;15742	121;359;589;1839;2025;3552;4387;4753;5520;5701;7753;7780;8464;8529;10302;11416;11439;13557;13738;13868;15724;15742	1311;1312;1313;1314;1315	369;581;745;1059;1107
Q08257	Q08257	4	4	4	Quinone oxidoreductase	CRYZ	sp|Q08257|QOR_HUMAN Quinone oxidoreductase OS=Homo sapiens OX=9606 GN=CRYZ PE=1 SV=1	1	4	4	4	23.1	23.1	23.1	35.206	329	329	0	42.523	48679000	5				1364	5484;5680;10306;10347	True;True;True;True	5560;5759;10441;10482	6500;6736;12197;12245	7616;7887;14230;14289;14290	7616;7887;14230;14290		
Q08379	Q08379	1	1	1	Golgin subfamily A member 2	GOLGA2	sp|Q08379|GOGA2_HUMAN Golgin subfamily A member 2 OS=Homo sapiens OX=9606 GN=GOLGA2 PE=1 SV=3	1	1	1	1	1	1	1	113.08	1002	1002	0.001996	6.4015	4197800	1				1365	6356	True	6437	7537	8814	8814		
Q08426	Q08426	1	1	1	Peroxisomal bifunctional enzyme;Enoyl-CoA hydratase/3,2-trans-enoyl-CoA isomerase;3-hydroxyacyl-CoA dehydrogenase	EHHADH	sp|Q08426|ECHP_HUMAN Peroxisomal bifunctional enzyme OS=Homo sapiens OX=9606 GN=EHHADH PE=1 SV=3	1	1	1	1	3.5	3.5	3.5	79.494	723	723	0.0009095	7.7618	5125100	1				1366	5128	True	5196	6064	7109	7109		
Q08945	Q08945	5	5	5	FACT complex subunit SSRP1	SSRP1	sp|Q08945|SSRP1_HUMAN FACT complex subunit SSRP1 OS=Homo sapiens OX=9606 GN=SSRP1 PE=1 SV=1	1	5	5	5	9.3	9.3	9.3	81.074	709	709	0	37.06	80288000	5				1367	274;3169;3874;8653;10183	True;True;True;True;True	278;3213;3926;8763;10315	320;3706;4545;10191;12051	377;4287;5290;11835;14058	377;4287;5290;11835;14058		
Q08AE8	Q08AE8	1	1	1	Protein spire homolog 1	SPIRE1	sp|Q08AE8|SPIR1_HUMAN Protein spire homolog 1 OS=Homo sapiens OX=9606 GN=SPIRE1 PE=1 SV=3	1	1	1	1	1.5	1.5	1.5	85.543	756	756	0.0020096	6.4383	2087900	1				1368	8589	True	8697	10113	11746	11746		
Q08AM6	Q08AM6	1	1	1	Protein VAC14 homolog	VAC14	sp|Q08AM6|VAC14_HUMAN Protein VAC14 homolog OS=Homo sapiens OX=9606 GN=VAC14 PE=1 SV=1	1	1	1	1	2.9	2.9	2.9	87.972	782	782	0.00096479	10.739	8806400	2				1369	4720	True	4782	5579	6533;6534	6534		
Q08J23	Q08J23	16	16	16	tRNA (cytosine(34)-C(5))-methyltransferase	NSUN2	sp|Q08J23|NSUN2_HUMAN RNA cytosine C(5)-methyltransferase NSUN2 OS=Homo sapiens OX=9606 GN=NSUN2 PE=1 SV=2	1	16	16	16	37.2	37.2	37.2	86.47	767	767	0	124.72	261340000	18				1370	1399;2252;2451;2596;2929;3768;5145;5798;6014;6043;7409;8706;9950;10288;11077;11116	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1422;2286;2489;2636;2972;3818;5213;5877;6094;6123;7507;8817;10081;10423;11224;11264	1648;2647;2648;2883;3070;3434;4422;6084;6885;7137;7168;8742;10250;11783;12177;13116;13160	1902;3060;3061;3331;3566;3970;5143;7138;8064;8065;8356;8393;10171;11900;13734;14207;14208;15280;15331	1902;3060;3331;3566;3970;5143;7138;8064;8356;8393;10171;11900;13734;14207;15280;15331	1316;1317;1318;1319	197;202;316;358
Q09028	Q09028	9	9	6	Histone-binding protein RBBP4	RBBP4	sp|Q09028|RBBP4_HUMAN Histone-binding protein RBBP4 OS=Homo sapiens OX=9606 GN=RBBP4 PE=1 SV=3	1	9	9	6	40.9	40.9	34.1	47.655	425	425	0	307.08	289060000	11				1371	176;1272;6215;6574;7029;8110;9623;9823;9961	True;True;True;True;True;True;True;True;True	177;1289;6296;6657;7114;8213;9750;9953;10092	205;1494;7378;7787;8294;9553;11407;11408;11646;11796	246;1723;8635;9101;9674;11119;13294;13295;13296;13297;13579;13754	246;1723;8635;9101;9674;11119;13294;13579;13754		
Q09161	Q09161	6	6	6	Nuclear cap-binding protein subunit 1	NCBP1	sp|Q09161|NCBP1_HUMAN Nuclear cap-binding protein subunit 1 OS=Homo sapiens OX=9606 GN=NCBP1 PE=1 SV=1	1	6	6	6	14.3	14.3	14.3	91.838	790	790	0	37.573	27252000	6				1372	2016;5108;6112;6928;8571;9848	True;True;True;True;True;True	2049;5176;6192;7013;8679;9979	2368;6042;7253;8179;10085;11675	2732;7081;8487;9545;11713;13610	2732;7081;8487;9545;11713;13610		
Q09666	Q09666	90	90	90	Neuroblast differentiation-associated protein AHNAK	AHNAK	sp|Q09666|AHNK_HUMAN Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens OX=9606 GN=AHNAK PE=1 SV=2	1	90	90	90	33.1	33.1	33.1	629.09	5890	5890	0	323.31	3504200000	106				1373	167;168;217;234;235;694;695;700;729;866;1231;2396;2660;3667;3734;3757;3759;3787;3788;3789;3790;3791;3792;3903;3923;3933;3939;4211;4221;4224;4237;4240;4243;4245;4322;4875;4910;5279;5345;5367;5368;5381;5382;5383;5844;5968;5969;5970;6572;6688;6699;7181;7194;7213;7416;8025;9149;9154;9216;9822;10149;10150;10151;10152;10153;10154;10155;10156;10157;10158;10159;10160;10165;10166;10167;10168;10169;10171;10199;10202;10204;10205;10206;10239;10392;10683;10755;10820;10831;10839	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	168;169;220;237;238;700;701;706;735;875;1248;2434;2700;3717;3784;3807;3809;3837;3838;3839;3840;3841;3842;3956;3978;3988;3994;4268;4278;4281;4294;4297;4300;4302;4380;4940;4975;5350;5418;5441;5442;5455;5456;5457;5924;6048;6049;6050;6655;6772;6783;7268;7282;7302;7514;8127;9269;9270;9275;9338;9952;10281;10282;10283;10284;10285;10286;10287;10288;10289;10290;10291;10292;10297;10298;10299;10300;10301;10303;10331;10334;10336;10337;10338;10372;10528;10823;10898;10963;10974;10982	194;195;196;250;272;273;805;806;811;845;1018;1448;2822;2823;3139;4312;4384;4410;4412;4442;4443;4444;4445;4446;4447;4576;4599;4609;4616;4943;4953;4956;4957;4970;4973;4976;4979;5068;5768;5808;6248;6332;6358;6359;6372;6373;6374;6375;6376;6946;7087;7088;7089;7090;7785;7920;7933;8469;8485;8507;8750;9460;10775;10776;10782;10854;11644;11645;12015;12016;12017;12018;12019;12020;12021;12022;12023;12024;12025;12026;12031;12032;12033;12034;12035;12036;12038;12039;12068;12071;12073;12074;12075;12114;12295;12639;12725;12809;12823;12833	235;236;237;298;324;325;326;933;934;935;941;977;1173;1670;1671;3265;3266;3645;3646;5018;5100;5130;5132;5164;5165;5166;5167;5168;5169;5326;5327;5354;5366;5373;5755;5756;5767;5770;5771;5785;5789;5792;5796;5899;6758;6803;7327;7421;7450;7451;7466;7467;7468;7469;7470;8138;8300;8301;8302;8303;8304;8305;9099;9258;9273;9863;9880;9906;10179;10180;11011;12513;12514;12520;12596;13577;13578;14016;14017;14018;14019;14020;14021;14022;14023;14024;14025;14026;14027;14028;14029;14030;14036;14037;14038;14039;14040;14041;14042;14044;14045;14078;14082;14084;14085;14086;14128;14348;14752;14753;14847;14938;14952;14953;14964	235;237;298;324;325;934;935;941;977;1173;1671;3266;3646;5018;5100;5130;5132;5164;5165;5166;5167;5168;5169;5327;5354;5366;5373;5756;5767;5770;5785;5789;5792;5796;5899;6758;6803;7327;7421;7450;7451;7466;7468;7469;8138;8302;8303;8305;9099;9258;9273;9863;9880;9906;10179;11011;12513;12520;12596;13577;14017;14018;14019;14021;14022;14024;14025;14026;14027;14028;14029;14030;14036;14037;14039;14041;14042;14044;14078;14082;14084;14085;14086;14128;14348;14753;14847;14938;14953;14964	1320;1321;1322;1323;1324;1325;1326;1327;1328;1329;1330;1331;1332;1333;1334	820;859;1096;1352;1418;1620;1783;2357;2455;2837;3510;3673;3902;4521;5088
Q0VDF9	Q0VDF9	4	4	4	Heat shock 70 kDa protein 14	HSPA14	sp|Q0VDF9|HSP7E_HUMAN Heat shock 70 kDa protein 14 OS=Homo sapiens OX=9606 GN=HSPA14 PE=1 SV=1	1	4	4	4	11.6	11.6	11.6	54.794	509	509	0	32.123	14633000	5				1374	1474;2941;3221;3555	True;True;True;True	1499;2984;3265;3604	1733;1734;3448;3777;4176	2002;2003;3987;4376;4855	2002;3987;4376;4855	1335	482
Q0VDG4	Q0VDG4	1	1	1	Secernin-3	SCRN3	sp|Q0VDG4|SCRN3_HUMAN Secernin-3 OS=Homo sapiens OX=9606 GN=SCRN3 PE=1 SV=1	1	1	1	1	5.2	5.2	5.2	48.544	424	424	0.00093853	8.5999	0	1				1375	7110	True	7195	8388	9777	9777		
Q10469	Q10469	2	2	2	Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	MGAT2	sp|Q10469|MGAT2_HUMAN Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase OS=Homo sapiens OX=9606 GN=MGAT2 PE=1 SV=1	1	2	2	2	5.4	5.4	5.4	51.55	447	447	0	11.814	4612000	2				1376	5648;10609	True;True	5725;10748	6699;12541	7846;14639	7846;14639		
Q10471	Q10471	6	6	6	Polypeptide N-acetylgalactosaminyltransferase 2;Polypeptide N-acetylgalactosaminyltransferase 2 soluble form	GALNT2	sp|Q10471|GALT2_HUMAN Polypeptide N-acetylgalactosaminyltransferase 2 OS=Homo sapiens OX=9606 GN=GALNT2 PE=1 SV=1	1	6	6	6	15.1	15.1	15.1	64.732	571	571	0	37.509	62938000	5				1377	3613;3911;7548;8809;10179;10594	True;True;True;True;True;True	3662;3965;7648;8923;10311;10733	4248;4585;8904;10372;12047;12526	4946;5338;10364;12040;14054;14622	4946;5338;10364;12040;14054;14622		
Q10567	Q10567	9	6	6	AP-1 complex subunit beta-1	AP1B1	sp|Q10567|AP1B1_HUMAN AP-1 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP1B1 PE=1 SV=3	1	9	6	6	14.4	10.3	10.3	104.61	949	949	0	43.927	71981000	7				1378	88;701;1499;5690;6187;6783;6839;6939;7239	False;True;True;True;True;True;False;True;False	89;707;1524;5769;6268;6868;6924;7024;7328	102;812;1759;6755;6756;7339;8023;8087;8193;8540	122;942;2029;7910;7911;8584;9380;9449;9559;9944	122;942;2029;7911;8584;9380;9449;9559;9944	1195;1198	448;806
Q10570	Q10570	2	2	2	Cleavage and polyadenylation specificity factor subunit 1	CPSF1	sp|Q10570|CPSF1_HUMAN Cleavage and polyadenylation specificity factor subunit 1 OS=Homo sapiens OX=9606 GN=CPSF1 PE=1 SV=2	1	2	2	2	1.2	1.2	1.2	160.88	1443	1443	0.00048804	10.948	3844500	1				1379	3041;7080	True;True	3085;7165	3562;8356	4117;9742	4117;9742		
Q10713	Q10713	3	3	3	Mitochondrial-processing peptidase subunit alpha	PMPCA	sp|Q10713|MPPA_HUMAN Mitochondrial-processing peptidase subunit alpha OS=Homo sapiens OX=9606 GN=PMPCA PE=1 SV=2	1	3	3	3	10.5	10.5	10.5	58.252	525	525	0	21.075	14692000	3				1380	4050;6631;7398	True;True;True	4107;6714;7496	4759;7851;8727	5548;9178;10154	5548;9178;10154	1336	251
Q12765	Q12765	2	2	2	Secernin-1	SCRN1	sp|Q12765|SCRN1_HUMAN Secernin-1 OS=Homo sapiens OX=9606 GN=SCRN1 PE=1 SV=2	1	2	2	2	7.7	7.7	7.7	46.382	414	414	0	17.998	23150000	4				1381	2780;9241	True;True	2820;2821;9364	3267;3268;3269;10881	3782;3783;3784;3785;12627	3784;12627	1337	110
Q12768	Q12768	1	1	1	WASH complex subunit strumpellin	KIAA0196	sp|Q12768|WASC5_HUMAN WASH complex subunit 5 OS=Homo sapiens OX=9606 GN=WASHC5 PE=1 SV=1	1	1	1	1	1.3	1.3	1.3	134.28	1159	1159	0.0020859	6.7082	4022700	2				1382	10065	True	10197	11918	13894;13895	13894		
Q12769	Q12769	3	3	3	Nuclear pore complex protein Nup160	NUP160	sp|Q12769|NU160_HUMAN Nuclear pore complex protein Nup160 OS=Homo sapiens OX=9606 GN=NUP160 PE=1 SV=3	1	3	3	3	2.4	2.4	2.4	162.12	1436	1436	0	16.915	15498000	3				1383	1630;6661;7771	True;True;True	1657;6744;7872	1913;7886;9168	2204;9217;10676	2204;9217;10676	1338	742
Q12788	Q12788	2	2	2	Transducin beta-like protein 3	TBL3	sp|Q12788|TBL3_HUMAN Transducin beta-like protein 3 OS=Homo sapiens OX=9606 GN=TBL3 PE=1 SV=2	1	2	2	2	4.1	4.1	4.1	89.034	808	808	0	17.953	6323900	2				1384	4342;9120	True;True	4400;9240	5089;10744	5923;12477	5923;12477		
Q12789	Q12789	1	1	1	General transcription factor 3C polypeptide 1	GTF3C1	sp|Q12789|TF3C1_HUMAN General transcription factor 3C polypeptide 1 OS=Homo sapiens OX=9606 GN=GTF3C1 PE=1 SV=4	1	1	1	1	0.9	0.9	0.9	238.87	2109	2109	0.0012669	6.821	2972000	1				1385	10728	True	10871	12695	14814	14814		
Q12792	Q12792	7	7	6	Twinfilin-1	TWF1	sp|Q12792|TWF1_HUMAN Twinfilin-1 OS=Homo sapiens OX=9606 GN=TWF1 PE=1 SV=3	1	7	7	6	32.3	32.3	30.3	40.282	350	350	0	72.549	63556000	7				1386	2063;4701;5620;5902;7495;11261;11328	True;True;True;True;True;True;True	2096;4763;5697;5982;7595;11410;11477	2426;5548;5549;6667;7010;8844;13322;13396;13397	2797;6485;6486;7811;8214;10294;15521;15607;15608;15609	2797;6486;7811;8214;10294;15521;15609		
Q12797	Q12797	10	10	10	Aspartyl/asparaginyl beta-hydroxylase	ASPH	sp|Q12797|ASPH_HUMAN Aspartyl/asparaginyl beta-hydroxylase OS=Homo sapiens OX=9606 GN=ASPH PE=1 SV=3	1	10	10	10	23.2	23.2	23.2	85.862	758	758	0	90.712	275820000	19				1387	3614;3665;4092;4773;6154;6246;7461;9302;10539;10993	True;True;True;True;True;True;True;True;True;True	3663;3715;4149;4835;6235;6327;7560;9425;10678;11139	4249;4250;4309;4310;4808;5647;7303;7415;8802;10948;10949;10950;12463;12464;13020;13021	4947;4948;5015;5016;5601;6619;8545;8678;10247;12710;12711;12712;12713;12714;14545;14546;14547;14548;15174;15175	4947;5015;5601;6619;8545;8678;10247;12711;14546;15174	1339	535
Q12824	Q12824	1	1	1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1	SMARCB1	sp|Q12824|SNF5_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1 OS=Homo sapiens OX=9606 GN=SMARCB1 PE=1 SV=2	1	1	1	1	7.3	7.3	7.3	44.141	385	385	0.0020458	6.56	5362100	1				1388	9559	True	9684	11253	13092	13092		
Q12849	Q12849	2	2	2	G-rich sequence factor 1	GRSF1	sp|Q12849|GRSF1_HUMAN G-rich sequence factor 1 OS=Homo sapiens OX=9606 GN=GRSF1 PE=1 SV=3	1	2	2	2	11	11	11	53.126	480	480	0	12.952	24700000	2				1389	4129;9957	True;True	4186;10088	4854;11791	5655;13746	5655;13746		
Q12872	Q12872	1	1	1	Splicing factor, suppressor of white-apricot homolog	SFSWAP	sp|Q12872|SFSWA_HUMAN Splicing factor, suppressor of white-apricot homolog OS=Homo sapiens OX=9606 GN=SFSWAP PE=1 SV=3	1	1	1	1	1.8	1.8	1.8	104.82	951	951	0.0034602	6.1161	2969900	0				1390	3211	True	3255	3764	4361	4361		
Q12874	Q12874	5	5	5	Splicing factor 3A subunit 3	SF3A3	sp|Q12874|SF3A3_HUMAN Splicing factor 3A subunit 3 OS=Homo sapiens OX=9606 GN=SF3A3 PE=1 SV=1	1	5	5	5	16.4	16.4	16.4	58.848	501	501	0	33.187	34255000	4				1391	2766;2987;7244;8601;8949	True;True;True;True;True	2806;3030;7333;8711;9065	3253;3501;8546;10129;10541	3767;4049;9951;11763;12245	3767;4049;9951;11763;12245	1340	1
Q12888	Q12888	1	1	1	Tumor suppressor p53-binding protein 1	TP53BP1	sp|Q12888|TP53B_HUMAN TP53-binding protein 1 OS=Homo sapiens OX=9606 GN=TP53BP1 PE=1 SV=2	1	1	1	1	0.7	0.7	0.7	213.57	1972	1972	0.0023687	6.3191	6136000	1				1392	10707	True	10849	12669	14786	14786		
Q12899	Q12899	1	1	1	Tripartite motif-containing protein 26	TRIM26	sp|Q12899|TRI26_HUMAN Tripartite motif-containing protein 26 OS=Homo sapiens OX=9606 GN=TRIM26 PE=1 SV=1	1	1	1	1	3.3	3.3	3.3	62.165	539	539	0.0027322	6.201	5100600	1				1393	2747	True	2787	3232	3745	3745		
Q12904	Q12904	8	8	8	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1;Endothelial monocyte-activating polypeptide 2	AIMP1	sp|Q12904|AIMP1_HUMAN Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapiens OX=9606 GN=AIMP1 PE=1 SV=2	1	8	8	8	36.2	36.2	36.2	34.352	312	312	0	63.899	90145000	7				1394	2487;3646;4664;4918;5419;5611;7396;8381	True;True;True;True;True;True;True;True	2526;3695;4726;4983;5493;5688;7494;8485	2932;4286;5504;5820;6418;6657;8725;9865	3401;4992;6437;6817;7519;7801;10152;11468	3401;4992;6437;6817;7519;7801;10152;11468	1341	206
