Protein IDs	Peptide counts (razor+unique)	Protein names	Gene names	Number of proteins	Razor + unique peptides	Unique sequence coverage [%]	Sequence lengths	Score	Intensity	MS/MS count	id	Best MS/MS
P0AAT9	3	Uncharacterized protein YbeL	ybeL	1	3	19.4	160	8.1074	2272500	3	529	4397
P0AAU2	1	Uncharacterized protein YbfA	ybfA	1	1	14.7	68	2.0036	350970	1	530	7537
P0AAU7	1	Uncharacterized protein YbfE	ybfE	1	1	10.3	97	1.983	572810	1	531	26348
P0AAV4	3	Uncharacterized protein YbgJ	ybgJ	1	3	21.6	218	6.2207	3801300	3	532	4045
P0AAV6	1	Uncharacterized protein YbgS	ybgS	1	1	11.1	126	3.7404	653220	1	533	28818
P0AAW1	8	Uncharacterized protein YbhP	ybhP	1	8	35.6	253	14.727	5967400	8	534	8155
P0AAX8	8	Probable L,D-transpeptidase YbiS	ybiS	1	8	48.7	306	98.388	87244000	12	535	137
P0AAZ4	6	Replication-associated recombination protein A	rarA	1	6	17.7	447	10.62	2593500	6	536	8873
P0AB03	4	Uncharacterized protein YcbJ	ycbJ	1	4	19.5	297	11.453	5531700	5	537	579
P0AB10	3	Uncharacterized lipoprotein YmbA	ymbA	1	3	26.7	187	24.396	4441600	3	538	15813
P0AB12	5	Inner membrane protein YccF	yccF	1	5	34.5	148	14.197	14504000	6	539	12023
P0AB18	2	Sulfurtransferase TusE	tusE	1	2	22.0	109	13.079	4373400	2	540	4148
P0AB26	6	Uncharacterized lipoprotein YceB	yceB	1	6	46.8	186	27.226	20175000	7	541	2002
P0AB38	4	Penicillin-binding protein activator LpoB	lpoB	1	4	29.6	213	64.205	36085000	11	542	8694
P0AB43	2	Protein YcgL	ycgL	1	2	17.6	108	2.96	968750	3	543	14783
P0AB58	2	Lipopolysaccharide assembly protein B	lapB	1	2	9.3	389	11.371	2109700	2	544	5739
P0AB65	5;1	Acylphosphatase	yccX	2	5	56.5	92;750	14.78	18233000	7	545	16207
P0AB67	8	NAD(P) transhydrogenase subunit beta	pntB	1	8	27.7	462	30.47	35871000	16	546	2787
P0AB71	22	Fructose-bisphosphate aldolase class 2	fbaA	1	22	75.2	359	323.31	4143300000	157	547	910
P0AB77	15	2-amino-3-ketobutyrate coenzyme A ligase	kbl	1	15	65.8	398	173.37	163570000	30	548	1199
P0AB80	8	Branched-chain-amino-acid aminotransferase	ilvE	1	8	36.2	309	22.025	24276000	9	549	283
P0AB89	14	Adenylosuccinate lyase	purB	1	14	37.9	456	95.188	72292000	23	550	1627
P0AB91	13	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive	aroG	1	13	56.3	350	90.115	181830000	29	551	1184
P0AB98	2	ATP synthase subunit a	atpB	1	2	14.8	271	9.4764	16079000	5	552	2707
P0ABA0	12	ATP synthase subunit b	atpF	1	12	55.8	156	67.966	115760000	22	553	626
P0ABA4	8	ATP synthase subunit delta	atpH	1	8	69.5	177	57.273	121100000	20	554	100
P0ABA6	18	ATP synthase gamma chain	atpG	1	18	68.3	287	98.429	146680000	35	555	338
P0ABB0	27	ATP synthase subunit alpha	atpA	1	27	69.4	513	296.09	991260000	106	556	2782
P0ABB4	28	ATP synthase subunit beta	atpD	1	28	86.3	460	323.31	830370000	112	557	285
P0ABB8	8	Magnesium-transporting ATPase, P-type 1	mgtA	1	8	12.7	898	18.998	7328400	8	558	24
P0ABC3	14	Modulator of FtsH protease HflC	hflC	1	14	44.0	334	82.033	87133000	17	559	2819
P0ABC7	16	Modulator of FtsH protease HflK	hflK	1	16	57.0	419	97.157	118580000	33	560	97
P0ABC9	2	High-affinity choline transport protein	betT	1	2	3.2	677	5.6159	3059000	2	561	7146
P0ABD3	13	Bacterioferritin	bfr	1	13	84.2	158	153.64	1569200000	108	562	4024
P0ABD5	20	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha	accA	1	20	77.4	319	234.24	263610000	44	563	1634
P0ABE2	2	Protein BolA	bolA	1	2	30.5	105	12.261	6695000	3	564	104
P0ABF1	11	Poly(A) polymerase I	pcnB	1	11	24.3	465	23.957	12031000	12	565	415
P0ABF6	11	Cytidine deaminase	cdd	1	11	59.9	294	58.423	25674000	12	566	452
P0ABF8	1	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	pgsA	1	1	5.5	182	2.7183	1873300	1	567	24393
P0ABH0	13	Cell division protein FtsA	ftsA	1	13	51.2	420	60.761	44259000	18	568	4048
P0ABH7	18	Citrate synthase	gltA	1	18	64.4	427	215.8	754220000	71	569	2161
P0ABH9	27	ATP-dependent Clp protease ATP-binding subunit ClpA	clpA	1	27	51.1	758	153.2	49883000	29	570	1163
P0ABI4	8	Magnesium transport protein CorA	corA	1	8	46.5	316	44.97	30976000	11	571	1971
P0ABI8	5	Cytochrome bo(3) ubiquinol oxidase subunit 1	cyoB	1	5	9.7	663	21.423	28677000	10	572	3723
P0ABJ1	5	Cytochrome bo(3) ubiquinol oxidase subunit 2	cyoA	1	5	28.9	315	32.818	66268000	11	573	101
P0ABJ9	11	Cytochrome bd-I ubiquinol oxidase subunit 1	cydA	1	11	25.9	522	60.183	330780000	31	574	3484
P0ABK2	2	Cytochrome bd-I ubiquinol oxidase subunit 2	cydB	1	2	5.8	379	8.6408	41452000	7	575	24484
P0ABK5	18	Cysteine synthase A	cysK	1	18	82.0	323	250.9	873100000	65	576	653
P0ABL5	1	Cytochrome c-type protein NapC	napC	1	1	5.0	200	1.7889	0	1	577	12595
P0ABN5	2	Anaerobic C4-dicarboxylate transporter DcuA	dcuA	1	2	2.3	433	5.1306	7749900	3	578	15775
P0ABP3	3	Anaerobic C4-dicarboxylate transporter DcuC	dcuC	1	3	9.1	461	10.153	3438500	3	579	13784
P0ABP8	16	Purine nucleoside phosphorylase DeoD-type	deoD	1	16	81.6	239	104.19	454790000	67	580	2099
P0ABQ0	9	Coenzyme A biosynthesis bifunctional protein CoaBC;Phosphopantothenoylcysteine decarboxylase;Phosphopantothenate--cysteine ligase	coaBC	1	9	34.5	406	39.153	22133000	11	581	858
P0ABQ2	4	2-hydroxy-3-oxopropionate reductase	garR	1	4	24.5	294	37.634	107660000	4	582	486
P0ABQ4	1	Dihydrofolate reductase	folA	1	1	8.2	159	4.2314	939960	1	583	20331
P0ABS1	9	RNA polymerase-binding transcription factor DksA	dksA	1	9	75.5	151	55.47	63764000	19	584	304
P0ABS5	10	DNA primase	dnaG	1	10	24.4	581	9.838	8079000	11	585	90
P0ABT2	20	DNA protection during starvation protein	dps	1	20	88.6	167	145.95	7198600000	205	586	1492
P0ABU0	12	1,4-dihydroxy-2-naphthoyl-CoA synthase	menB	1	12	60.7	285	144.5	140440000	36	587	225
P0ABU2	14	Ribosome-binding ATPase YchF	ychF	1	14	60.1	363	87.205	65220000	19	588	1118
P0ABU7	3	Biopolymer transport protein ExbB	exbB	1	3	15.6	244	10.492	5238000	5	589	4582
P0ABU9	3	Protein TolQ	tolQ	1	3	19.1	230	6.6349	6393300	3	590	2373
P0ABV6	2	Protein TolR	tolR	1	2	16.9	142	2.9932	2935500	2	591	1972
P0ABZ6	10	Chaperone SurA	surA	1	10	34.3	428	37.947	25264000	14	592	5928
P0AC02	9	Outer membrane protein assembly factor BamD	bamD	1	9	43.3	245	30.063	35958000	13	593	3789
P0AC13	3	Dihydropteroate synthase	folP	1	3	13.5	282	5.0176	5432300	3	594	7868
P0AC19	4	D-erythro-7,8-dihydroneopterin triphosphate epimerase	folX	1	4	37.5	120	12.833	14219000	5	595	18150
P0AC30	8	Cell division protein FtsX	ftsX	1	8	30.4	352	18.829	8792700	10	596	3763
P0AC33	29	Fumarate hydratase class I, aerobic	fumA	1	29	46.7	548	215.47	186880000	48	597	3991
P0AC38	21	Aspartate ammonia-lyase	aspA	1	21	52.7	478	182.7	357530000	55	598	918
P0AC41	22	Succinate dehydrogenase flavoprotein subunit	sdhA	1	22	58.8	588	205.73	580380000	84	599	143
P0AC44	2	Succinate dehydrogenase hydrophobic membrane anchor subunit	sdhD	1	2	17.4	115	7.1162	5248200	4	600	19732
P0AC47	7	Fumarate reductase iron-sulfur subunit	frdB	1	7	58.6	244	67.886	118710000	19	601	4093
P0AC53	25	Glucose-6-phosphate 1-dehydrogenase;Extracellular death factor	zwf	1	25	59.7	491	105.8	121180000	33	602	3345
P0AC59	15	Glutaredoxin-2	grxB	1	15	63.7	215	142.85	912420000	75	603	5627
P0AC62	3	Glutaredoxin-3	grxC	1	3	37.3	83	4.6032	7115900	4	604	2386
P0AC69	3	Glutaredoxin-4	grxD	1	3	34.8	115	7.7742	3295800	3	605	9408
P0AC75	3	3-deoxy-D-manno-octulosonic acid transferase	waaA	1	3	8.2	425	4.3086	721450	2	606	8426
P0AC78	1	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase	wecA	1	1	2.7	367	1.8448	1459900	1	607	27504
P0AC81	3	Lactoylglutathione lyase	gloA	1	3	27.4	135	2.9324	4376900	3	608	12472
P0AC84	6	Hydroxyacylglutathione hydrolase	gloB	1	6	42.6	251	57.033	10742000	6	609	7656
P0AC86	17	Glycogen phosphorylase	glgP	1	17	32.6	815	74.546	35692000	24	610	2733
P0ACA1	1	Uncharacterized GST-like protein YibF	yibF	1	1	7.9	202	4.5588	1032800	2	611	7043
P0ACA3	13	Stringent starvation protein A	sspA	1	13	69.8	212	113.52	196070000	36	612	4851
P0ACA7	7	Glutathione S-transferase GstB	gstB	1	7	47.1	208	38.66	23095000	11	613	3953
P0ACB0	9	Replicative DNA helicase	dnaB	1	9	29.5	471	30.436	12918000	9	614	9843
P0ACB2	9	Delta-aminolevulinic acid dehydratase	hemB	1	9	35.5	324	58.151	27083000	17	615	7570
P0ACB4	8	Protoporphyrinogen IX dehydrogenase [menaquinone]	hemG	1	8	50.3	181	18.02	8180200	9	616	3509
P0ACB7	10	Protein HemY	hemY	1	10	34.7	398	47.075	34519000	11	617	82
P0ACC7	14	Bifunctional protein GlmU;UDP-N-acetylglucosamine pyrophosphorylase;Glucosamine-1-phosphate N-acetyltransferase	glmU	1	14	54.2	456	79.052	38230000	16	618	1105
P0ACD8	16	Hydrogenase-1 large chain	hyaB	1	16	35.8	597	78.958	29168000	19	619	3898
P0ACE0	14	Hydrogenase-2 large chain	hybC	1	14	46.7	567	105.43	71710000	17	620	88
P0ACF0	5	DNA-binding protein HU-alpha	hupA	1	5	66.7	90	45.77	2623800000	16	621	210
P0ACF4	5	DNA-binding protein HU-beta	hupB	1	5	68.9	90	30.91	376260000	13	622	1734
P0ACF8	9	DNA-binding protein H-NS	hns	1	9	60.6	137	88.198	1535400000	51	623	5689
P0ACG1	6	DNA-binding protein StpA	stpA	1	6	48.5	134	22.448	90542000	15	624	484
P0ACG8	2	Heat shock protein 15	hslR	1	2	15.0	133	7.0628	2713600	3	625	22821
P0ACI0	9	Right origin-binding protein	rob	1	9	37.7	289	64.979	27311000	13	626	3547
P0ACI6	2	Regulatory protein AsnC	asnC	1	2	15.1	152	2.3849	514740	2	627	9931
P0ACJ0	7	Leucine-responsive regulatory protein	lrp	1	7	44.5	164	41.525	67038000	12	628	9065
P0ACJ8	14	cAMP-activated global transcriptional regulator CRP	crp	1	14	76.7	210	38.073	123970000	31	629	771
P0ACK2	4	Putative aga operon transcriptional repressor	agaR	1	4	16.7	269	6.6825	1924900	4	630	402
P0ACK5	2	Deoxyribose operon repressor	deoR	1	2	7.9	252	2.1435	1356400	2	631	12774
P0ACL0	7	Glycerol-3-phosphate regulon repressor	glpR	1	7	57.5	252	45.014	13712000	7	632	4188
P0ACL2	5	Exu regulon transcriptional regulator	exuR	1	5	24.4	258	7.9033	16281000	5	633	10699
P0ACL9	4	Pyruvate dehydrogenase complex repressor	pdhR	1	4	22.0	254	12.725	4892600	5	634	11266
P0ACM2	7	HTH-type transcriptional repressor RspR	rspR	1	7	44.7	228	19.583	9747400	9	635	327
P0ACN4	5	HTH-type transcriptional repressor AllR	allR	1	5	24.0	271	12.321	11583000	5	636	4478
P0ACN7	2	HTH-type transcriptional repressor CytR	cytR	1	2	11.4	341	9.1945	2147900	2	637	17636
P0ACP5	5	HTH-type transcriptional regulator GntR	gntR	1	5	19.3	331	16.58	37823000	4	638	1507
P0ACP7	8	HTH-type transcriptional repressor PurR	purR	1	8	27.3	341	38.31	14540000	10	639	476
P0ACQ4	4	Hydrogen peroxide-inducible genes activator	oxyR	1	4	18.0	305	12.056	8120200	5	640	73
P0ACR4	7	Uncharacterized HTH-type transcriptional regulator YeiE	yeiE	1	7	36.2	293	32.105	10254000	8	641	1713
P0ACS7	4	HTH-type transcriptional regulator RpiR	rpiR	1	4	24.7	296	32.817	5275900	4	642	4756
P0ACU0	2	Uncharacterized HTH-type transcriptional regulator YbiH	ybiH	1	2	11.7	223	3.6437	883720	2	643	16403
P0ACU5	2	HTH-type transcriptional repressor FabR	fabR	1	2	8.1	234	5.4529	1656700	3	644	5505
P0ACV0	2	Lipid A biosynthesis lauroyltransferase	lpxL	1	2	13.1	306	5.2712	2846600	2	645	14520
P0ACV4	4	Lipopolysaccharide assembly protein A	lapA	1	4	22.5	102	13.428	6987100	5	646	15845
P0ACW6	4	Uncharacterized protein YdcH	ydcH	1	4	45.9	74	6.1329	15572000	6	647	8341
P0ACX3	2	Putative monooxygenase YdhR	ydhR	1	2	24.8	101	5.1385	1549600	2	648	20475
P0ACY1	8	Putative NAD(P)H nitroreductase YdjA	ydjA	1	8	52.5	183	30.454	27989000	10	649	2435
P0ACY3	30	Uncharacterized protein YeaG	yeaG	1	30	58.1	644	238.2	266210000	66	650	2368
P0ACZ8	2	Transcriptional regulatory protein CusR	cusR	1	2	14.1	227	7.4438	2251700	2	651	10054
P0AD07	1	Uncharacterized protein YecF	yecF	1	1	21.6	74	3.4375	0	1	652	21836
P0AD12	9	Protein YeeZ	yeeZ	1	9	52.9	274	38.028	22560000	12	653	9696
P0AD27	8	Inner membrane protein YejM	yejM	1	8	24.7	586	48.784	10511000	9	654	151
P0AD33	2	UPF0381 protein YfcZ	yfcZ	1	2	27.7	94	8.8048	6476400	3	655	607
P0AD42	2	Phosphatidylglycerophosphatase C	pgpC	1	2	10.4	211	4.714	1554000	2	656	4879
P0AD49	6	Ribosome-associated inhibitor A	raiA	1	6	65.5	113	27.204	20210000	7	657	3851
P0AD57	4	Octaprenyl-diphosphate synthase	ispB	1	4	21.7	323	25.327	8593900	6	658	1389
P0AD59	4	Inhibitor of vertebrate lysozyme	ivy	1	4	52.2	157	16.142	8467300	5	659	9757
P0AD61	32	Pyruvate kinase I	pykF	1	32	73.2	470	282.42	1842900000	119	660	614
P0AD65	7	Penicillin-binding protein 2	mrdA	1	7	19.1	633	12.979	6552500	8	661	2961
P0AD96	4	Leu/Ile/Val-binding protein	livJ	1	4	12.3	367	8.7534	1535800	4	662	4127
P0ADA1	1	Acyl-CoA thioesterase I	tesA	1	1	5.8	208	3.2262	828490	1	663	9596
P0ADA3	8	Murein hydrolase activator NlpD	nlpD	1	8	33.0	379	16.67	10909000	8	664	10590
P0ADA5	5	Uncharacterized lipoprotein YajG	yajG	1	5	49.0	192	22.133	60035000	10	665	498
P0ADA7	2	Osmotically-inducible lipoprotein B	osmB	1	2	58.3	72	127.06	43565000	3	666	5015
P0ADB1	7	Osmotically-inducible lipoprotein E	osmE	1	7	69.6	112	137.18	838820000	49	667	777
P0ADB7	1	Entericidin B	ecnB	1	1	39.6	48	9.2916	4639900	1	668	10906
P0ADC1	6	LPS-assembly lipoprotein LptE	lptE	1	6	39.9	193	20.719	23591000	11	669	4831
P0ADC3	4	Lipoprotein-releasing system transmembrane protein LolC	lolC	1	4	13.0	399	13.493	2897900	5	670	11
P0ADC6	4	Lipopolysaccharide export system permease protein LptG	lptG	1	4	15.8	360	16.297	16161000	4	671	4233
P0ADE6	15	Uncharacterized protein YgaU	ygaU	1	15	88.6	149	91.122	956980000	67	672	2987
P0ADE8	18	tRNA-modifying protein YgfZ	ygfZ	1	18	69.9	326	83.1	156810000	34	673	203
P0ADF6	4	Phosphogluconate dehydratase	edd	1	4	11.1	603	7.9993	2914600	5	674	1174
P0ADG4	13	Inositol-1-monophosphatase	suhB	1	13	67.4	267	96.636	50552000	17	675	74
P0ADG7	23	Inosine-5-monophosphate dehydrogenase	guaB	1	23	67.8	488	311.11	487950000	58	676	1384
P0ADI4	4	Enterobactin synthase component B;Isochorismatase;Aryl carrier protein	entB	1	4	17.5	285	5.3527	4101300	3	677	17594
P0ADI7	3	Isochorismatase family protein YecD	yecD	1	3	16.5	188	3.6497	2255500	3	678	2724
P0ADK0	4	Uncharacterized protein YiaF	yiaF	1	4	24.6	236	8.756	10120000	5	679	853
P0ADK6	2	Protein YibA	yibA	1	2	7.9	280	3.7686	843810	2	680	2899
P0ADK8	5	Uncharacterized protein YibL	yibL	1	5	45.0	120	10.634	9247100	6	681	2908
P0ADN2	5	UPF0438 protein YifE	yifE	1	5	38.4	112	18.455	43060000	10	682	8111
P0ADN6	2	Uncharacterized lipoprotein YifL	yifL	1	2	34.3	67	8.4763	4197100	3	683	19902
P0ADP7	2	Ubiquinone biosynthesis protein UbiJ	ubiJ	1	2	13.9	201	5.4237	2035200	2	684	21118
P0ADP9	1	Protein YihD	yihD	1	1	13.5	89	3.3203	1342700	1	685	6999
P0ADQ2	10	Uncharacterized protein YiiD	yiiD	1	10	47.7	329	52.575	24126000	13	686	3900
P0ADQ7	1	Uncharacterized protein YgaM	ygaM	1	1	10.1	109	1.6109	475130	1	687	3894
P0ADR6	5	Ribosomal RNA large subunit methyltransferase M	rlmM	1	5	15.6	366	7.9493	5823200	5	688	3741
P0ADR8	13	LOG family protein YgdH	ygdH	1	13	33.9	454	35.023	27621000	14	689	914
P0ADS2	2	Cell division protein ZapA	zapA	1	2	22.9	109	4.4071	0	2	690	3785
P0ADS6	13	Uncharacterized protein YggE	yggE	1	13	45.5	246	43.305	183180000	31	691	180
P0ADS9	9	Uncharacterized protein YggN	yggN	1	9	54.0	239	80.534	37230000	11	692	689
P0ADT2	1	UPF0441 protein YgiB	ygiB	1	1	5.8	223	3.3871	714460	1	693	23063
P0ADT5	4	Putative acid--amine ligase YgiC	ygiC	1	4	13.7	386	7.3156	1677900	4	694	5962
P0ADT8	13	Uncharacterized protein YgiM	ygiM	1	13	51.0	206	72.177	80592000	20	695	14958
P0ADU2	2	Probable quinol monooxygenase YgiN	ygiN	1	2	17.3	104	3.5563	4693800	4	696	9282
P0ADU5	3	Protein YgiW	ygiW	1	3	26.2	130	6.6747	23213000	5	697	3887
P0ADV1	4	Lipopolysaccharide export system protein LptA	lptA	1	4	19.5	185	33.856	15076000	2	698	4144
P0ADV5	7	Uncharacterized protein YhbW	yhbW	1	7	27.2	335	35.209	26674000	9	699	3699
P0ADV7	9	Probable phospholipid-binding protein MlaC	mlaC	1	9	55.0	211	71.351	114330000	22	700	5666
P0ADV9	2	Lipopolysaccharide export system protein LptC	lptC	1	2	27.2	191	11.828	5058000	2	701	13972
P0ADW3	7	Inner membrane protein YhcB	yhcB	1	7	65.9	132	36.032	73329000	18	702	716
P0ADX1	3	Protein YhfA	yhfA	1	3	17.9	134	7.8229	6392700	3	703	3276
P0ADX5	2	Uncharacterized protein YhfG	yhfG	1	2	36.4	55	17.73	14155000	3	704	15811
P0ADX7	1	Uncharacterized protein YhhA	yhhA	1	1	13.7	146	4.593	3309500	1	705	26149
P0ADX9	4	Ribosomal RNA small subunit methyltransferase D	rsmD	1	4	21.7	198	5.5718	3662900	4	706	10836
P0ADY1	22	Peptidyl-prolyl cis-trans isomerase D	ppiD	1	22	52.0	623	99.289	436230000	28	707	2271
P0ADY3	6	50S ribosomal protein L14	rplN	1	6	51.2	123	57.765	256340000	47	708	7763
P0ADY7	6	50S ribosomal protein L16	rplP	1	6	44.9	136	38.655	288220000	28	709	10097
P0ADZ0	1	50S ribosomal protein L23	rplW	1	1	12.0	100	7.0475	36035000	2	710	6070
P0ADZ4	6	30S ribosomal protein S15	rpsO	1	6	59.6	89	120.07	345510000	25	711	3836
P0ADZ7	6	UPF0092 membrane protein YajC	yajC	1	6	45.5	110	16.282	105200000	11	712	4131
P0AE01	5	tRNA (cytidine/uridine-2-O-)-methyltransferase TrmJ	trmJ	1	5	28.5	246	38.421	16383000	6	713	8876
P0AE06	19;1	Multidrug efflux pump subunit AcrA	acrA	2	19	65.7	397;385	119.56	110200000	30	714	1486
P0AE08	14	Alkyl hydroperoxide reductase subunit C	ahpC	1	14	84.0	187	146.89	1042700000	58	715	317
P0AE12	14	AMP nucleosidase	amn	1	14	39.0	484	92.52	43251000	15	716	3124
P0AE14	5	Protein AmpE	ampE	1	5	26.1	284	29.357	10038000	5	717	1985
P0AE18	10	Methionine aminopeptidase	map	1	10	61.7	264	59.704	61567000	18	718	3992
P0AE22	2	Class B acid phosphatase	aphA	1	2	9.3	237	3.5627	1055100	1	719	22591
P0AE30	1	Arginine ABC transporter permease protein ArtM	artM	1	1	5.4	222	4.0899	1199200	1	720	5116
P0AE34	2	Arginine ABC transporter permease protein ArtQ	artQ	1	2	13.4	238	6.6174	3826400	2	721	3284
P0AE37	2	Arginine N-succinyltransferase	astA	1	2	7.0	344	3.0679	923350	2	722	16563
P0AE45	2	UPF0053 inner membrane protein YtfL	ytfL	1	2	6.3	447	7.2653	2547500	1	723	7866
P0AE48	3	Gamma-glutamylcyclotransferase family protein YtfP	ytfP	1	3	29.2	113	10.772	7342900	5	724	12344
P0AE52	3	Putative peroxiredoxin bcp	bcp	1	3	26.9	156	13.407	2190700	4	725	2256
P0AE60	3	Cell division activator CedA	cedA	1	3	38.8	80	4.9425	4133600	4	726	21763
P0AE63	1	Cation transport regulator ChaB	chaB	1	1	15.8	76	1.5188	0	1	727	11929
P0AE78	5	Magnesium and cobalt efflux protein CorC	corC	1	5	24.3	292	26.266	9718300	6	728	5050
P0AE82	11	Sensor protein CpxA	cpxA	1	11	26.9	457	18.633	11128000	10	729	642
P0AE88	11	Transcriptional regulatory protein CpxR	cpxR	1	11	47.0	232	48.292	118250000	22	730	1460
P0AE91	3	Protein CreA	creA	1	3	32.5	157	11.916	11696000	6	731	9714
P0AEA8	11	Siroheme synthase;Uroporphyrinogen-III C-methyltransferase;Precorrin-2 dehydrogenase;Sirohydrochlorin ferrochelatase	cysG	1	11	40.9	457	27.862	10823000	12	732	1306
P0AEB2	19	D-alanyl-D-alanine carboxypeptidase DacA	dacA	1	19	57.8	403	71.817	132120000	34	733	1311
P0AEB5	4	Low conductance mechanosensitive channel YnaI	ynaI	1	4	21.6	343	19.291	6400700	4	734	12937
P0AEC0	3	UPF0053 inner membrane protein YoaE	yoaE	1	3	12.7	518	6.2348	5711500	3	735	9386
P0AEC3	11	Aerobic respiration control sensor protein ArcB	arcB	1	11	20.3	778	30.93	12438000	12	736	4558
P0AEC5	2	Signal transduction histidine-protein kinase BarA	barA	1	2	2.4	918	2.0095	328830	2	737	1614
P0AED0	7	Universal stress protein A	uspA	1	7	56.9	144	131.21	160540000	15	738	3318
P0AED5	3	Response regulator UvrY	uvrY	1	3	12.8	218	5.776	3809500	3	739	8904
P0AED7	8	Succinyl-diaminopimelate desuccinylase	dapE	1	8	34.9	375	46.54	11167000	9	740	2643
P0AED9	2	DNA-cytosine methyltransferase	dcm	1	2	5.3	472	1.5719	963570	2	741	6116
P0AEE1	6	Protein DcrB	dcrB	1	6	49.2	185	18.29	10693000	6	742	3243
P0AEE3	2	Serine endoprotease DegS	degS	1	2	9.6	355	3.9593	2571800	2	743	10233
P0AEE5	16	D-galactose-binding periplasmic protein	mglB	1	16	55.1	332	66.417	271000000	27	744	272
P0AEE8	1	DNA adenine methylase	dam	1	1	3.2	278	2.0217	560800	1	745	9340
P0AEF0	2	DNA replication protein DnaC	dnaC	1	2	10.6	245	3.2322	2250600	3	746	23545
P0AEF8	1	Dipeptide transport system permease protein DppB	dppB	1	1	2.9	339	3.4214	1347000	1	747	13633
P0AEG1	1	Dipeptide transport system permease protein DppC	dppC	1	1	3.0	300	1.7555	732410	1	748	412
P0AEG4	1	Thiol:disulfide interchange protein DsbA	dsbA	1	1	12.0	208	6.4594	1661700	1	749	30567
P0AEG6	1	Thiol:disulfide interchange protein DsbC	dsbC	1	1	6.8	236	2.6864	795820	0	750	26500
P0AEH1	4	Regulator of sigma-E protease RseP	rseP	1	4	10.9	450	7.2185	2585700	4	751	745
P0AEH5	2	Protein ElaB	elaB	1	2	27.7	101	39.177	55789000	3	752	12272
P0AEI1	19	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase	miaB	1	19	58.9	474	90.568	62360000	23	753	677
P0AEI4	8	Ribosomal protein S12 methylthiotransferase RimO	rimO	1	8	26.8	441	18.516	10747000	9	754	6315
P0AEI6	3	Phosphatase NudJ	nudJ	1	3	31.4	153	9.3584	4567500	4	755	2137
P0AEJ4	4	Osmolarity sensor protein EnvZ	envZ	1	4	12.2	450	7.3725	1654100	4	756	3402
P0AEJ6	6	Ethanolamine ammonia-lyase heavy chain	eutB	1	6	19.0	453	18.811	3680500	6	757	2383
P0AEK0	2	Exodeoxyribonuclease 10	exoX	1	2	12.7	220	3.4997	728340	2	758	3312
P0AEK2	10	3-oxoacyl-[acyl-carrier-protein] reductase FabG	fabG	1	10	63.5	244	116.8	285860000	27	759	656
P0AEK4	11	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI	fabI	1	11	55.0	262	97.44	416600000	60	760	1589
P0AEL6	2	Ferrienterobactin-binding periplasmic protein	fepB	1	2	10.4	318	3.7567	2284100	1	761	3677
P0AEM9	12	Cystine-binding periplasmic protein	fliY	1	12	53.4	266	36.217	33155000	15	762	3272
P0AEN1	8	NAD(P)H-flavin reductase	fre	1	8	47.6	233	35.306	20500000	12	763	4343
P0AEP3	9	UTP--glucose-1-phosphate uridylyltransferase	galU	1	9	45.4	302	62.668	45297000	20	764	3398
P0AEQ3	12	Glutamine-binding periplasmic protein	glnH	1	12	60.9	248	55.058	160870000	20	765	454
P0AEQ6	1	Glutamine transport system permease protein GlnP	glnP	1	1	4.1	219	1.5386	1416800	1	766	30795
P0AER3	4	Glutamate/aspartate transport system permease protein GltJ	gltJ	1	4	20.7	246	5.5724	6229200	4	767	195
P0AER5	3	Glutamate/aspartate transport system permease protein GltK	gltK	1	3	12.5	224	5.9019	3467200	4	768	3498
P0AER8	1	Sodium/glutamate symport carrier protein	gltS	1	1	8.0	401	9.8875	2032400	0	769	21016
P0AES0	14	Bifunctional glutathionylspermidine synthetase/amidase;Glutathionylspermidine amidase;Glutathionylspermidine synthetase	gss	1	14	39.4	619	71.832	19743000	13	770	2463
P0AES2	8	Glucarate dehydratase	gudD	1	8	27.8	446	20.405	8859500	8	771	2860
P0AES4	32	DNA gyrase subunit A	gyrA	1	32	47.5	875	159.32	176990000	46	772	967
P0AES6	32	DNA gyrase subunit B	gyrB	1	32	57.3	804	231.71	170430000	56	773	855
P0AES9	3	Acid stress chaperone HdeA	hdeA	1	3	59.1	110	86.202	207740000	5	774	72
P0AET2	3	Acid stress chaperone HdeB	hdeB	1	3	43.5	108	10.145	18733000	5	775	2257
P0AET8	14	7-alpha-hydroxysteroid dehydrogenase	hdhA	1	14	76.5	255	75.16	183730000	43	776	3438
P0AEU0	2	Histidine-binding periplasmic protein	hisJ	1	2	11.5	260	7.7187	2648800	2	777	12254
P0AEU7	5	Chaperone protein Skp	skp	1	5	37.9	161	86.359	280240000	21	778	4479
P0AEV1	5	Regulator of RpoS	rssB	1	5	20.2	337	9.6957	3770400	5	779	1106
P0AEW4	2	3,5-cyclic adenosine monophosphate phosphodiesterase CpdA	cpdA	1	2	14.2	275	4.0182	1506200	2	780	16786
P0AEW6	6	Inosine-guanosine kinase	gsk	1	6	18.4	434	12.715	5707800	6	781	4357
