Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Intensity	MS/MS count	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P0AES6	P0AES6	32	32	32	DNA gyrase subunit B	gyrB	sp|P0AES6|GYRB_ECOLI DNA gyrase subunit B OS=Escherichia coli (strain K12) OX=83333 GN=gyrB PE=1 SV=2	1	32	32	32	57.3	57.3	57.3	89.949	804	804	0.0	231.71	170430000	56	773	413;1795;1949;2025;2043;2383;2993;3292;3356;4487;4945;5017;5107;5131;7169;7334;7510;7906;9220;9496;10548;10682;10796;10845;11070;11307;11441;12587;12861;14195;14594;14807	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	457;2005;2006;2171;2251;2269;2649;3306;3627;3692;4924;5423;5502;5599;5626;7845;8017;8204;8621;10040;10423;10424;11650;11792;11913;11967;12212;12464;12606;13852;14154;15620;16052;16282	663;2845;2846;2847;2848;3077;3173;3195;3703;3704;4577;4997;5079;6712;7387;7388;7488;7622;7653;10724;10725;10966;11239;11754;13659;14270;14271;14272;16011;16186;16326;16393;16394;16716;16717;17049;17238;17239;18914;18915;19323;21402;21974;22294	855;3757;3758;3759;3760;4065;4189;4219;4884;4885;4886;6038;6039;6597;6708;6709;8983;9836;9837;9838;9963;10163;10200;10201;14475;14476;14810;15164;15165;15166;15833;15834;18440;18441;19252;19253;19254;21573;21812;21988;22073;22074;22475;22476;22884;23153;23154;25429;25430;25431;25432;25988;28874;28875;28876;29682;30149	855;3760;4065;4189;4219;4885;6038;6597;6709;8983;9838;9963;10163;10200;14475;14810;15164;15834;18441;19252;21573;21812;21988;22073;22475;22884;23154;25429;25988;28876;29682;30149	1178;1179	461;781
P0AES9	P0AES9	3	3	3	Acid stress chaperone HdeA	hdeA	sp|P0AES9|HDEA_ECOLI Acid stress chaperone HdeA OS=Escherichia coli (strain K12) OX=83333 GN=hdeA PE=1 SV=1	1	3	3	3	59.1	59.1	59.1	11.857	110	110	0.0	86.202	207740000	5	774	21;2206;7362	True;True;True	24;2442;8050	51;3443;3444;11012;11013	72;4548;4549;14871;14872	72;4549;14871		
P0AET2	P0AET2	3	3	3	Acid stress chaperone HdeB	hdeB	sp|P0AET2|HDEB_ECOLI Acid stress chaperone HdeB OS=Escherichia coli (strain K12) OX=83333 GN=hdeB PE=1 SV=1	1	3	3	3	43.5	43.5	43.5	12.043	108	108	0.0	10.145	18733000	5	775	1051;2349;4841	True;True;True	1182;2611;2612;5311	1719;3651;3652;3653;7245	2257;4813;4814;4815;4816;9661	2257;4813;9661	1180	37
P0AET8	P0AET8	14	14	14	7-alpha-hydroxysteroid dehydrogenase	hdhA	sp|P0AET8|HDHA_ECOLI 7-alpha-hydroxysteroid dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=hdhA PE=1 SV=1	1	14	14	14	76.5	76.5	76.5	26.778	255	255	0.0	75.16	183730000	43	776	1610;1651;1663;8126;9397;9493;9829;9921;10013;11231;12174;13347;13348;13998	True;True;True;True;True;True;True;True;True;True;True;True;True;True	1801;1846;1859;8852;10266;10267;10419;10861;10862;10957;10958;11058;11059;12381;13408;14685;14686;14687;15407	2592;2645;2658;2659;2660;12041;13985;13986;13987;13988;13989;13990;13991;13992;14263;14931;14932;14933;14934;15072;15073;15074;15075;15224;15225;16946;18312;18313;20070;20071;20072;20073;21128;21129	3438;3505;3518;3519;3520;3521;16236;18867;18868;18869;18870;18871;18872;18873;18874;18875;19243;20149;20150;20151;20152;20346;20347;20348;20349;20350;20351;20352;20564;20565;20566;22763;24596;24597;27039;27040;27041;27042;27043;28545;28546;28547;28548	3438;3505;3520;16236;18871;19243;20150;20349;20564;22763;24597;27039;27043;28548	1181;1182;1183;1184;1185;1186;1187;1188	1;106;108;133;147;156;173;209
P0AEU0	P0AEU0	2	2	2	Histidine-binding periplasmic protein	hisJ	sp|P0AEU0|HISJ_ECOLI Histidine-binding periplasmic protein OS=Escherichia coli (strain K12) OX=83333 GN=hisJ PE=1 SV=1	1	2	2	2	11.5	11.5	11.5	28.483	260	260	0.0	7.7187	2648800	2	777	6094;6359	True;True	6675;6963	9111;9499	12254;12801	12254;12801		
P0AEU7	P0AEU7	5	5	5	Chaperone protein Skp	skp	sp|P0AEU7|SKP_ECOLI Chaperone protein Skp OS=Escherichia coli (strain K12) OX=83333 GN=skp PE=1 SV=1	1	5	5	5	37.9	37.9	37.9	17.688	161	161	0.0	86.359	280240000	21	778	2176;6033;12141;12142;12574	True;True;True;True;True	2408;6610;6611;13374;13375;13839	3393;9020;9021;9022;9023;9024;9025;9026;9027;18268;18269;18270;18891	4479;4480;4481;12130;12131;12132;12133;12134;12135;12136;12137;12138;12139;24528;24529;24530;24531;24532;24533;25387;25388	4479;12139;24529;24533;25387	1189	29
P0AEV1	P0AEV1	5	5	5	Regulator of RpoS	rssB	sp|P0AEV1|RSSB_ECOLI Regulator of RpoS OS=Escherichia coli (strain K12) OX=83333 GN=rssB PE=1 SV=1	1	5	5	5	20.2	20.2	20.2	37.302	337	337	0.0	9.6957	3770400	5	779	520;857;8145;8705;10459	True;True;True;True;True	572;958;8872;9483;11550	834;1385;12067;12912;15884	1106;1810;16272;17436;21415	1106;1810;16272;17436;21415		
P0AEW4	P0AEW4	2	2	2	3,5-cyclic adenosine monophosphate phosphodiesterase CpdA	cpdA	sp|P0AEW4|CPDA_ECOLI 3,5-cyclic adenosine monophosphate phosphodiesterase CpdA OS=Escherichia coli (strain K12) OX=83333 GN=cpdA PE=1 SV=1	1	2	2	2	14.2	14.2	14.2	30.938	275	275	0.0	4.0182	1506200	2	780	8396;9678	True;True	9135;10698	12426;14713	16786;19860	16786;19860		
P0AEW6	P0AEW6	6	6	6	Inosine-guanosine kinase	gsk	sp|P0AEW6|INGK_ECOLI Inosine-guanosine kinase OS=Escherichia coli (strain K12) OX=83333 GN=gsk PE=1 SV=1	1	6	6	6	18.4	18.4	18.4	48.448	434	434	0.0	12.715	5707800	6	781	2106;5157;7477;12380;13314;14967	True;True;True;True;True;True	2335;5659;8169;13631;14647;16463	3298;7695;11193;18622;20028;22538	4357;10249;15098;25032;26985;30465	4357;10249;15098;25032;26985;30465		
P0AEW9	P0AEW9	15	15	15	1-phosphofructokinase	fruK	sp|P0AEW9|K1PF_ECOLI 1-phosphofructokinase OS=Escherichia coli (strain K12) OX=83333 GN=fruK PE=3 SV=1	1	15	15	15	54.2	54.2	54.2	33.755	312	312	0.0	215.55	571990000	38	782	127;128;129;2018;2252;2372;2566;2739;3248;4249;7306;7663;9021;11990;13272	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	144;145;146;2243;2490;2637;2844;3036;3581;4662;7988;8363;8364;9823;13211;14601	229;230;231;232;233;3162;3163;3504;3684;3685;3686;3964;4220;4945;6373;10929;11434;11435;11436;13361;18063;19958;19959	293;294;295;296;297;298;299;300;4178;4179;4625;4626;4852;4853;4854;5230;5231;5232;5581;5582;5583;6528;6529;6530;6531;8500;8501;14761;15439;15440;15441;15442;18012;24259;24260;24261;26896;26897	293;298;300;4178;4625;4852;5230;5582;6529;8500;14761;15442;18012;24259;26897	1190;1191	302;303
P0AEX3	P0AEX3	2	2	2	Alpha-ketoglutarate permease	kgtP	sp|P0AEX3|KGTP_ECOLI Alpha-ketoglutarate permease OS=Escherichia coli (strain K12) OX=83333 GN=kgtP PE=1 SV=1	1	2	2	2	4.4	4.4	4.4	47.052	432	432	0.00063492	3.3095	1706500	2	783	367;10320	True;True	407;11401	593;15685	766;21162	766;21162		
P0AEX5	P0AEX5	3	3	3	Probable phosphoribulokinase	prkB	sp|P0AEX5|KPPR_ECOLI Probable phosphoribulokinase OS=Escherichia coli (strain K12) OX=83333 GN=prkB PE=3 SV=1	1	3	3	3	17.3	17.3	17.3	32.344	289	289	0.0	9.4303	4368600	3	784	5016;5892;14090	True;True;True	5501;6460;15507	7487;8804;21262	9962;11797;28706	9962;11797;28706		
P0AEX9	P0AEX9	13	13	13	Maltose-binding periplasmic protein	malE	sp|P0AEX9|MALE_ECOLI Maltose/maltodextrin-binding periplasmic protein OS=Escherichia coli (strain K12) OX=83333 GN=malE PE=1 SV=1	1	13	13	13	47.7	47.7	47.7	43.387	396	396	0.0	58.543	54897000	16	785	553;2291;2917;4010;4229;4693;5346;5646;5837;8223;9182;9300;14039	True;True;True;True;True;True;True;True;True;True;True;True;True	611;2535;3227;4400;4640;5150;5870;6193;6401;8955;9999;10122;15453	895;3552;4474;4475;6038;6347;7027;7980;8403;8710;12180;12181;13604;13770;21191	1189;4684;5904;5905;8006;8007;8467;9384;10623;11168;11659;16426;16427;18365;18593;28618;28619	1189;4684;5904;8007;8467;9384;10623;11168;11659;16426;18365;18593;28619		
P0AEY5	P0AEY5	5	5	5	Modulator of drug activity B	mdaB	sp|P0AEY5|MDAB_ECOLI Modulator of drug activity B OS=Escherichia coli (strain K12) OX=83333 GN=mdaB PE=1 SV=1	1	5	5	5	45.6	45.6	45.6	21.891	193	193	0.0	22.883	10187000	7	786	1103;2418;3833;11904;14816	True;True;True;True;True	1243;1244;2684;4220;13114;16293	1802;1803;1804;3744;5805;17932;22311	2363;2364;2365;4937;7642;24095;30171	2364;4937;7642;24095;30171	1192	160
P0AEZ3	P0AEZ3	12	12	12	Septum site-determining protein MinD	minD	sp|P0AEZ3|MIND_ECOLI Septum site-determining protein MinD OS=Escherichia coli (strain K12) OX=83333 GN=minD PE=1 SV=2	1	12	12	12	48.1	48.1	48.1	29.614	270	270	0.0	72.217	107940000	20	787	352;1324;4616;6555;9164;9965;11066;11326;11364;12429;13019;14456	True;True;True;True;True;True;True;True;True;True;True;True	391;1483;5065;5066;7178;9978;11005;12206;12483;12523;13685;14327;15908	574;575;2130;6918;6919;9819;13575;15146;16706;16707;17073;17130;18681;19597;21794;21795	739;740;2763;9247;9248;13262;13263;18324;18325;18326;20458;22456;22457;22920;23014;25106;26399;26400;29441;29442	739;2763;9247;13263;18324;20458;22457;22920;23014;25106;26399;29442	1193	193
P0AEZ9	P0AEZ9	9	9	9	Molybdenum cofactor biosynthesis protein B	moaB	sp|P0AEZ9|MOAB_ECOLI Molybdenum cofactor biosynthesis protein B OS=Escherichia coli (strain K12) OX=83333 GN=moaB PE=1 SV=2	1	9	9	9	55.3	55.3	55.3	18.665	170	170	0.0	45.203	49484000	18	788	3683;4670;6032;9495;11142;12026;12343;12719;12942	True;True;True;True;True;True;True;True;True	4061;5124;6609;10421;10422;12288;13250;13251;13592;13993;13994;14246	5585;6991;9019;14266;14267;14268;14269;16820;18110;18111;18568;18569;19113;19114;19115;19455	7350;7351;9335;12129;19247;19248;19249;19250;19251;22602;22603;24322;24323;24958;24959;24960;25719;25720;25721;26169	7351;9335;12129;19251;22603;24323;24959;25720;26169	1194;1195	108;136
P0AF03	P0AF03	4	4	4	Molybdopterin adenylyltransferase	mog	sp|P0AF03|MOG_ECOLI Molybdopterin adenylyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=mog PE=1 SV=1	1	4	4	4	24.6	24.6	24.6	21.222	195	195	0.0	11.012	3010300	5	789	2599;6338;10449;10672	True;True;True;True	2882;6941;11538;11782	4016;9469;15869;16171	5298;12763;12764;21400;21787	5298;12764;21400;21787		
P0AF08	P0AF08	7	7	7	Protein mrp	mrp	sp|P0AF08|APBC_ECOLI Iron-sulfur cluster carrier protein OS=Escherichia coli (strain K12) OX=83333 GN=mrp PE=3 SV=1	1	7	7	7	35.0	35.0	35.0	39.938	369	369	0.0	58.93	43948000	11	790	1054;5464;9908;12069;13148;13440;14808	True;True;True;True;True;True;True	1186;5996;10944;13298;14466;14787;16283;16284	1723;8151;15058;18167;18168;19773;19774;20204;22295;22296;22297	2261;10837;10838;20329;24390;24391;24392;26647;26648;27225;30150;30151;30152	2261;10838;20329;24392;26647;27225;30151	1196	313
P0AF12	P0AF12	6	6	6	5-methylthioadenosine/S-adenosylhomocysteine nucleosidase	mtnN	sp|P0AF12|MTNN_ECOLI 5-methylthioadenosine/S-adenosylhomocysteine nucleosidase OS=Escherichia coli (strain K12) OX=83333 GN=mtnN PE=1 SV=1	1	6	6	6	52.2	52.2	52.2	24.354	232	232	0.0	65.758	45104000	9	791	761;8206;10920;13137;13512;14796	True;True;True;True;True;True	848;8937;12047;14455;14865;16271	1233;12155;12156;16491;16492;19758;20328;22281	1607;16398;16399;22192;22193;26629;27396;30132;30133	1607;16399;22192;26629;27396;30133	1197	221
P0AF18	P0AF18	13	13	13	N-acetylglucosamine-6-phosphate deacetylase	nagA	sp|P0AF18|NAGA_ECOLI N-acetylglucosamine-6-phosphate deacetylase OS=Escherichia coli (strain K12) OX=83333 GN=nagA PE=1 SV=1	1	13	13	13	55.2	55.2	55.2	40.949	382	382	0.0	69.708	69257000	27	792	3466;5886;6287;7337;7610;9353;9653;10007;11598;12144;12654;13246;14284	True;True;True;True;True;True;True;True;True;True;True;True;True	3832;6454;6881;8020;8309;10193;10670;11052;12781;13377;13924;14572;15717;15718	5304;5305;8794;8795;9377;9378;10969;10970;11367;11368;13869;13870;14676;14677;14678;15218;17470;17471;18272;19011;19922;21534;21535;21536	7004;7005;11782;11783;12616;12617;12618;12619;14813;14814;15348;15349;15350;18712;18713;19814;19815;19816;20558;23475;23476;24536;24537;25566;26849;29067;29068;29069	7004;11782;12617;14814;15350;18712;19814;20558;23476;24537;25566;26849;29067	1198;1199;1200	1;175;334
P0AF20	P0AF20	17	17	17	N-acetylglucosamine repressor	nagC	sp|P0AF20|NAGC_ECOLI N-acetylglucosamine repressor OS=Escherichia coli (strain K12) OX=83333 GN=nagC PE=2 SV=1	1	17	17	17	56.2	56.2	56.2	44.541	406	406	0.0	47.501	24112000	17	793	116;1683;5445;5704;6741;8242;9614;9848;10753;11073;11404;11778;12819;13757;13848;14063;14248	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	130;1881;5976;6253;7383;8976;10608;10881;11865;12215;12567;12973;14107;15129;15225;15479;15677	208;2689;8127;8497;10094;12210;14564;14957;16269;16720;17187;17727;19263;20716;20848;20849;21224;21481	267;3561;10811;11315;13652;16469;19646;20178;21909;22479;23097;23816;25918;27947;28134;28135;28658;28990	267;3561;10811;11315;13652;16469;19646;20178;21909;22479;23097;23816;25918;27947;28135;28658;28990	1201	1
P0AF24	P0AF24	7	7	7	Ribonucleotide monophosphatase NagD	nagD	sp|P0AF24|NAGD_ECOLI Ribonucleotide monophosphatase NagD OS=Escherichia coli (strain K12) OX=83333 GN=nagD PE=1 SV=1	1	7	7	7	47.6	47.6	47.6	27.163	250	250	0.0	62.318	35706000	9	794	505;4063;4823;5159;9550;10185;10371	True;True;True;True;True;True;True	556;4458;5291;5661;10509;10510;11257;11455	805;6106;7213;7698;7699;14407;14408;15500;15762	1058;8116;9623;10252;10253;19425;19426;20924;21262	1058;8116;9623;10253;19426;20924;21262	1202	189
P0AF28	P0AF28	9	9	9	Nitrate/nitrite response regulator protein NarL	narL	sp|P0AF28|NARL_ECOLI Nitrate/nitrite response regulator protein NarL OS=Escherichia coli (strain K12) OX=83333 GN=narL PE=1 SV=1	1	9	9	9	50.9	50.9	50.9	23.927	216	216	0.0	49.313	55336000	12	795	882;2339;2580;4454;7009;7010;11211;11923;12039	True;True;True;True;True;True;True;True;True	984;985;2592;2862;4884;7677;7678;12359;13134;13135;13266	1419;1420;3623;3989;6658;10495;10496;10497;16913;17960;17961;18131	1851;1852;4771;5263;8910;14182;14183;14184;22724;24125;24126;24127;24349	1852;4771;5263;8910;14182;14184;22724;24126;24349	1203;1204	17;128
P0AF43	P0AF43	4	4	4	Uncharacterized protein YjbB	yjbB	sp|P0AF43|YJBB_ECOLI Uncharacterized protein YjbB OS=Escherichia coli (strain K12) OX=83333 GN=yjbB PE=4 SV=1	1	4	4	4	9.0	9.0	9.0	59.466	543	543	0.0	9.2464	1855100	4	796	5810;7259;7514;12628	True;True;True;True	6372;7938;8208;13896	8665;10861;11243;18973	11580;14671;15171;25518	11580;14671;15171;25518		
P0AF48	P0AF48	4	4	4	UPF0047 protein YjbQ	yjbQ	sp|P0AF48|YJBQ_ECOLI UPF0047 protein YjbQ OS=Escherichia coli (strain K12) OX=83333 GN=yjbQ PE=3 SV=1	1	4	4	4	50.7	50.7	50.7	15.656	138	138	0.0	5.5208	4539400	4	797	4792;6760;12061;13078	True;True;True;True	5256;7402;13290;14392	7165;10118;18159;19681	9567;13685;24381;26517	9567;13685;24381;26517	1205	30
P0AF50	P0AF50	2	2	2	Uncharacterized protein YjbR	yjbR	sp|P0AF50|YJBR_ECOLI Uncharacterized protein YjbR OS=Escherichia coli (strain K12) OX=83333 GN=yjbR PE=1 SV=1	1	2	2	2	17.8	17.8	17.8	13.519	118	118	0.0075537	1.6489	1677400	2	798	3684;12966	True;True	4062;14270	5586;19487	7352;26228	7352;26228		
P0AF52	P0AF52	1	1	1	Guanine/hypoxanthine permease GhxP	ghxP	sp|P0AF52|GHXP_ECOLI Guanine/hypoxanthine permease GhxP OS=Escherichia coli (strain K12) OX=83333 GN=ghxP PE=1 SV=1	1	1	1	1	4.5	4.5	4.5	45.711	449	449	0.000625	2.9712	673840	1	799	1456	True	1636	2367	3118	3118		
P0AF63	P0AF63	4	4	4	HTH-type transcriptional repressor NsrR	nsrR	sp|P0AF63|NSRR_ECOLI HTH-type transcriptional repressor NsrR OS=Escherichia coli (strain K12) OX=83333 GN=nsrR PE=3 SV=1	1	4	4	4	32.6	32.6	32.6	15.593	141	141	0.0	6.1357	2719000	4	800	893;6461;9567;9620	True;True;True;True	997;7075;10537;10616	1435;9662;14451;14574	1869;13022;19489;19657	1869;13022;19489;19657	1206	25
P0AF67	P0AF67	2	2	2	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE	tsaE	sp|P0AF67|TSAE_ECOLI tRNA threonylcarbamoyladenosine biosynthesis protein TsaE OS=Escherichia coli (strain K12) OX=83333 GN=tsaE PE=1 SV=1	1	2	2	2	17.6	17.6	17.6	16.853	153	153	0.0	4.1267	849360	2	801	4801;14180	True;True	5265;15605	7175;21384	9580;28855	9580;28855		
P0AF70	P0AF70	2	2	2	Uncharacterized protein YjeI	yjeI	sp|P0AF70|YJEI_ECOLI Uncharacterized protein YjeI OS=Escherichia coli (strain K12) OX=83333 GN=yjeI PE=3 SV=1	1	2	2	2	48.7	48.7	48.7	11.958	117	117	0.0	25.025	10710000	3	802	6924;10091	True;True	7586;11155	10370;10371;15368	14019;14020;20756	14019;20756		
P0AF90	P0AF90	2	2	2	Regulator of ribonuclease activity B	rraB	sp|P0AF90|RRAB_ECOLI Regulator of ribonuclease activity B OS=Escherichia coli (strain K12) OX=83333 GN=rraB PE=1 SV=1	1	2	2	2	34.1	34.1	34.1	15.603	138	138	0.0	4.7744	4741700	2	803	1098;8273	True;True	1238;9008	1795;12252	2352;16533	2352;16533		
P0AF93	P0AF93	3	3	3	2-iminobutanoate/2-iminopropanoate deaminase	ridA	sp|P0AF93|RIDA_ECOLI 2-iminobutanoate/2-iminopropanoate deaminase OS=Escherichia coli (strain K12) OX=83333 GN=ridA PE=1 SV=2	1	3	3	3	54.7	54.7	54.7	13.611	128	128	0.0	32.044	7419900	2	804	775;2292;12607	True;True;True	865;2536;13875	1253;3553;18949	1630;4685;25491	1630;4685;25491		
P0AF96	P0AF96	1	1	1	Toxin-antitoxin biofilm protein TabA	tabA	sp|P0AF96|TABA_ECOLI Toxin-antitoxin biofilm protein TabA OS=Escherichia coli (strain K12) OX=83333 GN=tabA PE=1 SV=1	1	1	1	1	12.0	12.0	12.0	16.865	150	150	0.00064267	3.488	1115600	1	805	9442	True	10334	14118	19048	19048		
P0AF98	P0AF98	5	5	5	Lipopolysaccharide export system permease protein LptF	lptF	sp|P0AF98|LPTF_ECOLI Lipopolysaccharide export system permease protein LptF OS=Escherichia coli (strain K12) OX=83333 GN=lptF PE=1 SV=1	1	5	5	5	16.1	16.1	16.1	40.357	366	366	0.0	9.7586	8479400	5	806	2064;2553;3929;5226;12788	True;True;True;True;True	2290;2831;4317;5742;14067	3217;3948;5927;7812;7813;19210	4242;5208;7815;10399;10400;25844	4242;5208;7815;10399;25844		
P0AFA5	P0AFA5	2	2	2	Bacteriophage N4 adsorption protein B	nfrB	sp|P0AFA5|NFRB_ECOLI Bacteriophage adsorption protein B OS=Escherichia coli (strain K12) OX=83333 GN=nfrB PE=4 SV=1	1	2	2	2	3.0	3.0	3.0	85.318	745	745	0.0012361	2.7708	700550	2	807	11407;12993	True;True	12570;14301	17191;19560	23101;26340	23101;26340		
P0AFA7	P0AFA7	3	3	3	Na(+)/H(+) antiporter NhaB	nhaB	sp|P0AFA7|NHAB_ECOLI Na(+)/H(+) antiporter NhaB OS=Escherichia coli (strain K12) OX=83333 GN=nhaB PE=1 SV=1	1	3	3	3	7.8	7.8	7.8	56.728	513	513	0.0	6.5034	3068300	3	808	66;3702;12404	True;True;True	75;4081;13658	126;5609;18650	164;7378;25067	164;7378;25067		
P0AFB5	P0AFB5	2	2	2	Nitrogen regulation protein NR(II)	glnL	sp|P0AFB5|NTRB_ECOLI Sensory histidine kinase/phosphatase NtrB OS=Escherichia coli (strain K12) OX=83333 GN=glnL PE=1 SV=1	1	2	2	2	10.0	10.0	10.0	38.556	349	349	0.0	10.537	995600	2	809	2640;8454	True;True	2927;9194	4072;12502	5379;16896	5379;16896		
P0AFB8	P0AFB8	5	5	5	Nitrogen regulation protein NR(I)	glnG	sp|P0AFB8|NTRC_ECOLI DNA-binding transcriptional regulator NtrC OS=Escherichia coli (strain K12) OX=83333 GN=glnG PE=1 SV=1	1	5	5	5	14.9	14.9	14.9	52.254	469	469	0.0	14.4	3869700	6	810	807;1136;2272;8460;12739	True;True;True;True;True	900;1280;2515;9203;14014	1303;1850;3530;3531;12512;19142	1707;2419;4658;4659;16907;25763	1707;2419;4659;16907;25763		
P0AFC3	P0AFC3	2	2	2	NADH-quinone oxidoreductase subunit A	nuoA	sp|P0AFC3|NUOA_ECOLI NADH-quinone oxidoreductase subunit A OS=Escherichia coli (strain K12) OX=83333 GN=nuoA PE=3 SV=1	1	2	2	2	17.7	17.7	17.7	16.457	147	147	0.0	7.1231	12609000	5	811	9523;10204	True;True	10468;10469;11278	14339;14340;14341;15524	19342;19343;19344;19345;20952	19343;20952	1207	135
P0AFC7	P0AFC7	9	9	9	NADH-quinone oxidoreductase subunit B	nuoB	sp|P0AFC7|NUOB_ECOLI NADH-quinone oxidoreductase subunit B OS=Escherichia coli (strain K12) OX=83333 GN=nuoB PE=1 SV=1	1	9	9	9	42.3	42.3	42.3	25.056	220	220	0.0	19.329	44501000	12	812	3980;6084;6149;9275;9345;9370;10418;10538;11283	True;True;True;True;True;True;True;True;True	4368;6664;6734;10096;10183;10221;11504;11638;12439	5991;9098;9184;13736;13855;13918;15826;15996;15997;17016;17017	7930;7931;12237;12352;18544;18697;18698;18784;21352;21555;21556;21557;22844;22845	7931;12237;12352;18544;18698;18784;21352;21555;22845	1208;1209	1;106
P0AFD4	P0AFD4	3	3	3	NADH-quinone oxidoreductase subunit H	nuoH	sp|P0AFD4|NUOH_ECOLI NADH-quinone oxidoreductase subunit H OS=Escherichia coli (strain K12) OX=83333 GN=nuoH PE=1 SV=1	1	3	3	3	10.2	10.2	10.2	36.219	325	325	0.0	8.877	10596000	3	813	8450;13598;14672	True;True;True	9190;14962;16138	12494;20464;22114	16885;27584;29909	16885;27584;29909		
P0AFD6	P0AFD6	9	9	9	NADH-quinone oxidoreductase subunit I	nuoI	sp|P0AFD6|NUOI_ECOLI NADH-quinone oxidoreductase subunit I OS=Escherichia coli (strain K12) OX=83333 GN=nuoI PE=1 SV=1	1	9	9	9	60.0	60.0	60.0	20.538	180	180	0.0	60.366	38524000	15	814	1687;1731;2193;2815;9659;10517;11301;14598;14980	True;True;True;True;True;True;True;True;True	1886;1932;2426;3119;10678;10679;11613;12458;16056;16476	2696;2749;2750;3421;4333;14689;14690;14691;15957;15958;17042;21978;22556	3569;3631;3632;4520;4521;5723;5724;19832;19833;19834;19835;21504;21505;22877;29688;30488;30489	3569;3631;4520;5724;19833;21504;22877;29688;30489	1210	32
P0AFE4	P0AFE4	1	1	1	NADH-quinone oxidoreductase subunit K	nuoK	sp|P0AFE4|NUOK_ECOLI NADH-quinone oxidoreductase subunit K OS=Escherichia coli (strain K12) OX=83333 GN=nuoK PE=1 SV=1	1	1	1	1	13.0	13.0	13.0	10.845	100	100	0.0035566	1.9462	770070	1	815	10813	True	11931	16347	22018	22018		
P0AFF0	P0AFF0	2	2	2	NADH-quinone oxidoreductase subunit N	nuoN	sp|P0AFF0|NUON_ECOLI NADH-quinone oxidoreductase subunit N OS=Escherichia coli (strain K12) OX=83333 GN=nuoN PE=1 SV=2	1	2	2	2	5.4	5.4	5.4	52.043	485	485	0.0	5.6779	3492200	2	816	5275;13288	True;True	5794;14621	7892;19995	10518;26951	10518;26951		
P0AFF2	P0AFF2	4	4	4	Nucleoside permease NupC	nupC	sp|P0AFF2|NUPC_ECOLI Nucleoside permease NupC OS=Escherichia coli (strain K12) OX=83333 GN=nupC PE=1 SV=1	1	4	4	4	10.2	10.2	10.2	43.475	400	400	0.0	9.2294	5699900	4	817	711;5145;9223;13876	True;True;True;True	792;5644;10043;15259	1148;7675;13663;20911	1502;10229;18446;28238	1502;10229;18446;28238		
P0AFF6	P0AFF6	22	22	22	Transcription termination/antitermination protein NusA	nusA	sp|P0AFF6|NUSA_ECOLI Transcription termination/antitermination protein NusA OS=Escherichia coli (strain K12) OX=83333 GN=nusA PE=1 SV=1	1	22	22	22	60.2	60.2	60.2	54.87	495	495	0.0	281.25	255770000	41	818	461;2365;3045;3119;3158;3306;5488;5546;5895;6150;6252;6267;7467;7655;9686;9687;11600;11768;14113;14565;14690;14710	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	507;2629;3361;3441;3485;3642;6021;6084;6463;6735;6736;6844;6859;8159;8355;10706;10707;12783;12961;12962;15533;16021;16158;16179	731;3673;4647;4648;4768;4769;4824;5012;8179;8261;8262;8808;8809;9185;9186;9187;9322;9323;9349;9350;11179;11180;11424;11425;14725;14726;17473;17709;17710;17711;17712;21296;21939;22138;22139;22175	952;4839;4840;6126;6127;6297;6298;6299;6367;6615;10871;10978;10979;10980;10981;11807;11808;11809;12353;12354;12355;12527;12528;12574;12575;15079;15080;15422;15423;19880;19881;23478;23792;23793;23794;23795;23796;28745;28746;29641;29936;29937;29998	952;4839;6127;6298;6367;6615;10871;10981;11808;12354;12528;12574;15079;15423;19880;19881;23478;23795;28746;29641;29937;29998	1211;1212;1213	204;254;483
